Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Business,"Total Establishments","Wholesale trade",353,X,384,X,682,X,446,X,555,X,1142,X,1383,X,327,X,1142,X
Business,"Total Establishments","Retail trade",1900,X,2200,X,1390,X,1922,X,1754,X,2823,X,1637,X,1615,X,2686,X
Business,"Total Establishments","Transportation and warehousing",358,X,213,X,559,X,379,X,255,X,356,X,707,X,246,X,356,X
Business,"Total Establishments",Information,193,X,257,X,153,X,192,X,220,X,474,X,306,X,153,X,503,X
Business,"Total Establishments","Finance and insurance",609,X,1050,X,437,X,647,X,1095,X,2263,X,688,X,903,X,1884,X
Business,"Total Establishments","Real estate and rental and leasing",713,X,1097,X,466,X,870,X,1322,X,2117,X,682,X,751,X,1875,X
Business,"Total Establishments","Professional, scientific, and technical services",1071,X,1992,X,971,X,1048,X,2138,X,4122,X,1507,X,1213,X,4016,X
Business,"Total Establishments","Management of companies and enterprises",42,X,92,X,69,X,39,X,55,X,234,X,147,X,23,X,293,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",622,X,876,X,483,X,736,X,1056,X,1679,X,830,X,815,X,1468,X
Business,"Total Establishments","Educational services",168,X,281,X,133,X,117,X,269,X,434,X,209,X,187,X,378,X
Business,"Total Establishments","Health care and social assistance",1549,X,2504,X,1117,X,1627,X,2274,X,3374,X,1344,X,2052,X,3009,X
Business,"Total Establishments","Arts, entertainment, and recreation",247,X,243,X,124,X,197,X,203,X,432,X,139,X,199,X,309,X
Business,"Total Establishments","Accommodation and food services",1567,X,1364,X,1087,X,1381,X,1240,X,1853,X,1355,X,1153,X,2042,X
Business,"Total Establishments","Other services (except public administration)",1132,X,1427,X,879,X,1194,X,1136,X,1770,X,1210,X,1045,X,1809,X
Business,"Total Establishments","Industries not classified",19,X,8,X,11,X,9,X,19,X,22,X,11,X,11,X,26,X

"Source: 2017 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
