Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
Housing,Value,"Less than $50,000",5419,"(+/- 1152 )",16706,"(+/- 1984 )",5986,"(+/- 1021 )",2510,"(+/- 631 )",2381,"(+/- 573 )",2836,"(+/- 763 )",3073,"(+/- 814 )",5483,"(+/- 1148 )",2181,"(+/- 667 )",4289,"(+/- 1142 )",4048,"(+/- 855 )",28719,"(+/- 2280 )",18681,"(+/- 1846 )",2739,"(+/- 797 )",32470,"(+/- 1991 )",12829,"(+/- 1577 )",24956,"(+/- 2083 )",17275,"(+/- 1366 )"
Housing,Value,"$50,000 to $99,999",16100,"(+/- 1767 )",34233,"(+/- 2590 )",9116,"(+/- 1695 )",3513,"(+/- 883 )",2595,"(+/- 791 )",3689,"(+/- 1188 )",6931,"(+/- 1335 )",6443,"(+/- 1338 )",4830,"(+/- 917 )",8878,"(+/- 1320 )",9360,"(+/- 1422 )",52432,"(+/- 2763 )",50037,"(+/- 2669 )",4772,"(+/- 1230 )",58412,"(+/- 2664 )",42259,"(+/- 2455 )",68061,"(+/- 3222 )",40610,"(+/- 2061 )"
Housing,Value,"$100,000 to $149,999",24323,"(+/- 2268 )",40116,"(+/- 2663 )",16723,"(+/- 1874 )",9422,"(+/- 1408 )",5319,"(+/- 1056 )",9089,"(+/- 1306 )",10486,"(+/- 1582 )",18620,"(+/- 2306 )",9468,"(+/- 1420 )",21891,"(+/- 1939 )",22323,"(+/- 1978 )",33894,"(+/- 2839 )",38273,"(+/- 2213 )",15716,"(+/- 1889 )",40645,"(+/- 2289 )",48969,"(+/- 2843 )",42619,"(+/- 2733 )",44030,"(+/- 2490 )"
Housing,Value,"$150,000 to $199,999",38350,"(+/- 2729 )",31673,"(+/- 2887 )",32901,"(+/- 2507 )",18122,"(+/- 2024 )",14606,"(+/- 1827 )",21650,"(+/- 2369 )",17956,"(+/- 2030 )",33773,"(+/- 3120 )",14275,"(+/- 1945 )",24017,"(+/- 2299 )",36263,"(+/- 3078 )",26651,"(+/- 2382 )",30452,"(+/- 2280 )",34214,"(+/- 2572 )",31081,"(+/- 2191 )",41053,"(+/- 2208 )",24109,"(+/- 2127 )",40727,"(+/- 2790 )"
Housing,Value,"$200,000 to $299,999",42937,"(+/- 3041 )",22340,"(+/- 1882 )",63072,"(+/- 3554 )",39952,"(+/- 3435 )",39644,"(+/- 2456 )",54546,"(+/- 3232 )",27073,"(+/- 3066 )",55829,"(+/- 3088 )",36998,"(+/- 2934 )",34792,"(+/- 2649 )",54642,"(+/- 3403 )",26436,"(+/- 1888 )",26117,"(+/- 2226 )",74323,"(+/- 3714 )",26511,"(+/- 1935 )",34808,"(+/- 2558 )",17724,"(+/- 1590 )",42284,"(+/- 2551 )"
Housing,Value,"$300,000 to $499,999",27595,"(+/- 2059 )",8563,"(+/- 1241 )",38404,"(+/- 2787 )",28808,"(+/- 2509 )",58754,"(+/- 3261 )",77029,"(+/- 3069 )",32489,"(+/- 2963 )",40359,"(+/- 2044 )",64153,"(+/- 2839 )",40916,"(+/- 2596 )",35090,"(+/- 2633 )",12876,"(+/- 1419 )",13623,"(+/- 1355 )",68056,"(+/- 3775 )",13855,"(+/- 1550 )",14972,"(+/- 1628 )",7521,"(+/- 1065 )",19359,"(+/- 1887 )"
Housing,Value,"$500,000 to $999,999",5483,"(+/- 1008 )",2318,"(+/- 685 )",13862,"(+/- 1700 )",10169,"(+/- 1391 )",37194,"(+/- 2479 )",40475,"(+/- 2175 )",20814,"(+/- 2216 )",6377,"(+/- 1174 )",34360,"(+/- 2263 )",32690,"(+/- 1882 )",11319,"(+/- 1523 )",2460,"(+/- 680 )",2529,"(+/- 671 )",15533,"(+/- 1697 )",2416,"(+/- 594 )",2447,"(+/- 650 )",1654,"(+/- 555 )",4346,"(+/- 908 )"
Housing,Value,"$1,000,000 or more",1238,"(+/- 460 )",786,"(+/- 304 )",1986,"(+/- 600 )",1127,"(+/- 437 )",15200,"(+/- 1808 )",7558,"(+/- 1201 )",7657,"(+/- 2069 )",1004,"(+/- 381 )",10704,"(+/- 1082 )",6918,"(+/- 992 )",2667,"(+/- 856 )",733,"(+/- 390 )",403,"(+/- 270 )",2299,"(+/- 1088 )",761,"(+/- 359 )",569,"(+/- 225 )",356,"(+/- 201 )",600,"(+/- 346 )"
Housing,Value,"Median (dollars)",195100,"(+/- 3167 )",132100,"(+/- 3341 )",237900,"(+/- 4459 )",257600,"(+/- 6157 )",362200,"(+/- 7102 )",333200,"(+/- 6335 )",289900,"(+/- 11408 )",234600,"(+/- 4818 )",351800,"(+/- 6231 )",276900,"(+/- 10117 )",224300,"(+/- 4106 )",113700,"(+/- 3019 )",124100,"(+/- 2695 )",270400,"(+/- 3984 )",111900,"(+/- 2202 )",144600,"(+/- 2977 )",100500,"(+/- 2435 )",152800,"(+/- 2760 )"
Housing,"Mortgage Status","Owner-occupied units",161445,"(+/- 4942 )",156735,"(+/- 4754 )",182050,"(+/- 4463 )",113623,"(+/- 4701 )",175693,"(+/- 5035 )",216872,"(+/- 4426 )",126479,"(+/- 4768 )",167888,"(+/- 5224 )",176969,"(+/- 4380 )",174391,"(+/- 4530 )",175712,"(+/- 4401 )",184201,"(+/- 4098 )",180115,"(+/- 4368 )",217652,"(+/- 3678 )",206151,"(+/- 4009 )",197906,"(+/- 4269 )",187000,"(+/- 4030 )",209231,"(+/- 4071 )"
Housing,"Mortgage Status","Housing units with a mortgage",104193,"(+/- 4191 )",94336,"(+/- 3907 )",109383,"(+/- 4290 )",74266,"(+/- 3802 )",120165,"(+/- 4285 )",149009,"(+/- 4235 )",84696,"(+/- 4374 )",110882,"(+/- 3997 )",111157,"(+/- 3875 )",109396,"(+/- 3941 )",122884,"(+/- 4113 )",101123,"(+/- 3648 )",105708,"(+/- 3832 )",156739,"(+/- 4243 )",105256,"(+/- 3281 )",118576,"(+/- 3919 )",105340,"(+/- 3190 )",119315,"(+/- 3502 )"
Housing,"Mortgage Status","Housing units without a mortgage",57252,"(+/- 3074 )",62399,"(+/- 3627 )",72667,"(+/- 3764 )",39357,"(+/- 2836 )",55528,"(+/- 3174 )",67863,"(+/- 2723 )",41783,"(+/- 3464 )",57006,"(+/- 3835 )",65812,"(+/- 3267 )",64995,"(+/- 3515 )",52828,"(+/- 3032 )",83078,"(+/- 3733 )",74407,"(+/- 3148 )",60913,"(+/- 3315 )",100895,"(+/- 3074 )",79330,"(+/- 2992 )",81660,"(+/- 3054 )",89916,"(+/- 2467 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",104193,"(+/- 4191 )",94336,"(+/- 3907 )",109383,"(+/- 4290 )",74266,"(+/- 3802 )",120165,"(+/- 4285 )",149009,"(+/- 4235 )",84696,"(+/- 4374 )",110882,"(+/- 3997 )",111157,"(+/- 3875 )",109396,"(+/- 3941 )",122884,"(+/- 4113 )",101123,"(+/- 3648 )",105708,"(+/- 3832 )",156739,"(+/- 4243 )",105256,"(+/- 3281 )",118576,"(+/- 3919 )",105340,"(+/- 3190 )",119315,"(+/- 3502 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",386,"(+/- 241 )",1157,"(+/- 484 )",228,"(+/- 188 )",142,"(+/- 141 )",41,"(+/- 68 )",147,"(+/- 127 )",178,"(+/- 170 )",159,"(+/- 165 )",75,"(+/- 126 )",548,"(+/- 426 )",416,"(+/- 357 )",2085,"(+/- 658 )",2411,"(+/- 753 )",497,"(+/- 353 )",2959,"(+/- 498 )",1487,"(+/- 422 )",3301,"(+/- 716 )",2294,"(+/- 637 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",9784,"(+/- 1526 )",15097,"(+/- 2068 )",8457,"(+/- 1562 )",4410,"(+/- 1040 )",3813,"(+/- 771 )",5155,"(+/- 1001 )",3217,"(+/- 806 )",8541,"(+/- 1311 )",4951,"(+/- 1210 )",6245,"(+/- 1296 )",8493,"(+/- 1518 )",36308,"(+/- 2818 )",34903,"(+/- 2463 )",7442,"(+/- 1351 )",41842,"(+/- 2543 )",28205,"(+/- 2506 )",48061,"(+/- 2828 )",31158,"(+/- 2125 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",29454,"(+/- 2450 )",36373,"(+/- 2961 )",27930,"(+/- 2705 )",15910,"(+/- 2274 )",13575,"(+/- 1691 )",23921,"(+/- 2190 )",16561,"(+/- 2168 )",32145,"(+/- 2485 )",16345,"(+/- 2041 )",21985,"(+/- 1969 )",32891,"(+/- 2371 )",31594,"(+/- 2424 )",35244,"(+/- 2667 )",25606,"(+/- 2489 )",34279,"(+/- 2288 )",46002,"(+/- 3194 )",34333,"(+/- 2147 )",40293,"(+/- 2208 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",33143,"(+/- 2883 )",23481,"(+/- 2034 )",32145,"(+/- 2376 )",21037,"(+/- 2185 )",24777,"(+/- 2383 )",31339,"(+/- 2771 )",20537,"(+/- 2481 )",34581,"(+/- 2372 )",21600,"(+/- 2005 )",22617,"(+/- 2249 )",38295,"(+/- 3044 )",17564,"(+/- 1704 )",17905,"(+/- 2050 )",38849,"(+/- 2793 )",15600,"(+/- 1434 )",25274,"(+/- 2306 )",12582,"(+/- 1393 )",24508,"(+/- 1941 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",15798,"(+/- 1769 )",10236,"(+/- 1503 )",19442,"(+/- 2019 )",18121,"(+/- 2336 )",24036,"(+/- 2247 )",28694,"(+/- 2565 )",15121,"(+/- 2337 )",19268,"(+/- 1984 )",24014,"(+/- 1530 )",16868,"(+/- 1886 )",19341,"(+/- 1989 )",8192,"(+/- 1268 )",8811,"(+/- 1160 )",37784,"(+/- 3197 )",6607,"(+/- 1045 )",9239,"(+/- 1257 )",4323,"(+/- 801 )",11500,"(+/- 1305 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",7489,"(+/- 1143 )",4649,"(+/- 1003 )",9933,"(+/- 1615 )",6665,"(+/- 1150 )",17490,"(+/- 1985 )",22098,"(+/- 2296 )",9329,"(+/- 1614 )",7630,"(+/- 1334 )",13809,"(+/- 1489 )",12063,"(+/- 1395 )",11236,"(+/- 1562 )",3275,"(+/- 806 )",3404,"(+/- 743 )",22040,"(+/- 2537 )",2732,"(+/- 571 )",5822,"(+/- 1364 )",1240,"(+/- 424 )",4786,"(+/- 883 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",8139,"(+/- 1241 )",3343,"(+/- 936 )",11248,"(+/- 1527 )",7981,"(+/- 963 )",36433,"(+/- 2485 )",37655,"(+/- 2475 )",19753,"(+/- 2806 )",8558,"(+/- 1283 )",30363,"(+/- 1891 )",29070,"(+/- 2135 )",12212,"(+/- 1565 )",2105,"(+/- 702 )",3030,"(+/- 683 )",24521,"(+/- 2057 )",1237,"(+/- 458 )",2547,"(+/- 678 )",1500,"(+/- 484 )",4776,"(+/- 1033 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1685,"(+/- 30 )",1428,"(+/- 27 )",1770,"(+/- 48 )",1902,"(+/- 44 )",2372,"(+/- 46 )",2243,"(+/- 49 )",2061,"(+/- 77 )",1683,"(+/- 28 )",2263,"(+/- 46 )",2098,"(+/- 65 )",1750,"(+/- 33 )",1176,"(+/- 31 )",1200,"(+/- 25 )",2079,"(+/- 37 )",1097,"(+/- 23 )",1298,"(+/- 30 )",1016,"(+/- 26 )",1303,"(+/- 28 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",57252,"(+/- 3074 )",62399,"(+/- 3627 )",72667,"(+/- 3764 )",39357,"(+/- 2836 )",55528,"(+/- 3174 )",67863,"(+/- 2723 )",41783,"(+/- 3464 )",57006,"(+/- 3835 )",65812,"(+/- 3267 )",64995,"(+/- 3515 )",52828,"(+/- 3032 )",83078,"(+/- 3733 )",74407,"(+/- 3148 )",60913,"(+/- 3315 )",100895,"(+/- 3074 )",79330,"(+/- 2992 )",81660,"(+/- 3054 )",89916,"(+/- 2467 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",2130,"(+/- 678 )",4367,"(+/- 1185 )",1458,"(+/- 542 )",954,"(+/- 481 )",1035,"(+/- 479 )",1028,"(+/- 350 )",762,"(+/- 359 )",1110,"(+/- 475 )",1159,"(+/- 423 )",2563,"(+/- 885 )",1134,"(+/- 430 )",9456,"(+/- 1492 )",7520,"(+/- 1032 )",1470,"(+/- 743 )",12297,"(+/- 1225 )",4048,"(+/- 828 )",8806,"(+/- 1280 )",6335,"(+/- 802 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",5527,"(+/- 1176 )",8967,"(+/- 1625 )",4596,"(+/- 974 )",3394,"(+/- 863 )",2758,"(+/- 748 )",1694,"(+/- 671 )",1740,"(+/- 601 )",3033,"(+/- 734 )",2622,"(+/- 799 )",2653,"(+/- 687 )",3455,"(+/- 845 )",22592,"(+/- 2323 )",18588,"(+/- 1923 )",1836,"(+/- 790 )",27535,"(+/- 1933 )",15115,"(+/- 1604 )",22998,"(+/- 2076 )",18699,"(+/- 1616 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",15047,"(+/- 1580 )",20997,"(+/- 2219 )",17189,"(+/- 1687 )",10311,"(+/- 1509 )",8267,"(+/- 1306 )",6471,"(+/- 1204 )",8256,"(+/- 1382 )",12858,"(+/- 1817 )",9107,"(+/- 1260 )",9887,"(+/- 1525 )",13428,"(+/- 1840 )",29535,"(+/- 2380 )",24141,"(+/- 1952 )",10414,"(+/- 1468 )",34291,"(+/- 1961 )",29704,"(+/- 2037 )",29291,"(+/- 1845 )",30458,"(+/- 2084 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",15908,"(+/- 1829 )",15664,"(+/- 1950 )",22119,"(+/- 2319 )",12183,"(+/- 1640 )",15003,"(+/- 1974 )",13976,"(+/- 1571 )",8133,"(+/- 1384 )",19158,"(+/- 2059 )",13676,"(+/- 1634 )",12585,"(+/- 1674 )",13529,"(+/- 1554 )",12201,"(+/- 1588 )",15374,"(+/- 1725 )",15415,"(+/- 1941 )",16158,"(+/- 1656 )",17815,"(+/- 2205 )",13522,"(+/- 1318 )",18723,"(+/- 1689 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",9489,"(+/- 1598 )",7035,"(+/- 1303 )",14096,"(+/- 1973 )",7103,"(+/- 1459 )",10711,"(+/- 1583 )",15114,"(+/- 1809 )",5375,"(+/- 1172 )",10302,"(+/- 1201 )",14032,"(+/- 1488 )",11092,"(+/- 1558 )",10097,"(+/- 1350 )",5212,"(+/- 1075 )",4968,"(+/- 880 )",14945,"(+/- 1887 )",6047,"(+/- 1104 )",7529,"(+/- 1300 )",4456,"(+/- 786 )",8872,"(+/- 1376 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",9151,"(+/- 1772 )",5369,"(+/- 857 )",13209,"(+/- 1610 )",5412,"(+/- 1264 )",17754,"(+/- 1911 )",29580,"(+/- 1980 )",17517,"(+/- 2220 )",10545,"(+/- 1515 )",25216,"(+/- 1983 )",26215,"(+/- 2033 )",11185,"(+/- 1587 )",4082,"(+/- 800 )",3816,"(+/- 807 )",16833,"(+/- 1888 )",4567,"(+/- 869 )",5119,"(+/- 1018 )",2587,"(+/- 542 )",6829,"(+/- 1139 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",675,"(+/- 25 )",570,"(+/- 16 )",712,"(+/- 19 )",673,"(+/- 24 )",813,"(+/- 32 )",940,"(+/- 22 )",890,"(+/- 61 )",721,"(+/- 16 )",885,"(+/- 20 )",891,"(+/- 34 )",721,"(+/- 23 )",461,"(+/- 11 )",493,"(+/- 15 )",819,"(+/- 26 )",454,"(+/- 9 )",537,"(+/- 13 )",452,"(+/- 8 )",532,"(+/- 11 )"
Housing,"Gross Rent","Occupied units paying rent",104963,"(+/- 5350 )",97322,"(+/- 5126 )",60492,"(+/- 3263 )",117452,"(+/- 4890 )",126928,"(+/- 4516 )",51702,"(+/- 3239 )",171129,"(+/- 6452 )",80673,"(+/- 4034 )",109157,"(+/- 5184 )",75024,"(+/- 3603 )",71330,"(+/- 3785 )",87015,"(+/- 3941 )",102611,"(+/- 4205 )",42707,"(+/- 3253 )",62892,"(+/- 3148 )",72722,"(+/- 4753 )",87640,"(+/- 3674 )",65022,"(+/- 3288 )"
Housing,"Gross Rent","Less than $500",13094,"(+/- 1708 )",10263,"(+/- 1542 )",2522,"(+/- 936 )",5662,"(+/- 1264 )",5658,"(+/- 1389 )",2663,"(+/- 852 )",21943,"(+/- 2386 )",2943,"(+/- 862 )",7901,"(+/- 1514 )",6229,"(+/- 1118 )",3050,"(+/- 784 )",16539,"(+/- 1984 )",11996,"(+/- 1678 )",2976,"(+/- 926 )",14872,"(+/- 1702 )",10242,"(+/- 1604 )",17766,"(+/- 1959 )",8856,"(+/- 1267 )"
Housing,"Gross Rent","$500 to $999",46849,"(+/- 4078 )",43334,"(+/- 3733 )",26086,"(+/- 2836 )",50633,"(+/- 3614 )",23812,"(+/- 2739 )",10086,"(+/- 1639 )",45239,"(+/- 3336 )",17299,"(+/- 2313 )",31924,"(+/- 3039 )",20693,"(+/- 2465 )",17908,"(+/- 2480 )",50378,"(+/- 3515 )",63304,"(+/- 3844 )",11358,"(+/- 1662 )",39853,"(+/- 2747 )",42828,"(+/- 3492 )",55170,"(+/- 3403 )",39612,"(+/- 2960 )"
Housing,"Gross Rent","$1,000 to $1,499",31403,"(+/- 3597 )",30915,"(+/- 2776 )",23356,"(+/- 2851 )",44491,"(+/- 3325 )",45643,"(+/- 3376 )",19770,"(+/- 2395 )",41690,"(+/- 3543 )",37665,"(+/- 2694 )",38836,"(+/- 3615 )",27388,"(+/- 2541 )",27947,"(+/- 2561 )",15942,"(+/- 2543 )",21158,"(+/- 2405 )",15741,"(+/- 2060 )",6866,"(+/- 1223 )",15202,"(+/- 2062 )",12003,"(+/- 1582 )",13257,"(+/- 1967 )"
Housing,"Gross Rent","$1,500 to $1,999",10215,"(+/- 1778 )",9264,"(+/- 2086 )",6386,"(+/- 1451 )",12827,"(+/- 1586 )",27849,"(+/- 2454 )",12130,"(+/- 1839 )",28415,"(+/- 3084 )",18485,"(+/- 2204 )",19344,"(+/- 2185 )",12053,"(+/- 1655 )",17016,"(+/- 2152 )",2344,"(+/- 880 )",2125,"(+/- 723 )",9856,"(+/- 2094 )",506,"(+/- 272 )",3015,"(+/- 931 )",2164,"(+/- 752 )",1894,"(+/- 689 )"
Housing,"Gross Rent","$2,000 to $2,499",2866,"(+/- 833 )",3250,"(+/- 1197 )",1520,"(+/- 677 )",2967,"(+/- 830 )",14713,"(+/- 1614 )",3283,"(+/- 762 )",18634,"(+/- 2410 )",2412,"(+/- 675 )",6243,"(+/- 1362 )",4150,"(+/- 1068 )",3659,"(+/- 970 )",1209,"(+/- 639 )",1585,"(+/- 751 )",1682,"(+/- 780 )",255,"(+/- 243 )",724,"(+/- 361 )",228,"(+/- 169 )",620,"(+/- 407 )"
Housing,"Gross Rent","$2,500 to $2,999",218,"(+/- 157 )",220,"(+/- 136 )",124,"(+/- 122 )",605,"(+/- 305 )",6014,"(+/- 1138 )",1969,"(+/- 979 )",9038,"(+/- 1819 )",1164,"(+/- 753 )",2741,"(+/- 920 )",2212,"(+/- 677 )",646,"(+/- 322 )",274,"(+/- 370 )",1700,"(+/- 820 )",607,"(+/- 322 )",320,"(+/- 213 )",473,"(+/- 246 )",75,"(+/- 78 )",216,"(+/- 191 )"
Housing,"Gross Rent","$3,000 or more",318,"(+/- 228 )",76,"(+/- 92 )",498,"(+/- 399 )",267,"(+/- 186 )",3239,"(+/- 698 )",1801,"(+/- 793 )",6170,"(+/- 1314 )",705,"(+/- 425 )",2168,"(+/- 826 )",2299,"(+/- 663 )",1104,"(+/- 641 )",329,"(+/- 415 )",743,"(+/- 406 )",487,"(+/- 410 )",220,"(+/- 226 )",238,"(+/- 231 )",234,"(+/- 243 )",567,"(+/- 366 )"
Housing,"Gross Rent","Median (dollars)",947,"(+/- 21 )",955,"(+/- 27 )",1026,"(+/- 36 )",1020,"(+/- 23 )",1361,"(+/- 29 )",1292,"(+/- 62 )",1186,"(+/- 29 )",1225,"(+/- 24 )",1150,"(+/- 25 )",1197,"(+/- 37 )",1225,"(+/- 35 )",749,"(+/- 26 )",781,"(+/- 12 )",1257,"(+/- 59 )",676,"(+/- 19 )",803,"(+/- 24 )",699,"(+/- 17 )",785,"(+/- 28 )"
Housing,"Gross Rent","No rent paid",3191,"(+/- 837 )",3324,"(+/- 1012 )",3697,"(+/- 1088 )",2769,"(+/- 858 )",2320,"(+/- 623 )",1541,"(+/- 685 )",4231,"(+/- 1199 )",1991,"(+/- 646 )",3890,"(+/- 878 )",2521,"(+/- 841 )",2127,"(+/- 702 )",6601,"(+/- 1355 )",4083,"(+/- 920 )",2500,"(+/- 777 )",7471,"(+/- 1191 )",3929,"(+/- 852 )",6277,"(+/- 1286 )",5507,"(+/- 1047 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",269599,"(+/- 6955 )",257381,"(+/- 5754 )",246239,"(+/- 4749 )",233844,"(+/- 5694 )",304941,"(+/- 6299 )",270115,"(+/- 3766 )",301839,"(+/- 7612 )",250552,"(+/- 5078 )",290016,"(+/- 5859 )",251936,"(+/- 3993 )",249169,"(+/- 4487 )",277817,"(+/- 3693 )",286809,"(+/- 4347 )",262859,"(+/- 4247 )",276514,"(+/- 3616 )",274557,"(+/- 2993 )",280917,"(+/- 3947 )",279760,"(+/- 4179 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",27773,"(+/- 3053 )",23287,"(+/- 2486 )",12258,"(+/- 1996 )",12624,"(+/- 1733 )",14083,"(+/- 1990 )",9080,"(+/- 1479 )",33918,"(+/- 3291 )",10142,"(+/- 1761 )",17873,"(+/- 2390 )",11943,"(+/- 1835 )",9491,"(+/- 1802 )",24276,"(+/- 2628 )",28252,"(+/- 2662 )",7885,"(+/- 1592 )",18090,"(+/- 1771 )",11382,"(+/- 1380 )",21732,"(+/- 1926 )",15710,"(+/- 1951 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",13406,"(+/- 1880 )",13302,"(+/- 2207 )",7272,"(+/- 1505 )",7803,"(+/- 1302 )",7012,"(+/- 1370 )",4101,"(+/- 930 )",17644,"(+/- 2031 )",4846,"(+/- 1015 )",9926,"(+/- 1594 )",8481,"(+/- 1302 )",4975,"(+/- 1152 )",15204,"(+/- 2134 )",14303,"(+/- 1991 )",5789,"(+/- 1404 )",14665,"(+/- 1705 )",12049,"(+/- 1797 )",15997,"(+/- 2037 )",10373,"(+/- 1408 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",25853,"(+/- 2840 )",28272,"(+/- 2441 )",21758,"(+/- 2245 )",26754,"(+/- 2761 )",18618,"(+/- 2292 )",13242,"(+/- 1999 )",34397,"(+/- 4174 )",16940,"(+/- 2642 )",22170,"(+/- 2124 )",16350,"(+/- 2267 )",14465,"(+/- 1796 )",31673,"(+/- 2866 )",31365,"(+/- 2853 )",11115,"(+/- 1643 )",30057,"(+/- 1822 )",27211,"(+/- 2604 )",34301,"(+/- 2463 )",22952,"(+/- 1824 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",24355,"(+/- 2873 )",29789,"(+/- 2996 )",21297,"(+/- 2910 )",26681,"(+/- 2797 )",20534,"(+/- 2263 )",12417,"(+/- 1768 )",22998,"(+/- 2277 )",17310,"(+/- 1977 )",20510,"(+/- 2417 )",19253,"(+/- 2337 )",18131,"(+/- 1999 )",29301,"(+/- 2298 )",28229,"(+/- 2558 )",13073,"(+/- 2258 )",26374,"(+/- 1947 )",28042,"(+/- 2028 )",29846,"(+/- 2670 )",24527,"(+/- 2299 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",31584,"(+/- 2757 )",35788,"(+/- 3351 )",29552,"(+/- 2663 )",31909,"(+/- 2975 )",26873,"(+/- 2487 )",22594,"(+/- 2406 )",29853,"(+/- 3250 )",32612,"(+/- 2705 )",30618,"(+/- 2816 )",22090,"(+/- 2415 )",28400,"(+/- 2651 )",36744,"(+/- 2854 )",36580,"(+/- 2133 )",19877,"(+/- 2425 )",41301,"(+/- 2292 )",32793,"(+/- 1901 )",43014,"(+/- 2741 )",33072,"(+/- 2193 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",47861,"(+/- 3833 )",46316,"(+/- 3784 )",43180,"(+/- 3227 )",42047,"(+/- 3366 )",44465,"(+/- 2970 )",36807,"(+/- 2298 )",41729,"(+/- 3900 )",47447,"(+/- 3289 )",44496,"(+/- 3135 )",39407,"(+/- 2965 )",42514,"(+/- 2773 )",51950,"(+/- 3325 )",52246,"(+/- 3278 )",42522,"(+/- 3715 )",53487,"(+/- 3305 )",52998,"(+/- 3482 )",54339,"(+/- 2725 )",53116,"(+/- 2934 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",28735,"(+/- 2582 )",30325,"(+/- 2977 )",30340,"(+/- 2521 )",28838,"(+/- 2655 )",38165,"(+/- 3024 )",32742,"(+/- 2624 )",27082,"(+/- 2573 )",36838,"(+/- 3009 )",31476,"(+/- 2441 )",31121,"(+/- 2531 )",37681,"(+/- 3149 )",33310,"(+/- 2603 )",34457,"(+/- 2336 )",38235,"(+/- 3426 )",38204,"(+/- 2876 )",35315,"(+/- 2238 )",35102,"(+/- 2367 )",39775,"(+/- 2454 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",41163,"(+/- 3009 )",31820,"(+/- 3130 )",40223,"(+/- 3118 )",31142,"(+/- 2466 )",52673,"(+/- 2390 )",54873,"(+/- 2784 )",40759,"(+/- 3697 )",47658,"(+/- 3297 )",45997,"(+/- 3130 )",42176,"(+/- 3051 )",49586,"(+/- 3696 )",33063,"(+/- 2666 )",36729,"(+/- 2642 )",58279,"(+/- 3408 )",34963,"(+/- 2175 )",45750,"(+/- 3266 )",30777,"(+/- 2393 )",45966,"(+/- 2614 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",15438,"(+/- 1669 )",11113,"(+/- 1601 )",20117,"(+/- 1884 )",14880,"(+/- 1709 )",31891,"(+/- 2178 )",35724,"(+/- 2675 )",19931,"(+/- 2440 )",20926,"(+/- 2084 )",25981,"(+/- 2184 )",21021,"(+/- 1973 )",20532,"(+/- 1771 )",12598,"(+/- 1482 )",12786,"(+/- 1662 )",32048,"(+/- 3584 )",11814,"(+/- 1317 )",17154,"(+/- 1948 )",10308,"(+/- 1563 )",17829,"(+/- 1742 )"
