Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Workers,"Commuting to Work",Walked,4220,"(+/- 1006 )",3715,"(+/- 915 )",5787,"(+/- 1367 )",8849,"(+/- 1697 )",12597,"(+/- 2024 )",20800,"(+/- 2349 )",44427,"(+/- 3499 )",20821,"(+/- 2819 )",20791,"(+/- 2416 )",76325,"(+/- 5790 )",14622,"(+/- 1882 )",89725,"(+/- 6465 )",30091,"(+/- 4157 )",21392,"(+/- 3271 )",23596,"(+/- 3065 )",21210,"(+/- 3631 )",14813,"(+/- 2297 )",11473,"(+/- 1621 )",14149,"(+/- 1944 )",14249,"(+/- 2005 )",9349,"(+/- 1248 )",12669,"(+/- 1959 )",17589,"(+/- 1690 )",11465,"(+/- 1493 )",10178,"(+/- 1635 )",13202,"(+/- 2213 )",7872,"(+/- 1525 )"
Workers,"Commuting to Work","Other means",2740,"(+/- 717 )",4051,"(+/- 1353 )",3037,"(+/- 1340 )",4675,"(+/- 1321 )",7627,"(+/- 1555 )",5845,"(+/- 1160 )",14666,"(+/- 1891 )",12786,"(+/- 1758 )",9812,"(+/- 1639 )",22069,"(+/- 2478 )",3230,"(+/- 1080 )",26817,"(+/- 3834 )",9075,"(+/- 1810 )",7528,"(+/- 1278 )",7767,"(+/- 1834 )",5577,"(+/- 1677 )",4597,"(+/- 1211 )",5291,"(+/- 1301 )",5983,"(+/- 1260 )",5414,"(+/- 1753 )",4651,"(+/- 1446 )",3182,"(+/- 925 )",5885,"(+/- 1084 )",3040,"(+/- 822 )",4206,"(+/- 1079 )",4727,"(+/- 1041 )",4877,"(+/- 1395 )"
Workers,"Commuting to Work","Worked at home",13673,"(+/- 2068 )",11073,"(+/- 1760 )",18705,"(+/- 2148 )",16166,"(+/- 2007 )",7364,"(+/- 1464 )",12191,"(+/- 1833 )",18763,"(+/- 2295 )",15076,"(+/- 1991 )",15595,"(+/- 1983 )",25457,"(+/- 3053 )",11761,"(+/- 1636 )",28702,"(+/- 3647 )",21670,"(+/- 2621 )",9020,"(+/- 1910 )",10987,"(+/- 2209 )",13407,"(+/- 2150 )",18064,"(+/- 2076 )",20975,"(+/- 2217 )",21336,"(+/- 2464 )",15267,"(+/- 1951 )",14714,"(+/- 1878 )",12553,"(+/- 1556 )",14143,"(+/- 1718 )",13706,"(+/- 1678 )",15627,"(+/- 1899 )",10028,"(+/- 1796 )",15053,"(+/- 2056 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",33.7,"(+/- 0.9 )",32.6,"(+/- 0.9 )",38.8,"(+/- 1.0 )",36.5,"(+/- 0.9 )",47.8,"(+/- 1.1 )",44.8,"(+/- 0.7 )",39.4,"(+/- 0.7 )",44.6,"(+/- 0.8 )",45.8,"(+/- 0.8 )",32.4,"(+/- 0.6 )",47.3,"(+/- 1.0 )",31.5,"(+/- 0.7 )",41.6,"(+/- 0.9 )",43.4,"(+/- 1.0 )",43.4,"(+/- 1.0 )",40.4,"(+/- 1.1 )",33.8,"(+/- 1.0 )",35.3,"(+/- 0.9 )",28.3,"(+/- 0.8 )",22.2,"(+/- 0.4 )",22.6,"(+/- 0.6 )",21.7,"(+/- 0.6 )",20.7,"(+/- 0.4 )",20.6,"(+/- 0.4 )",20.4,"(+/- 0.6 )",20.0,"(+/- 0.4 )",24.4,"(+/- 0.5 )"
Workers,Occupation,"Civilian employed population 16 years and over",349678,"(+/- 6815 )",370551,"(+/- 8681 )",352187,"(+/- 8221 )",371779,"(+/- 7707 )",367788,"(+/- 11580 )",365217,"(+/- 11268 )",348814,"(+/- 9828 )",364166,"(+/- 10135 )",363699,"(+/- 9820 )",380082,"(+/- 10076 )",333018,"(+/- 7094 )",438897,"(+/- 12412 )",376016,"(+/- 11747 )",353212,"(+/- 12483 )",292567,"(+/- 9015 )",345842,"(+/- 9145 )",358832,"(+/- 7389 )",352763,"(+/- 5728 )",331645,"(+/- 5534 )",362621,"(+/- 6939 )",313983,"(+/- 5613 )",319412,"(+/- 5789 )",320437,"(+/- 4998 )",329951,"(+/- 5813 )",350004,"(+/- 5291 )",341799,"(+/- 6549 )",349756,"(+/- 6361 )"
Workers,Occupation,"Management, business, science, and arts occupations",145505,"(+/- 6418 )",134189,"(+/- 5919 )",188385,"(+/- 6066 )",163910,"(+/- 5621 )",119213,"(+/- 5525 )",140757,"(+/- 6826 )",149365,"(+/- 6127 )",149300,"(+/- 6029 )",164329,"(+/- 6641 )",228630,"(+/- 7239 )",130752,"(+/- 5146 )",303006,"(+/- 10387 )",133449,"(+/- 6485 )",99991,"(+/- 4781 )",56032,"(+/- 4155 )",148165,"(+/- 6511 )",173724,"(+/- 5614 )",140997,"(+/- 5890 )",120763,"(+/- 4567 )",160974,"(+/- 5068 )",108632,"(+/- 4799 )",118371,"(+/- 4442 )",116827,"(+/- 4065 )",131905,"(+/- 4572 )",159320,"(+/- 4588 )",133252,"(+/- 4761 )",139664,"(+/- 4667 )"
Workers,Occupation,"Service occupations",60819,"(+/- 4511 )",70873,"(+/- 4836 )",42881,"(+/- 3903 )",68067,"(+/- 4457 )",87870,"(+/- 5195 )",83379,"(+/- 5684 )",75199,"(+/- 4746 )",88476,"(+/- 5836 )",86511,"(+/- 5332 )",47916,"(+/- 4216 )",70741,"(+/- 4861 )",39291,"(+/- 3741 )",112643,"(+/- 8294 )",99012,"(+/- 7414 )",115831,"(+/- 7054 )",75405,"(+/- 5016 )",65716,"(+/- 4901 )",71300,"(+/- 4484 )",65465,"(+/- 3524 )",65858,"(+/- 4666 )",67399,"(+/- 4032 )",68461,"(+/- 4174 )",64182,"(+/- 3864 )",57661,"(+/- 3033 )",58804,"(+/- 3572 )",67469,"(+/- 3943 )",55937,"(+/- 3674 )"
Workers,Occupation,"Sales and office occupations",82148,"(+/- 4645 )",89924,"(+/- 3532 )",82428,"(+/- 3992 )",84558,"(+/- 4493 )",76563,"(+/- 5482 )",78772,"(+/- 4525 )",67894,"(+/- 4273 )",69504,"(+/- 4489 )",65511,"(+/- 4930 )",73717,"(+/- 5198 )",73736,"(+/- 4234 )",80861,"(+/- 5985 )",68717,"(+/- 5588 )",67763,"(+/- 4834 )",60303,"(+/- 4513 )",72180,"(+/- 5328 )",70807,"(+/- 4091 )",75933,"(+/- 4234 )",70132,"(+/- 3952 )",82853,"(+/- 4274 )",63604,"(+/- 3407 )",60885,"(+/- 3363 )",60981,"(+/- 3456 )",74306,"(+/- 3226 )",74220,"(+/- 4044 )",81755,"(+/- 3752 )",74601,"(+/- 3347 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",33223,"(+/- 3756 )",30869,"(+/- 2889 )",18038,"(+/- 2351 )",24937,"(+/- 2842 )",31073,"(+/- 3100 )",26258,"(+/- 3205 )",23065,"(+/- 2604 )",20132,"(+/- 2439 )",17649,"(+/- 2355 )",11811,"(+/- 2299 )",27021,"(+/- 3146 )",6663,"(+/- 1676 )",20423,"(+/- 3185 )",37601,"(+/- 3849 )",17419,"(+/- 2235 )",21706,"(+/- 2840 )",23648,"(+/- 2877 )",29158,"(+/- 2839 )",35158,"(+/- 2137 )",20029,"(+/- 2287 )",30415,"(+/- 2371 )",27475,"(+/- 2142 )",30181,"(+/- 2420 )",25178,"(+/- 2238 )",18246,"(+/- 2277 )",20425,"(+/- 2292 )",34519,"(+/- 2474 )"
Workers,Occupation,"Production, transportation, and material moving occupations",27983,"(+/- 3187 )",44696,"(+/- 4307 )",20455,"(+/- 2888 )",30307,"(+/- 3109 )",53069,"(+/- 4398 )",36051,"(+/- 3608 )",33291,"(+/- 3349 )",36754,"(+/- 3351 )",29699,"(+/- 2951 )",18008,"(+/- 2532 )",30768,"(+/- 2901 )",9076,"(+/- 1848 )",40784,"(+/- 3994 )",48845,"(+/- 4769 )",42982,"(+/- 3726 )",28386,"(+/- 3292 )",24937,"(+/- 3261 )",35375,"(+/- 3421 )",40127,"(+/- 2649 )",32907,"(+/- 3084 )",43933,"(+/- 3194 )",44220,"(+/- 3128 )",48266,"(+/- 2903 )",40901,"(+/- 2648 )",39414,"(+/- 3194 )",38898,"(+/- 3089 )",45035,"(+/- 3139 )"
Workers,Industry,"Civilian employed population 16 years and over",349678,"(+/- 6815 )",370551,"(+/- 8681 )",352187,"(+/- 8221 )",371779,"(+/- 7707 )",367788,"(+/- 11580 )",365217,"(+/- 11268 )",348814,"(+/- 9828 )",364166,"(+/- 10135 )",363699,"(+/- 9820 )",380082,"(+/- 10076 )",333018,"(+/- 7094 )",438897,"(+/- 12412 )",376016,"(+/- 11747 )",353212,"(+/- 12483 )",292567,"(+/- 9015 )",345842,"(+/- 9145 )",358832,"(+/- 7389 )",352763,"(+/- 5728 )",331645,"(+/- 5534 )",362621,"(+/- 6939 )",313983,"(+/- 5613 )",319412,"(+/- 5789 )",320437,"(+/- 4998 )",329951,"(+/- 5813 )",350004,"(+/- 5291 )",341799,"(+/- 6549 )",349756,"(+/- 6361 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",2170,"(+/- 982 )",454,"(+/- 425 )",498,"(+/- 377 )",409,"(+/- 290 )",89,"(+/- 144 )",155,"(+/- 134 )",0,"(+/- 201 )",380,"(+/- 231 )",497,"(+/- 468 )",482,"(+/- 382 )",131,"(+/- 155 )",413,"(+/- 359 )",285,"(+/- 273 )",254,"(+/- 282 )",734,"(+/- 704 )",569,"(+/- 484 )",754,"(+/- 404 )",2433,"(+/- 1194 )",5708,"(+/- 1019 )",1294,"(+/- 556 )",7520,"(+/- 1251 )",4997,"(+/- 973 )",8076,"(+/- 1295 )",3985,"(+/- 916 )",1017,"(+/- 440 )",1156,"(+/- 601 )",6020,"(+/- 1275 )"
Workers,Industry,Construction,30093,"(+/- 3602 )",24923,"(+/- 2827 )",17814,"(+/- 2343 )",23337,"(+/- 2617 )",23495,"(+/- 2742 )",27933,"(+/- 3123 )",20025,"(+/- 2526 )",17269,"(+/- 2126 )",15910,"(+/- 2242 )",12384,"(+/- 2128 )",26811,"(+/- 3276 )",9101,"(+/- 2248 )",14645,"(+/- 3297 )",34060,"(+/- 3400 )",14838,"(+/- 2398 )",18227,"(+/- 2294 )",21988,"(+/- 3030 )",23124,"(+/- 2424 )",24698,"(+/- 2052 )",17242,"(+/- 2627 )",20444,"(+/- 1953 )",20162,"(+/- 2001 )",17811,"(+/- 1684 )",18630,"(+/- 2207 )",13943,"(+/- 1776 )",14363,"(+/- 2024 )",22626,"(+/- 2264 )"
Workers,Industry,Manufacturing,19035,"(+/- 2390 )",29125,"(+/- 3244 )",17529,"(+/- 1969 )",15068,"(+/- 1963 )",9808,"(+/- 1539 )",10238,"(+/- 1666 )",15067,"(+/- 2335 )",10940,"(+/- 1502 )",7638,"(+/- 1752 )",8671,"(+/- 1478 )",10408,"(+/- 1650 )",12941,"(+/- 2218 )",12263,"(+/- 2556 )",12941,"(+/- 1994 )",9201,"(+/- 1626 )",10004,"(+/- 1917 )",14445,"(+/- 1998 )",20433,"(+/- 2218 )",25593,"(+/- 2591 )",23949,"(+/- 2149 )",27498,"(+/- 2722 )",32595,"(+/- 2743 )",45327,"(+/- 2505 )",32007,"(+/- 2526 )",39660,"(+/- 3774 )",32571,"(+/- 2814 )",46424,"(+/- 3066 )"
Workers,Industry,"Wholesale trade",9862,"(+/- 1641 )",11334,"(+/- 1664 )",12146,"(+/- 1754 )",8639,"(+/- 1412 )",5498,"(+/- 1200 )",9351,"(+/- 1605 )",6191,"(+/- 1149 )",4540,"(+/- 1255 )",6446,"(+/- 1155 )",9646,"(+/- 2000 )",9455,"(+/- 1763 )",9362,"(+/- 2183 )",6229,"(+/- 1575 )",6098,"(+/- 1524 )",4789,"(+/- 1190 )",6282,"(+/- 1397 )",8936,"(+/- 1526 )",9400,"(+/- 1676 )",6918,"(+/- 1320 )",6723,"(+/- 1479 )",4083,"(+/- 1049 )",6118,"(+/- 1141 )",4995,"(+/- 1003 )",10876,"(+/- 2050 )",6467,"(+/- 1113 )",6634,"(+/- 1143 )",7996,"(+/- 1222 )"
Workers,Industry,"Retail trade",36120,"(+/- 3625 )",41457,"(+/- 3214 )",32396,"(+/- 4163 )",33475,"(+/- 3380 )",36215,"(+/- 3374 )",32437,"(+/- 3357 )",33008,"(+/- 2844 )",32211,"(+/- 3262 )",28782,"(+/- 3171 )",25486,"(+/- 3157 )",31692,"(+/- 3053 )",25887,"(+/- 3765 )",34400,"(+/- 4713 )",33872,"(+/- 3140 )",35267,"(+/- 3619 )",31318,"(+/- 3220 )",32556,"(+/- 3289 )",41882,"(+/- 4049 )",40721,"(+/- 3277 )",40129,"(+/- 3808 )",38770,"(+/- 2872 )",37474,"(+/- 2785 )",35447,"(+/- 2690 )",36082,"(+/- 2808 )",38389,"(+/- 2904 )",37010,"(+/- 3295 )",38589,"(+/- 3113 )"
Workers,Industry,"Transportation and warehousing, and utilities",19445,"(+/- 2886 )",23280,"(+/- 2729 )",15467,"(+/- 2390 )",24210,"(+/- 2731 )",48992,"(+/- 4395 )",27334,"(+/- 2885 )",19151,"(+/- 2194 )",32624,"(+/- 3228 )",27563,"(+/- 2568 )",9997,"(+/- 1425 )",22786,"(+/- 2646 )",9414,"(+/- 2213 )",22763,"(+/- 3146 )",33200,"(+/- 3719 )",27425,"(+/- 3022 )",21468,"(+/- 2983 )",14941,"(+/- 2328 )",20482,"(+/- 2275 )",16306,"(+/- 1753 )",15756,"(+/- 2337 )",12975,"(+/- 1575 )",13873,"(+/- 2051 )",13344,"(+/- 1736 )",18282,"(+/- 2054 )",13259,"(+/- 2013 )",16707,"(+/- 1826 )",14336,"(+/- 2221 )"
Workers,Industry,Information,8807,"(+/- 1504 )",11556,"(+/- 2170 )",9491,"(+/- 1444 )",9895,"(+/- 1539 )",6988,"(+/- 1196 )",7337,"(+/- 1238 )",19123,"(+/- 2395 )",14347,"(+/- 1985 )",14563,"(+/- 2137 )",21780,"(+/- 2766 )",7706,"(+/- 1508 )",33378,"(+/- 3334 )",11946,"(+/- 2004 )",7719,"(+/- 1345 )",3304,"(+/- 1112 )",7572,"(+/- 1697 )",10478,"(+/- 1390 )",8605,"(+/- 1447 )",6093,"(+/- 1034 )",7837,"(+/- 1577 )",4015,"(+/- 895 )",4206,"(+/- 939 )",4738,"(+/- 890 )",5139,"(+/- 936 )",7750,"(+/- 1247 )",6855,"(+/- 1287 )",5351,"(+/- 1059 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",22611,"(+/- 2902 )",23053,"(+/- 2306 )",42479,"(+/- 3742 )",35742,"(+/- 3491 )",24793,"(+/- 2705 )",33877,"(+/- 3339 )",24897,"(+/- 2634 )",24505,"(+/- 2669 )",25319,"(+/- 2409 )",62311,"(+/- 4410 )",32356,"(+/- 3077 )",78953,"(+/- 5733 )",28275,"(+/- 3297 )",22459,"(+/- 2609 )",14467,"(+/- 2470 )",30655,"(+/- 3116 )",33566,"(+/- 3093 )",22068,"(+/- 2590 )",15869,"(+/- 1795 )",25119,"(+/- 2802 )",12224,"(+/- 1547 )",18142,"(+/- 1829 )",11073,"(+/- 1516 )",21657,"(+/- 2031 )",21529,"(+/- 2394 )",27776,"(+/- 2464 )",21588,"(+/- 2385 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",40933,"(+/- 3071 )",41201,"(+/- 3054 )",50378,"(+/- 3891 )",50685,"(+/- 3999 )",29627,"(+/- 2663 )",46662,"(+/- 3599 )",61087,"(+/- 4262 )",51579,"(+/- 4128 )",50550,"(+/- 4169 )",76702,"(+/- 5446 )",38169,"(+/- 3011 )",110578,"(+/- 6682 )",46280,"(+/- 4493 )",39431,"(+/- 3714 )",24735,"(+/- 2759 )",41300,"(+/- 3869 )",50325,"(+/- 3943 )",38685,"(+/- 3186 )",28896,"(+/- 2282 )",40907,"(+/- 3071 )",24032,"(+/- 2228 )",23515,"(+/- 2445 )",22680,"(+/- 2044 )",27966,"(+/- 2090 )",43355,"(+/- 3521 )",35739,"(+/- 3466 )",30512,"(+/- 2726 )"
Workers,Industry,"Educational services, and health care and social assistance",97670,"(+/- 4915 )",100079,"(+/- 6395 )",102227,"(+/- 4937 )",107013,"(+/- 5286 )",114246,"(+/- 5601 )",87478,"(+/- 4727 )",79510,"(+/- 4494 )",106910,"(+/- 5426 )",117271,"(+/- 5531 )",89937,"(+/- 5336 )",95602,"(+/- 4702 )",83892,"(+/- 4716 )",108430,"(+/- 6809 )",76072,"(+/- 4952 )",90780,"(+/- 6590 )",114333,"(+/- 5011 )",103824,"(+/- 4397 )",99726,"(+/- 5132 )",92240,"(+/- 3915 )",95417,"(+/- 5106 )",88647,"(+/- 3523 )",95295,"(+/- 4169 )",96167,"(+/- 4206 )",101478,"(+/- 4241 )",114992,"(+/- 5089 )",96590,"(+/- 4562 )",91638,"(+/- 4057 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",24960,"(+/- 2938 )",26558,"(+/- 2601 )",23375,"(+/- 3169 )",28576,"(+/- 3017 )",27363,"(+/- 2982 )",43256,"(+/- 4410 )",42667,"(+/- 3695 )",34606,"(+/- 3498 )",31573,"(+/- 2598 )",38616,"(+/- 4864 )",25980,"(+/- 3052 )",37650,"(+/- 4281 )",56074,"(+/- 6016 )",51244,"(+/- 4976 )",40986,"(+/- 4286 )",31364,"(+/- 3418 )",31554,"(+/- 3717 )",28425,"(+/- 2776 )",32847,"(+/- 2686 )",35746,"(+/- 3835 )",32337,"(+/- 3050 )",32022,"(+/- 3384 )",30710,"(+/- 2704 )",25371,"(+/- 2154 )",26969,"(+/- 2146 )",34549,"(+/- 3425 )",30318,"(+/- 2883 )"
Workers,Industry,"Other services, except public administration",16586,"(+/- 2135 )",16714,"(+/- 2561 )",14882,"(+/- 1868 )",14302,"(+/- 2099 )",17410,"(+/- 1984 )",25446,"(+/- 3263 )",19399,"(+/- 2167 )",17801,"(+/- 2172 )",20947,"(+/- 2381 )",15975,"(+/- 2547 )",13074,"(+/- 2420 )",17367,"(+/- 2789 )",23156,"(+/- 3180 )",25611,"(+/- 2679 )",16428,"(+/- 2558 )",16164,"(+/- 2686 )",18167,"(+/- 2412 )",18290,"(+/- 2399 )",15672,"(+/- 1984 )",16052,"(+/- 1997 )",15549,"(+/- 1863 )",15157,"(+/- 2062 )",16608,"(+/- 1906 )",15194,"(+/- 1972 )",13111,"(+/- 1702 )",16710,"(+/- 2469 )",15873,"(+/- 1958 )"
Workers,Industry,"Public administration",21386,"(+/- 2700 )",20817,"(+/- 2605 )",13505,"(+/- 1964 )",20428,"(+/- 2160 )",23264,"(+/- 2536 )",13713,"(+/- 1733 )",8689,"(+/- 1386 )",16454,"(+/- 2048 )",16640,"(+/- 1843 )",8095,"(+/- 1739 )",18848,"(+/- 2464 )",9961,"(+/- 2228 )",11270,"(+/- 1933 )",10251,"(+/- 1608 )",9613,"(+/- 1809 )",16586,"(+/- 2212 )",17298,"(+/- 2517 )",19210,"(+/- 2330 )",20084,"(+/- 1927 )",36450,"(+/- 2521 )",25889,"(+/- 2517 )",15856,"(+/- 1930 )",13461,"(+/- 1322 )",13284,"(+/- 1520 )",9563,"(+/- 1392 )",15139,"(+/- 1795 )",18485,"(+/- 1818 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",349678,"(+/- 6815 )",370551,"(+/- 8681 )",352187,"(+/- 8221 )",371779,"(+/- 7707 )",367788,"(+/- 11580 )",365217,"(+/- 11268 )",348814,"(+/- 9828 )",364166,"(+/- 10135 )",363699,"(+/- 9820 )",380082,"(+/- 10076 )",333018,"(+/- 7094 )",438897,"(+/- 12412 )",376016,"(+/- 11747 )",353212,"(+/- 12483 )",292567,"(+/- 9015 )",345842,"(+/- 9145 )",358832,"(+/- 7389 )",352763,"(+/- 5728 )",331645,"(+/- 5534 )",362621,"(+/- 6939 )",313983,"(+/- 5613 )",319412,"(+/- 5789 )",320437,"(+/- 4998 )",329951,"(+/- 5813 )",350004,"(+/- 5291 )",341799,"(+/- 6549 )",349756,"(+/- 6361 )"
Workers,"Class of Worker","Private wage and salary workers",263000,"(+/- 7025 )",292111,"(+/- 7254 )",283404,"(+/- 8205 )",292724,"(+/- 6997 )",274887,"(+/- 10104 )",296804,"(+/- 10337 )",290234,"(+/- 8443 )",280296,"(+/- 9331 )",279269,"(+/- 10081 )",317855,"(+/- 10438 )",251835,"(+/- 6949 )",382690,"(+/- 12140 )",305965,"(+/- 11684 )",284034,"(+/- 11109 )",240713,"(+/- 8127 )",271386,"(+/- 8803 )",281295,"(+/- 7942 )",272101,"(+/- 5983 )",245801,"(+/- 5678 )",272271,"(+/- 7013 )",223172,"(+/- 6020 )",240084,"(+/- 5726 )",247822,"(+/- 5167 )",256889,"(+/- 6352 )",288786,"(+/- 4622 )",280106,"(+/- 6431 )",273981,"(+/- 6457 )"
Workers,"Class of Worker","Government workers",70184,"(+/- 4512 )",68308,"(+/- 4317 )",49181,"(+/- 3691 )",62941,"(+/- 4359 )",72013,"(+/- 4375 )",46602,"(+/- 3824 )",31310,"(+/- 2657 )",62597,"(+/- 3663 )",59103,"(+/- 3706 )",28555,"(+/- 2901 )",64001,"(+/- 3763 )",27665,"(+/- 3836 )",46107,"(+/- 3780 )",39469,"(+/- 3585 )",36023,"(+/- 3706 )",54692,"(+/- 4420 )",56675,"(+/- 4395 )",61915,"(+/- 4369 )",57425,"(+/- 3137 )",74413,"(+/- 3250 )",69850,"(+/- 4089 )",61449,"(+/- 4153 )",50420,"(+/- 2902 )",56084,"(+/- 3375 )",43474,"(+/- 3278 )",49340,"(+/- 3365 )",57085,"(+/- 3134 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",15929,"(+/- 2070 )",9883,"(+/- 1414 )",18613,"(+/- 2274 )",15807,"(+/- 1941 )",20775,"(+/- 2914 )",21239,"(+/- 2626 )",26434,"(+/- 2920 )",21196,"(+/- 2552 )",25294,"(+/- 2544 )",32928,"(+/- 3765 )",16902,"(+/- 2117 )",27847,"(+/- 3045 )",23598,"(+/- 3145 )",29248,"(+/- 3378 )",15769,"(+/- 2260 )",19383,"(+/- 3114 )",20641,"(+/- 2412 )",17588,"(+/- 2144 )",27070,"(+/- 2886 )",15567,"(+/- 2073 )",19693,"(+/- 2307 )",17361,"(+/- 1679 )",21218,"(+/- 1950 )",16399,"(+/- 1818 )",17000,"(+/- 1817 )",12200,"(+/- 1792 )",18405,"(+/- 2330 )"
Workers,"Class of Worker","Unpaid family workers",565,"(+/- 344 )",249,"(+/- 193 )",989,"(+/- 483 )",307,"(+/- 243 )",113,"(+/- 100 )",572,"(+/- 280 )",836,"(+/- 594 )",77,"(+/- 91 )",33,"(+/- 56 )",744,"(+/- 470 )",280,"(+/- 183 )",695,"(+/- 424 )",346,"(+/- 277 )",461,"(+/- 293 )",62,"(+/- 102 )",381,"(+/- 326 )",221,"(+/- 175 )",1159,"(+/- 580 )",1349,"(+/- 735 )",370,"(+/- 244 )",1268,"(+/- 532 )",518,"(+/- 332 )",977,"(+/- 372 )",579,"(+/- 358 )",744,"(+/- 342 )",153,"(+/- 164 )",285,"(+/- 193 )"
Housing,"Housing Occupancy","Total housing units",313707,"(+/- 4632 )",241558,"(+/- 5033 )",263898,"(+/- 4237 )",251171,"(+/- 3570 )",245943,"(+/- 5218 )",291793,"(+/- 5487 )",279981,"(+/- 5919 )",327386,"(+/- 5470 )",308907,"(+/- 5302 )",356873,"(+/- 6846 )",286957,"(+/- 3498 )",447343,"(+/- 7548 )",317822,"(+/- 6473 )",267609,"(+/- 5973 )",271880,"(+/- 4038 )",289690,"(+/- 5191 )",263296,"(+/- 2916 )",279979,"(+/- 2703 )",368804,"(+/- 3054 )",335473,"(+/- 2714 )",379958,"(+/- 1925 )",327130,"(+/- 2219 )",344294,"(+/- 2035 )",319924,"(+/- 1910 )",318631,"(+/- 1503 )",346239,"(+/- 3992 )",317601,"(+/- 3597 )"
Housing,"Housing Occupancy","Occupied housing units",250870,"(+/- 4659 )",226611,"(+/- 5089 )",247880,"(+/- 4318 )",237243,"(+/- 3324 )",229294,"(+/- 5261 )",271901,"(+/- 5594 )",256906,"(+/- 5435 )",303604,"(+/- 5451 )",285134,"(+/- 5102 )",307017,"(+/- 6607 )",263966,"(+/- 3538 )",356778,"(+/- 7981 )",294395,"(+/- 6894 )",244262,"(+/- 5707 )",259910,"(+/- 4641 )",272787,"(+/- 5156 )",248008,"(+/- 3677 )",251264,"(+/- 4064 )",271736,"(+/- 5330 )",289470,"(+/- 4264 )",278649,"(+/- 3888 )",271702,"(+/- 3984 )",279327,"(+/- 3711 )",279952,"(+/- 3415 )",291950,"(+/- 2871 )",306927,"(+/- 4595 )",289472,"(+/- 3900 )"
Housing,"Housing Occupancy","Vacant housing units",62837,"(+/- 3758 )",14947,"(+/- 2092 )",16018,"(+/- 2247 )",13928,"(+/- 2384 )",16649,"(+/- 2028 )",19892,"(+/- 2432 )",23075,"(+/- 2839 )",23782,"(+/- 2409 )",23773,"(+/- 2615 )",49856,"(+/- 5367 )",22991,"(+/- 2597 )",90565,"(+/- 7894 )",23427,"(+/- 2816 )",23347,"(+/- 2866 )",11970,"(+/- 1896 )",16903,"(+/- 2221 )",15288,"(+/- 2664 )",28715,"(+/- 3031 )",97068,"(+/- 4613 )",46003,"(+/- 4336 )",101309,"(+/- 3685 )",55428,"(+/- 3845 )",64967,"(+/- 3352 )",39972,"(+/- 3133 )",26681,"(+/- 2685 )",39312,"(+/- 3524 )",28129,"(+/- 2643 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.2,"(+/- 0.5 )",0.9,"(+/- 0.4 )",1.5,"(+/- 0.5 )",1.2,"(+/- 0.5 )",1.6,"(+/- 0.5 )",1.3,"(+/- 0.6 )",1.8,"(+/- 0.9 )",1.5,"(+/- 0.6 )",1.0,"(+/- 0.6 )",2.8,"(+/- 1.2 )",2.1,"(+/- 0.6 )",5.5,"(+/- 2.0 )",2.2,"(+/- 1.4 )",1.6,"(+/- 0.8 )",1.4,"(+/- 1.5 )",1.3,"(+/- 0.6 )",1.0,"(+/- 0.5 )",1.6,"(+/- 0.6 )",1.9,"(+/- 0.5 )",1.9,"(+/- 0.7 )",2.0,"(+/- 0.4 )",2.3,"(+/- 0.6 )",1.4,"(+/- 0.4 )",1.0,"(+/- 0.4 )",1.7,"(+/- 0.6 )",2.1,"(+/- 0.6 )",1.3,"(+/- 0.5 )"
