Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
Housing,Value,"Less than $50,000",5094,"(+/- 995 )",8049,"(+/- 1585 )",9249,"(+/- 1543 )",3149,"(+/- 738 )",3784,"(+/- 870 )",7852,"(+/- 1245 )",7074,"(+/- 1195 )",14235,"(+/- 1700 )",21782,"(+/- 1769 )",9813,"(+/- 1568 )",7093,"(+/- 1189 )",14819,"(+/- 1283 )",23365,"(+/- 2087 )",21775,"(+/- 1565 )",32427,"(+/- 2139 )",21422,"(+/- 1850 )",12104,"(+/- 1353 )",18084,"(+/- 1756 )"
Housing,Value,"$50,000 to $99,999",2855,"(+/- 819 )",28495,"(+/- 2873 )",25781,"(+/- 2440 )",4593,"(+/- 1027 )",17395,"(+/- 2058 )",8889,"(+/- 1154 )",10386,"(+/- 1697 )",38545,"(+/- 2365 )",35535,"(+/- 2516 )",18269,"(+/- 1860 )",11100,"(+/- 1407 )",31860,"(+/- 1940 )",33566,"(+/- 2131 )",45334,"(+/- 2908 )",59826,"(+/- 2417 )",40499,"(+/- 2063 )",33567,"(+/- 2459 )",43621,"(+/- 2749 )"
Housing,Value,"$100,000 to $149,999",4222,"(+/- 753 )",31789,"(+/- 3319 )",23537,"(+/- 2853 )",8895,"(+/- 1247 )",23189,"(+/- 2282 )",13204,"(+/- 1610 )",26744,"(+/- 2550 )",40983,"(+/- 2926 )",37005,"(+/- 3127 )",35726,"(+/- 2803 )",26563,"(+/- 2451 )",38603,"(+/- 1871 )",38060,"(+/- 2350 )",38660,"(+/- 2505 )",38325,"(+/- 2383 )",40455,"(+/- 2547 )",40552,"(+/- 2817 )",37964,"(+/- 2513 )"
Housing,Value,"$150,000 to $199,999",17973,"(+/- 1707 )",30343,"(+/- 2798 )",19828,"(+/- 2318 )",17343,"(+/- 2072 )",25215,"(+/- 2678 )",20189,"(+/- 1811 )",39200,"(+/- 2707 )",38393,"(+/- 2560 )",41698,"(+/- 2573 )",45532,"(+/- 2998 )",45849,"(+/- 3128 )",38364,"(+/- 2342 )",44446,"(+/- 2520 )",39895,"(+/- 2522 )",34570,"(+/- 2385 )",35880,"(+/- 2284 )",42641,"(+/- 2688 )",31351,"(+/- 2050 )"
Housing,Value,"$200,000 to $299,999",54324,"(+/- 2642 )",33062,"(+/- 2497 )",26705,"(+/- 2790 )",55767,"(+/- 2960 )",36207,"(+/- 2495 )",44281,"(+/- 2874 )",50731,"(+/- 2838 )",37734,"(+/- 2142 )",48188,"(+/- 2820 )",45741,"(+/- 2986 )",63716,"(+/- 3229 )",39605,"(+/- 1903 )",40996,"(+/- 2546 )",37567,"(+/- 2620 )",30155,"(+/- 2127 )",32346,"(+/- 1978 )",50815,"(+/- 2706 )",28396,"(+/- 2209 )"
Housing,Value,"$300,000 to $499,999",79582,"(+/- 2678 )",11255,"(+/- 1645 )",25462,"(+/- 2399 )",74336,"(+/- 3033 )",40958,"(+/- 2456 )",57412,"(+/- 2720 )",42174,"(+/- 2781 )",16909,"(+/- 1602 )",21678,"(+/- 1817 )",31904,"(+/- 2710 )",34455,"(+/- 2242 )",21440,"(+/- 1532 )",18389,"(+/- 1686 )",26494,"(+/- 2182 )",12627,"(+/- 1432 )",19482,"(+/- 1632 )",33709,"(+/- 2450 )",16931,"(+/- 1661 )"
Housing,Value,"$500,000 to $999,999",35677,"(+/- 2404 )",2399,"(+/- 855 )",14457,"(+/- 1641 )",27653,"(+/- 1813 )",20789,"(+/- 1618 )",34476,"(+/- 2326 )",8527,"(+/- 1201 )",3682,"(+/- 653 )",4168,"(+/- 909 )",7125,"(+/- 1345 )",6627,"(+/- 1155 )",7392,"(+/- 1261 )",5273,"(+/- 952 )",6826,"(+/- 1365 )",2694,"(+/- 606 )",6382,"(+/- 885 )",10792,"(+/- 1360 )",7814,"(+/- 1039 )"
Housing,Value,"$1,000,000 or more",4359,"(+/- 851 )",363,"(+/- 285 )",3632,"(+/- 811 )",4717,"(+/- 925 )",4383,"(+/- 877 )",5136,"(+/- 763 )",901,"(+/- 480 )",1433,"(+/- 544 )",1144,"(+/- 401 )",1375,"(+/- 555 )",2867,"(+/- 830 )",2404,"(+/- 633 )",1548,"(+/- 669 )",1093,"(+/- 478 )",581,"(+/- 304 )",1031,"(+/- 468 )",2295,"(+/- 730 )",625,"(+/- 321 )"
Housing,Value,"Median (dollars)",334600,"(+/- 4655 )",157300,"(+/- 5051 )",186100,"(+/- 10916 )",317300,"(+/- 5135 )",242700,"(+/- 7713 )",304000,"(+/- 7749 )",217500,"(+/- 5371 )",152500,"(+/- 3269 )",161700,"(+/- 2982 )",184900,"(+/- 4128 )",211100,"(+/- 3557 )",162900,"(+/- 2474 )",157000,"(+/- 2366 )",153100,"(+/- 2956 )",114300,"(+/- 2607 )",145200,"(+/- 3384 )",179500,"(+/- 3935 )",139700,"(+/- 4185 )"
Housing,"Mortgage Status","Owner-occupied units",204086,"(+/- 3814 )",145755,"(+/- 5196 )",148651,"(+/- 4322 )",196453,"(+/- 3874 )",171920,"(+/- 4551 )",191439,"(+/- 3388 )",185737,"(+/- 3964 )",191914,"(+/- 4665 )",211198,"(+/- 3836 )",195485,"(+/- 3908 )",198270,"(+/- 3569 )",194487,"(+/- 3749 )",205643,"(+/- 3743 )",217644,"(+/- 3729 )",211205,"(+/- 3763 )",197497,"(+/- 3758 )",226475,"(+/- 3912 )",184786,"(+/- 3439 )"
Housing,"Mortgage Status","Housing units with a mortgage",136408,"(+/- 3882 )",88045,"(+/- 4739 )",88075,"(+/- 4380 )",132489,"(+/- 3966 )",111704,"(+/- 4213 )",130465,"(+/- 3668 )",120381,"(+/- 3558 )",104649,"(+/- 3841 )",122309,"(+/- 3341 )",125471,"(+/- 3899 )",126315,"(+/- 3792 )",102841,"(+/- 3255 )",110757,"(+/- 3505 )",117101,"(+/- 3504 )",102436,"(+/- 3106 )",109637,"(+/- 3567 )",139379,"(+/- 4372 )",107689,"(+/- 3310 )"
Housing,"Mortgage Status","Housing units without a mortgage",67678,"(+/- 2871 )",57710,"(+/- 3277 )",60576,"(+/- 3392 )",63964,"(+/- 3004 )",60216,"(+/- 2955 )",60974,"(+/- 2405 )",65356,"(+/- 3120 )",87265,"(+/- 3507 )",88889,"(+/- 3033 )",70014,"(+/- 3351 )",71955,"(+/- 2655 )",91646,"(+/- 2804 )",94886,"(+/- 3396 )",100543,"(+/- 3198 )",108769,"(+/- 3038 )",87860,"(+/- 3074 )",87096,"(+/- 3665 )",77097,"(+/- 2861 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",136408,"(+/- 3882 )",88045,"(+/- 4739 )",88075,"(+/- 4380 )",132489,"(+/- 3966 )",111704,"(+/- 4213 )",130465,"(+/- 3668 )",120381,"(+/- 3558 )",104649,"(+/- 3841 )",122309,"(+/- 3341 )",125471,"(+/- 3899 )",126315,"(+/- 3792 )",102841,"(+/- 3255 )",110757,"(+/- 3505 )",117101,"(+/- 3504 )",102436,"(+/- 3106 )",109637,"(+/- 3567 )",139379,"(+/- 4372 )",107689,"(+/- 3310 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",216,"(+/- 171 )",2105,"(+/- 802 )",1242,"(+/- 480 )",515,"(+/- 274 )",486,"(+/- 262 )",501,"(+/- 321 )",876,"(+/- 475 )",1194,"(+/- 452 )",2455,"(+/- 721 )",1497,"(+/- 625 )",915,"(+/- 439 )",2022,"(+/- 525 )",3012,"(+/- 811 )",2433,"(+/- 658 )",3618,"(+/- 694 )",2147,"(+/- 655 )",1532,"(+/- 534 )",2579,"(+/- 628 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",5364,"(+/- 1124 )",29831,"(+/- 3098 )",21826,"(+/- 2850 )",6867,"(+/- 1040 )",10176,"(+/- 1568 )",9585,"(+/- 1318 )",13895,"(+/- 1536 )",24411,"(+/- 2269 )",27331,"(+/- 1816 )",20987,"(+/- 2211 )",16179,"(+/- 1857 )",29368,"(+/- 1923 )",33451,"(+/- 2551 )",36271,"(+/- 2848 )",41581,"(+/- 2355 )",33877,"(+/- 2222 )",26371,"(+/- 1977 )",31209,"(+/- 2332 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",23759,"(+/- 1933 )",31698,"(+/- 3340 )",27371,"(+/- 3132 )",22560,"(+/- 2012 )",29917,"(+/- 2744 )",25170,"(+/- 2623 )",38692,"(+/- 2478 )",40881,"(+/- 3073 )",47305,"(+/- 3244 )",42908,"(+/- 3211 )",43668,"(+/- 2844 )",39763,"(+/- 2113 )",39581,"(+/- 2564 )",37913,"(+/- 2423 )",34279,"(+/- 2014 )",38449,"(+/- 2426 )",47053,"(+/- 3241 )",39643,"(+/- 2296 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",35054,"(+/- 2550 )",15395,"(+/- 2086 )",15597,"(+/- 2042 )",33241,"(+/- 2439 )",25697,"(+/- 2126 )",29872,"(+/- 2132 )",31962,"(+/- 2422 )",20593,"(+/- 1724 )",25009,"(+/- 2173 )",30720,"(+/- 2513 )",36906,"(+/- 2478 )",17184,"(+/- 1510 )",20234,"(+/- 2048 )",21260,"(+/- 2009 )",13980,"(+/- 1591 )",18180,"(+/- 1795 )",30942,"(+/- 2254 )",17334,"(+/- 1820 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",29532,"(+/- 2556 )",5393,"(+/- 1106 )",9084,"(+/- 1394 )",28158,"(+/- 2342 )",17789,"(+/- 2014 )",25139,"(+/- 1939 )",17641,"(+/- 1855 )",11114,"(+/- 1675 )",12378,"(+/- 1549 )",16189,"(+/- 2013 )",16145,"(+/- 1882 )",8885,"(+/- 1360 )",9189,"(+/- 1454 )",10507,"(+/- 1599 )",5876,"(+/- 973 )",8066,"(+/- 1232 )",14686,"(+/- 1537 )",8352,"(+/- 1362 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",17123,"(+/- 1991 )",2465,"(+/- 783 )",5941,"(+/- 1280 )",17775,"(+/- 1666 )",10985,"(+/- 1642 )",15982,"(+/- 1638 )",9171,"(+/- 1325 )",3296,"(+/- 791 )",4967,"(+/- 1078 )",7182,"(+/- 1329 )",6686,"(+/- 1239 )",2623,"(+/- 690 )",2636,"(+/- 723 )",3664,"(+/- 877 )",1716,"(+/- 529 )",4180,"(+/- 930 )",8962,"(+/- 1476 )",3621,"(+/- 728 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",25360,"(+/- 2456 )",1158,"(+/- 577 )",7014,"(+/- 1120 )",23373,"(+/- 1954 )",16654,"(+/- 1785 )",24216,"(+/- 1799 )",8144,"(+/- 1323 )",3160,"(+/- 813 )",2864,"(+/- 724 )",5988,"(+/- 1154 )",5816,"(+/- 1051 )",2996,"(+/- 701 )",2654,"(+/- 647 )",5053,"(+/- 1092 )",1386,"(+/- 448 )",4738,"(+/- 1143 )",9833,"(+/- 1334 )",4951,"(+/- 842 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",2065,"(+/- 41 )",1156,"(+/- 35 )",1375,"(+/- 53 )",2054,"(+/- 41 )",1775,"(+/- 49 )",2002,"(+/- 44 )",1595,"(+/- 31 )",1324,"(+/- 26 )",1318,"(+/- 26 )",1466,"(+/- 32 )",1529,"(+/- 28 )",1206,"(+/- 18 )",1221,"(+/- 26 )",1236,"(+/- 31 )",1072,"(+/- 19 )",1216,"(+/- 25 )",1438,"(+/- 28 )",1214,"(+/- 23 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",67678,"(+/- 2871 )",57710,"(+/- 3277 )",60576,"(+/- 3392 )",63964,"(+/- 3004 )",60216,"(+/- 2955 )",60974,"(+/- 2405 )",65356,"(+/- 3120 )",87265,"(+/- 3507 )",88889,"(+/- 3033 )",70014,"(+/- 3351 )",71955,"(+/- 2655 )",91646,"(+/- 2804 )",94886,"(+/- 3396 )",100543,"(+/- 3198 )",108769,"(+/- 3038 )",87860,"(+/- 3074 )",87096,"(+/- 3665 )",77097,"(+/- 2861 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",1771,"(+/- 632 )",5753,"(+/- 1209 )",7078,"(+/- 1544 )",1287,"(+/- 512 )",2643,"(+/- 768 )",1448,"(+/- 457 )",1975,"(+/- 645 )",3144,"(+/- 671 )",4978,"(+/- 984 )",2874,"(+/- 713 )",2742,"(+/- 857 )",7098,"(+/- 885 )",8545,"(+/- 1368 )",8856,"(+/- 1182 )",11197,"(+/- 978 )",6702,"(+/- 951 )",3672,"(+/- 747 )",5686,"(+/- 877 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",4932,"(+/- 919 )",18521,"(+/- 2389 )",15433,"(+/- 2005 )",4070,"(+/- 973 )",8088,"(+/- 1577 )",4393,"(+/- 883 )",7105,"(+/- 1126 )",16814,"(+/- 1842 )",20452,"(+/- 1712 )",11406,"(+/- 1619 )",11135,"(+/- 1535 )",23132,"(+/- 1772 )",28407,"(+/- 2022 )",27022,"(+/- 2275 )",36376,"(+/- 1914 )",25634,"(+/- 2146 )",14603,"(+/- 1592 )",18146,"(+/- 1747 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",11517,"(+/- 1413 )",21648,"(+/- 2063 )",18890,"(+/- 2469 )",13096,"(+/- 1451 )",13507,"(+/- 1467 )",14536,"(+/- 1740 )",17776,"(+/- 2046 )",32558,"(+/- 2150 )",31223,"(+/- 2019 )",27675,"(+/- 2632 )",23234,"(+/- 1816 )",34631,"(+/- 1925 )",35371,"(+/- 2254 )",37864,"(+/- 2128 )",41470,"(+/- 2068 )",33715,"(+/- 2378 )",31607,"(+/- 2510 )",27443,"(+/- 2033 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",16927,"(+/- 1715 )",7487,"(+/- 1562 )",8710,"(+/- 1531 )",16164,"(+/- 1628 )",13103,"(+/- 1804 )",14900,"(+/- 1663 )",17969,"(+/- 1742 )",20917,"(+/- 1707 )",20536,"(+/- 1746 )",15538,"(+/- 1683 )",20619,"(+/- 2016 )",16875,"(+/- 1265 )",15956,"(+/- 1582 )",17251,"(+/- 1745 )",12954,"(+/- 1305 )",14390,"(+/- 1333 )",19982,"(+/- 1885 )",13317,"(+/- 1334 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",15337,"(+/- 1817 )",2447,"(+/- 694 )",4257,"(+/- 1119 )",12482,"(+/- 1376 )",9500,"(+/- 1373 )",10640,"(+/- 1550 )",11749,"(+/- 1542 )",8274,"(+/- 1363 )",7353,"(+/- 1352 )",7629,"(+/- 1242 )",8528,"(+/- 1293 )",6459,"(+/- 1122 )",3824,"(+/- 819 )",5819,"(+/- 1130 )",4166,"(+/- 674 )",4462,"(+/- 744 )",8900,"(+/- 1229 )",6349,"(+/- 994 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",17194,"(+/- 1758 )",1854,"(+/- 767 )",6208,"(+/- 1176 )",16865,"(+/- 1709 )",13375,"(+/- 1322 )",15057,"(+/- 1705 )",8782,"(+/- 1428 )",5558,"(+/- 1031 )",4347,"(+/- 875 )",4892,"(+/- 1134 )",5697,"(+/- 1155 )",3451,"(+/- 635 )",2783,"(+/- 629 )",3731,"(+/- 819 )",2606,"(+/- 588 )",2957,"(+/- 848 )",8332,"(+/- 1197 )",6156,"(+/- 899 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",784,"(+/- 22 )",437,"(+/- 15 )",468,"(+/- 15 )",768,"(+/- 18 )",696,"(+/- 22 )",733,"(+/- 21 )",660,"(+/- 18 )",547,"(+/- 10 )",518,"(+/- 12 )",549,"(+/- 13 )",590,"(+/- 18 )",477,"(+/- 8 )",451,"(+/- 9 )",471,"(+/- 10 )",428,"(+/- 7 )",457,"(+/- 9 )",565,"(+/- 12 )",502,"(+/- 14 )"
Housing,"Gross Rent","Occupied units paying rent",64313,"(+/- 3378 )",105393,"(+/- 4819 )",150383,"(+/- 5499 )",79241,"(+/- 2970 )",89960,"(+/- 3815 )",75151,"(+/- 3169 )",84299,"(+/- 4190 )",75864,"(+/- 3725 )",61907,"(+/- 3276 )",94687,"(+/- 3747 )",77971,"(+/- 3880 )",71893,"(+/- 3041 )",66110,"(+/- 3460 )",64677,"(+/- 3274 )",58842,"(+/- 2462 )",80138,"(+/- 3266 )",77443,"(+/- 3746 )",125009,"(+/- 3963 )"
Housing,"Gross Rent","Less than $500",3025,"(+/- 705 )",9584,"(+/- 1712 )",18671,"(+/- 2125 )",4532,"(+/- 1232 )",6437,"(+/- 1256 )",5987,"(+/- 1168 )",7311,"(+/- 1206 )",11533,"(+/- 1569 )",8918,"(+/- 1386 )",7544,"(+/- 1285 )",5522,"(+/- 1218 )",11406,"(+/- 1381 )",10364,"(+/- 1185 )",11792,"(+/- 1634 )",14780,"(+/- 1730 )",15989,"(+/- 1918 )",10964,"(+/- 1500 )",19090,"(+/- 2165 )"
Housing,"Gross Rent","$500 to $999",12407,"(+/- 1524 )",47911,"(+/- 4061 )",44783,"(+/- 3977 )",17921,"(+/- 2146 )",35072,"(+/- 2899 )",23659,"(+/- 1934 )",29418,"(+/- 2816 )",43486,"(+/- 3296 )",35915,"(+/- 2816 )",44848,"(+/- 3255 )",37468,"(+/- 3250 )",43528,"(+/- 2977 )",39001,"(+/- 3175 )",37408,"(+/- 2556 )",36133,"(+/- 1760 )",47295,"(+/- 2930 )",39221,"(+/- 3000 )",60730,"(+/- 4162 )"
Housing,"Gross Rent","$1,000 to $1,499",29466,"(+/- 2605 )",36689,"(+/- 3342 )",46880,"(+/- 3609 )",30639,"(+/- 2806 )",33148,"(+/- 2920 )",27757,"(+/- 2143 )",33444,"(+/- 2819 )",16772,"(+/- 2484 )",13935,"(+/- 1822 )",32888,"(+/- 2714 )",27065,"(+/- 2410 )",13169,"(+/- 1931 )",14204,"(+/- 1916 )",11287,"(+/- 1597 )",6011,"(+/- 966 )",13081,"(+/- 1611 )",21489,"(+/- 2691 )",31046,"(+/- 2283 )"
Housing,"Gross Rent","$1,500 to $1,999",13201,"(+/- 1962 )",8790,"(+/- 1848 )",23842,"(+/- 2693 )",16995,"(+/- 1740 )",9318,"(+/- 1611 )",12837,"(+/- 1635 )",12116,"(+/- 2070 )",2986,"(+/- 780 )",2141,"(+/- 659 )",6991,"(+/- 1620 )",5546,"(+/- 1134 )",2280,"(+/- 611 )",1738,"(+/- 732 )",2522,"(+/- 871 )",1058,"(+/- 610 )",2364,"(+/- 704 )",3632,"(+/- 992 )",9555,"(+/- 1352 )"
Housing,"Gross Rent","$2,000 to $2,499",4021,"(+/- 1125 )",1633,"(+/- 730 )",10516,"(+/- 1553 )",5709,"(+/- 1062 )",3097,"(+/- 841 )",2470,"(+/- 668 )",1279,"(+/- 585 )",594,"(+/- 538 )",210,"(+/- 177 )",1441,"(+/- 588 )",1230,"(+/- 672 )",876,"(+/- 445 )",709,"(+/- 523 )",581,"(+/- 331 )",210,"(+/- 160 )",904,"(+/- 562 )",975,"(+/- 429 )",3037,"(+/- 886 )"
Housing,"Gross Rent","$2,500 to $2,999",983,"(+/- 486 )",224,"(+/- 187 )",3663,"(+/- 902 )",2056,"(+/- 661 )",1347,"(+/- 597 )",1373,"(+/- 683 )",236,"(+/- 183 )",406,"(+/- 370 )",603,"(+/- 375 )",597,"(+/- 313 )",869,"(+/- 586 )",193,"(+/- 213 )",28,"(+/- 48 )",161,"(+/- 158 )",295,"(+/- 341 )",217,"(+/- 240 )",594,"(+/- 445 )",894,"(+/- 358 )"
Housing,"Gross Rent","$3,000 or more",1210,"(+/- 561 )",562,"(+/- 391 )",2028,"(+/- 573 )",1389,"(+/- 426 )",1541,"(+/- 608 )",1068,"(+/- 442 )",495,"(+/- 258 )",87,"(+/- 104 )",185,"(+/- 141 )",378,"(+/- 320 )",271,"(+/- 222 )",441,"(+/- 365 )",66,"(+/- 79 )",926,"(+/- 538 )",355,"(+/- 413 )",288,"(+/- 365 )",568,"(+/- 421 )",657,"(+/- 484 )"
Housing,"Gross Rent","Median (dollars)",1257,"(+/- 40 )",966,"(+/- 20 )",1106,"(+/- 31 )",1243,"(+/- 28 )",1041,"(+/- 30 )",1119,"(+/- 23 )",1069,"(+/- 28 )",815,"(+/- 23 )",785,"(+/- 25 )",951,"(+/- 23 )",955,"(+/- 23 )",761,"(+/- 18 )",759,"(+/- 31 )",747,"(+/- 18 )",664,"(+/- 14 )",742,"(+/- 21 )",854,"(+/- 26 )",872,"(+/- 20 )"
Housing,"Gross Rent","No rent paid",3027,"(+/- 1062 )",5392,"(+/- 1354 )",6962,"(+/- 1250 )",2046,"(+/- 575 )",3628,"(+/- 1165 )",3145,"(+/- 766 )",2791,"(+/- 806 )",5856,"(+/- 1215 )",5598,"(+/- 1115 )",2815,"(+/- 847 )",3234,"(+/- 896 )",7091,"(+/- 816 )",6471,"(+/- 1103 )",5967,"(+/- 941 )",8737,"(+/- 1058 )",6502,"(+/- 1174 )",4760,"(+/- 1000 )",4983,"(+/- 1230 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",271426,"(+/- 2635 )",256540,"(+/- 5932 )",305996,"(+/- 5177 )",277740,"(+/- 3182 )",265508,"(+/- 3606 )",269735,"(+/- 2429 )",272827,"(+/- 3049 )",273634,"(+/- 4226 )",278703,"(+/- 3880 )",292987,"(+/- 3665 )",279475,"(+/- 3278 )",273471,"(+/- 3550 )",278224,"(+/- 3800 )",288288,"(+/- 3745 )",278784,"(+/- 3352 )",284137,"(+/- 3296 )",308678,"(+/- 3985 )",314778,"(+/- 3902 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",8150,"(+/- 1310 )",31648,"(+/- 2827 )",42878,"(+/- 3776 )",8869,"(+/- 1363 )",15238,"(+/- 2254 )",11918,"(+/- 1426 )",12164,"(+/- 2198 )",18754,"(+/- 2459 )",15596,"(+/- 1673 )",15127,"(+/- 2090 )",10757,"(+/- 2007 )",19743,"(+/- 2160 )",15276,"(+/- 1815 )",17345,"(+/- 1836 )",18651,"(+/- 1611 )",18558,"(+/- 1894 )",14891,"(+/- 1809 )",27905,"(+/- 2270 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",6689,"(+/- 1262 )",16308,"(+/- 2339 )",17386,"(+/- 2507 )",6965,"(+/- 1403 )",10338,"(+/- 1411 )",7817,"(+/- 1514 )",10862,"(+/- 1746 )",15716,"(+/- 2013 )",12849,"(+/- 1738 )",9065,"(+/- 1571 )",9873,"(+/- 1535 )",12084,"(+/- 1444 )",14745,"(+/- 1888 )",13480,"(+/- 1591 )",13162,"(+/- 1341 )",15678,"(+/- 1816 )",9824,"(+/- 1482 )",19272,"(+/- 2289 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",16083,"(+/- 2182 )",32572,"(+/- 2806 )",34005,"(+/- 2965 )",15042,"(+/- 1854 )",20114,"(+/- 2291 )",16119,"(+/- 1850 )",25178,"(+/- 2623 )",28660,"(+/- 2124 )",28999,"(+/- 2143 )",23316,"(+/- 2374 )",20312,"(+/- 2402 )",29969,"(+/- 2034 )",28243,"(+/- 2345 )",27205,"(+/- 2135 )",33381,"(+/- 2041 )",33765,"(+/- 2396 )",27240,"(+/- 2257 )",32390,"(+/- 2429 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",17784,"(+/- 1740 )",28445,"(+/- 2954 )",27522,"(+/- 3040 )",16576,"(+/- 1918 )",23710,"(+/- 2699 )",18544,"(+/- 2101 )",24514,"(+/- 2355 )",24571,"(+/- 2418 )",28706,"(+/- 2496 )",27905,"(+/- 2912 )",24600,"(+/- 2350 )",28098,"(+/- 1952 )",28229,"(+/- 2261 )",28784,"(+/- 2152 )",29768,"(+/- 1897 )",31908,"(+/- 2759 )",26452,"(+/- 2035 )",34096,"(+/- 3089 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",23435,"(+/- 2526 )",34250,"(+/- 3655 )",31537,"(+/- 3541 )",24952,"(+/- 2155 )",29896,"(+/- 2563 )",23615,"(+/- 2669 )",34809,"(+/- 2478 )",37133,"(+/- 2795 )",34408,"(+/- 2622 )",40943,"(+/- 2744 )",35527,"(+/- 2561 )",38225,"(+/- 2246 )",41299,"(+/- 2905 )",36526,"(+/- 2513 )",43872,"(+/- 2160 )",37606,"(+/- 2345 )",37393,"(+/- 2322 )",36434,"(+/- 2789 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",44467,"(+/- 2579 )",41351,"(+/- 3326 )",50754,"(+/- 3346 )",45739,"(+/- 3000 )",45732,"(+/- 3080 )",42950,"(+/- 2977 )",47831,"(+/- 3650 )",53221,"(+/- 2915 )",53628,"(+/- 2826 )",53599,"(+/- 3997 )",55707,"(+/- 3214 )",51746,"(+/- 2983 )",56429,"(+/- 2704 )",51700,"(+/- 3028 )",52929,"(+/- 2206 )",53592,"(+/- 2995 )",51696,"(+/- 2884 )",51965,"(+/- 3279 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",36465,"(+/- 3101 )",26409,"(+/- 2609 )",29889,"(+/- 3127 )",38196,"(+/- 3068 )",30144,"(+/- 2937 )",34371,"(+/- 2811 )",36847,"(+/- 2670 )",35550,"(+/- 2632 )",37953,"(+/- 2845 )",38311,"(+/- 2958 )",42605,"(+/- 2984 )",35556,"(+/- 2095 )",39106,"(+/- 2750 )",37633,"(+/- 2148 )",35550,"(+/- 2317 )",35614,"(+/- 2613 )",39166,"(+/- 2327 )",38367,"(+/- 2531 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",50658,"(+/- 2524 )",28863,"(+/- 3089 )",33167,"(+/- 3090 )",49818,"(+/- 3150 )",39769,"(+/- 3050 )",51279,"(+/- 3262 )",42708,"(+/- 3132 )",38708,"(+/- 2952 )",43224,"(+/- 2890 )",49020,"(+/- 3134 )",48405,"(+/- 3029 )",39607,"(+/- 2117 )",36108,"(+/- 2120 )",44246,"(+/- 2687 )",35555,"(+/- 2100 )",35583,"(+/- 2350 )",54217,"(+/- 3487 )",42956,"(+/- 2745 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",29698,"(+/- 2068 )",9731,"(+/- 1570 )",17968,"(+/- 2220 )",32479,"(+/- 2378 )",21377,"(+/- 2009 )",26198,"(+/- 2010 )",18858,"(+/- 1975 )",11358,"(+/- 1642 )",14149,"(+/- 1598 )",17084,"(+/- 1713 )",17449,"(+/- 1688 )",10578,"(+/- 1376 )",10358,"(+/- 1431 )",17726,"(+/- 1748 )",9991,"(+/- 1315 )",11953,"(+/- 1517 )",21599,"(+/- 2152 )",15415,"(+/- 1581 )"
