Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",12.1,"(+/- 1.5 )",9.7,"(+/- 1.6 )",4.6,"(+/- 0.8 )",10.0,"(+/- 1.1 )",11.5,"(+/- 1.5 )",7.0,"(+/- 1.2 )",8.9,"(+/- 1.3 )",8.0,"(+/- 1.4 )",17.0,"(+/- 1.8 )",7.3,"(+/- 1.2 )",8.7,"(+/- 1.2 )",7.5,"(+/- 1.4 )",10.7,"(+/- 1.1 )",10.7,"(+/- 1.5 )",22.1,"(+/- 1.8 )",17.6,"(+/- 1.6 )",11.3,"(+/- 1.4 )",18.7,"(+/- 1.8 )",11.6,"(+/- 1.2 )",15.8,"(+/- 1.3 )",6.5,"(+/- 1.1 )",6.8,"(+/- 1.2 )",14.6,"(+/- 1.7 )",5.6,"(+/- 1.0 )",7.5,"(+/- 1.0 )",3.5,"(+/- 0.8 )",13.0,"(+/- 1.5 )",20.2,"(+/- 1.6 )",20.1,"(+/- 1.9 )",15.4,"(+/- 1.6 )",6.3,"(+/- 1.0 )",6.9,"(+/- 1.0 )",18.9,"(+/- 1.6 )",24.0,"(+/- 1.6 )",14.3,"(+/- 1.6 )",10.3,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",18.8,"(+/- 2.4 )",14.6,"(+/- 2.2 )",5.7,"(+/- 1.3 )",15.2,"(+/- 2.0 )",17.5,"(+/- 2.6 )",10.4,"(+/- 1.9 )",13.4,"(+/- 2.3 )",12.2,"(+/- 2.2 )",25.0,"(+/- 3.0 )",10.5,"(+/- 2.2 )",13.6,"(+/- 2.1 )",11.1,"(+/- 2.0 )",17.3,"(+/- 2.0 )",16.1,"(+/- 2.3 )",28.4,"(+/- 2.9 )",25.8,"(+/- 3.0 )",16.6,"(+/- 2.2 )",26.9,"(+/- 3.0 )",17.5,"(+/- 2.2 )",23.3,"(+/- 2.2 )",10.4,"(+/- 2.0 )",8.0,"(+/- 1.6 )",19.9,"(+/- 2.9 )",8.3,"(+/- 1.7 )",11.3,"(+/- 1.8 )",4.4,"(+/- 1.1 )",19.2,"(+/- 2.6 )",27.4,"(+/- 2.7 )",27.1,"(+/- 2.9 )",21.5,"(+/- 2.4 )",9.7,"(+/- 1.8 )",10.8,"(+/- 1.9 )",25.7,"(+/- 2.5 )",33.4,"(+/- 2.7 )",21.3,"(+/- 2.8 )",15.9,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",14.3,"(+/- 6.6 )",11.3,"(+/- 4.9 )",3.9,"(+/- 2.5 )",13.3,"(+/- 6.0 )",22.7,"(+/- 7.3 )",15.0,"(+/- 4.9 )",11.2,"(+/- 3.9 )",13.7,"(+/- 5.6 )",15.1,"(+/- 7.1 )",8.8,"(+/- 4.1 )",15.1,"(+/- 5.0 )",9.5,"(+/- 4.6 )",16.3,"(+/- 5.1 )",21.2,"(+/- 7.0 )",21.5,"(+/- 7.1 )",13.7,"(+/- 4.9 )",14.6,"(+/- 5.3 )",25.4,"(+/- 5.9 )",15.0,"(+/- 4.7 )",26.3,"(+/- 7.9 )",12.8,"(+/- 4.8 )",6.7,"(+/- 4.0 )",16.0,"(+/- 6.0 )",8.0,"(+/- 3.8 )",6.9,"(+/- 3.4 )",4.2,"(+/- 2.1 )",20.1,"(+/- 5.8 )",18.1,"(+/- 6.8 )",22.1,"(+/- 7.1 )",13.9,"(+/- 4.9 )",10.6,"(+/- 4.0 )",5.5,"(+/- 3.3 )",29.8,"(+/- 6.6 )",37.9,"(+/- 10.3 )",16.4,"(+/- 5.9 )",19.9,"(+/- 7.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",6.7,"(+/- 1.6 )",4.9,"(+/- 1.1 )",3.1,"(+/- 0.8 )",4.8,"(+/- 0.7 )",6.3,"(+/- 1.2 )",3.3,"(+/- 0.8 )",5.8,"(+/- 1.3 )",3.8,"(+/- 1.1 )",11.3,"(+/- 2.0 )",4.8,"(+/- 1.1 )",4.9,"(+/- 0.9 )",3.9,"(+/- 1.1 )",5.2,"(+/- 0.9 )",5.8,"(+/- 1.4 )",15.4,"(+/- 2.0 )",10.8,"(+/- 1.6 )",6.1,"(+/- 1.3 )",10.8,"(+/- 2.0 )",5.0,"(+/- 1.0 )",10.6,"(+/- 1.4 )",3.5,"(+/- 0.9 )",4.6,"(+/- 1.3 )",9.2,"(+/- 1.7 )",4.0,"(+/- 1.1 )",4.8,"(+/- 1.0 )",2.4,"(+/- 0.7 )",6.8,"(+/- 1.3 )",13.7,"(+/- 1.8 )",13.4,"(+/- 1.8 )",8.9,"(+/- 1.7 )",3.3,"(+/- 1.0 )",4.2,"(+/- 1.0 )",11.8,"(+/- 2.0 )",15.7,"(+/- 1.9 )",8.4,"(+/- 1.5 )",4.6,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",9.0,"(+/- 2.8 )",7.4,"(+/- 1.7 )",3.8,"(+/- 1.0 )",6.5,"(+/- 1.4 )",9.7,"(+/- 2.3 )",4.6,"(+/- 1.4 )",7.8,"(+/- 2.1 )",4.1,"(+/- 1.6 )",14.4,"(+/- 3.1 )",5.9,"(+/- 1.9 )",6.2,"(+/- 1.5 )",5.2,"(+/- 1.8 )",7.4,"(+/- 1.9 )",6.9,"(+/- 1.8 )",19.6,"(+/- 3.3 )",14.0,"(+/- 3.1 )",8.4,"(+/- 2.0 )",15.3,"(+/- 3.4 )",6.4,"(+/- 1.9 )",15.2,"(+/- 2.5 )",4.8,"(+/- 1.7 )",5.1,"(+/- 1.8 )",10.8,"(+/- 2.8 )",5.8,"(+/- 1.9 )",6.8,"(+/- 1.9 )",3.0,"(+/- 1.1 )",9.3,"(+/- 2.1 )",18.2,"(+/- 3.1 )",16.1,"(+/- 2.9 )",13.3,"(+/- 3.0 )",5.0,"(+/- 1.7 )",6.5,"(+/- 2.0 )",16.0,"(+/- 3.2 )",21.3,"(+/- 3.2 )",11.8,"(+/- 2.7 )",5.5,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",9.0,"(+/- 7.4 )",6.4,"(+/- 4.2 )",1.7,"(+/- 1.9 )",3.4,"(+/- 2.4 )",12.4,"(+/- 6.2 )",3.1,"(+/- 2.4 )",7.1,"(+/- 4.0 )",3.4,"(+/- 2.8 )",5.6,"(+/- 4.0 )",4.9,"(+/- 3.0 )",9.8,"(+/- 5.2 )",1.8,"(+/- 2.3 )",6.3,"(+/- 5.0 )",7.7,"(+/- 5.2 )",11.7,"(+/- 6.6 )",5.6,"(+/- 3.9 )",10.2,"(+/- 7.1 )",9.1,"(+/- 6.0 )",6.7,"(+/- 4.6 )",9.5,"(+/- 5.0 )",6.0,"(+/- 3.6 )",3.4,"(+/- 2.6 )",3.1,"(+/- 2.9 )",7.1,"(+/- 4.8 )",2.0,"(+/- 1.9 )",3.0,"(+/- 2.3 )",4.3,"(+/- 3.4 )",17.3,"(+/- 9.7 )",15.4,"(+/- 6.8 )",9.0,"(+/- 5.5 )",5.4,"(+/- 3.7 )",0.5,"(+/- 0.8 )",16.0,"(+/- 8.4 )",22.1,"(+/- 9.5 )",9.0,"(+/- 5.9 )",0.5,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",30.3,"(+/- 4.4 )",26.1,"(+/- 4.6 )",14.6,"(+/- 3.9 )",31.3,"(+/- 5.0 )",26.7,"(+/- 5.1 )",20.3,"(+/- 4.3 )",17.8,"(+/- 4.0 )",31.9,"(+/- 5.4 )",31.3,"(+/- 4.3 )",22.8,"(+/- 5.3 )",25.7,"(+/- 4.5 )",21.7,"(+/- 5.2 )",29.8,"(+/- 4.4 )",29.4,"(+/- 4.5 )",38.0,"(+/- 3.9 )",36.0,"(+/- 4.6 )",28.4,"(+/- 4.2 )",34.6,"(+/- 4.0 )",34.4,"(+/- 4.6 )",30.7,"(+/- 3.7 )",22.1,"(+/- 5.1 )",20.8,"(+/- 4.3 )",31.9,"(+/- 5.1 )",12.0,"(+/- 3.6 )",21.5,"(+/- 4.2 )",8.5,"(+/- 3.4 )",30.4,"(+/- 4.7 )",38.5,"(+/- 4.9 )",38.1,"(+/- 5.3 )",29.1,"(+/- 3.5 )",20.7,"(+/- 4.0 )",19.8,"(+/- 4.2 )",36.2,"(+/- 3.9 )",45.1,"(+/- 4.5 )",31.0,"(+/- 5.2 )",30.9,"(+/- 4.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",40.3,"(+/- 6.1 )",30.1,"(+/- 6.2 )",16.8,"(+/- 5.0 )",40.7,"(+/- 6.8 )",32.8,"(+/- 6.4 )",24.6,"(+/- 5.6 )",25.2,"(+/- 5.5 )",46.5,"(+/- 7.3 )",43.1,"(+/- 5.9 )",34.4,"(+/- 8.0 )",33.7,"(+/- 6.3 )",26.9,"(+/- 6.4 )",40.2,"(+/- 5.6 )",39.8,"(+/- 6.2 )",45.1,"(+/- 5.3 )",48.3,"(+/- 5.9 )",36.9,"(+/- 6.1 )",42.8,"(+/- 5.4 )",41.6,"(+/- 5.8 )",40.5,"(+/- 4.8 )",31.0,"(+/- 7.1 )",24.9,"(+/- 6.4 )",41.1,"(+/- 7.0 )",15.1,"(+/- 5.0 )",28.1,"(+/- 5.8 )",11.4,"(+/- 4.9 )",38.3,"(+/- 6.0 )",47.3,"(+/- 6.1 )",50.0,"(+/- 6.4 )",37.0,"(+/- 4.6 )",26.1,"(+/- 5.4 )",27.0,"(+/- 6.2 )",45.1,"(+/- 4.6 )",55.7,"(+/- 5.4 )",41.1,"(+/- 6.9 )",42.5,"(+/- 6.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",31.5,"(+/- 15.4 )",27.3,"(+/- 19.6 )",29.2,"(+/- 19.9 )",43.6,"(+/- 17.9 )",37.9,"(+/- 14.4 )",48.1,"(+/- 16.6 )",18.6,"(+/- 16.6 )",60.8,"(+/- 19.2 )",43.1,"(+/- 18.3 )",43.2,"(+/- 22.9 )",32.5,"(+/- 14.2 )",30.4,"(+/- 17.1 )",39.5,"(+/- 14.6 )",53.2,"(+/- 13.9 )",46.6,"(+/- 18.5 )",35.2,"(+/- 19.3 )",26.5,"(+/- 15.2 )",49.1,"(+/- 11.7 )",38.4,"(+/- 14.0 )",62.4,"(+/- 12.6 )",37.9,"(+/- 16.5 )",36.5,"(+/- 26.7 )",36.7,"(+/- 15.5 )",10.3,"(+/- 6.5 )",30.2,"(+/- 18.5 )",8.2,"(+/- 6.2 )",52.4,"(+/- 12.0 )",25.8,"(+/- 13.4 )",37.2,"(+/- 14.5 )",24.4,"(+/- 13.6 )",28.5,"(+/- 16.2 )",24.0,"(+/- 17.8 )",54.6,"(+/- 11.1 )",57.2,"(+/- 13.7 )",38.1,"(+/- 16.6 )",56.0,"(+/- 17.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",16.1,"(+/- 1.5 )",12.9,"(+/- 1.4 )",6.9,"(+/- 0.9 )",12.9,"(+/- 1.1 )",14.7,"(+/- 1.5 )",9.3,"(+/- 1.2 )",12.0,"(+/- 1.6 )",11.1,"(+/- 1.3 )",19.9,"(+/- 1.9 )",9.9,"(+/- 1.4 )",12.5,"(+/- 1.1 )",10.6,"(+/- 1.4 )",14.3,"(+/- 1.2 )",13.7,"(+/- 1.4 )",25.5,"(+/- 2.1 )",20.5,"(+/- 1.7 )",17.6,"(+/- 1.3 )",21.7,"(+/- 1.7 )",17.1,"(+/- 1.3 )",19.6,"(+/- 1.4 )",11.1,"(+/- 1.0 )",8.5,"(+/- 1.4 )",17.0,"(+/- 1.8 )",7.7,"(+/- 1.1 )",10.3,"(+/- 0.9 )",6.6,"(+/- 1.0 )",15.8,"(+/- 1.4 )",24.3,"(+/- 1.9 )",23.0,"(+/- 2.1 )",20.1,"(+/- 1.8 )",9.0,"(+/- 1.1 )",9.7,"(+/- 1.1 )",21.3,"(+/- 1.7 )",26.3,"(+/- 1.7 )",19.8,"(+/- 1.6 )",13.7,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",21.9,"(+/- 3.0 )",18.7,"(+/- 2.7 )",7.1,"(+/- 1.8 )",16.9,"(+/- 2.3 )",21.0,"(+/- 3.4 )",13.6,"(+/- 2.6 )",18.2,"(+/- 3.8 )",14.9,"(+/- 2.6 )",31.7,"(+/- 4.0 )",13.7,"(+/- 3.4 )",16.9,"(+/- 2.5 )",13.3,"(+/- 2.5 )",20.8,"(+/- 2.6 )",19.8,"(+/- 2.9 )",36.0,"(+/- 3.7 )",29.9,"(+/- 3.6 )",18.8,"(+/- 2.7 )",32.9,"(+/- 3.6 )",20.8,"(+/- 2.9 )",29.1,"(+/- 2.8 )",13.3,"(+/- 2.9 )",10.8,"(+/- 2.3 )",23.5,"(+/- 3.4 )",10.6,"(+/- 2.2 )",12.4,"(+/- 1.8 )",6.6,"(+/- 2.4 )",21.1,"(+/- 2.9 )",34.2,"(+/- 3.3 )",35.1,"(+/- 3.7 )",28.1,"(+/- 3.2 )",12.3,"(+/- 2.5 )",15.0,"(+/- 2.6 )",30.1,"(+/- 3.2 )",37.8,"(+/- 3.2 )",27.0,"(+/- 3.9 )",21.0,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",21.5,"(+/- 2.9 )",18.6,"(+/- 2.8 )",7.1,"(+/- 1.8 )",16.7,"(+/- 2.3 )",20.8,"(+/- 3.4 )",13.0,"(+/- 2.6 )",18.0,"(+/- 3.8 )",14.5,"(+/- 2.6 )",31.6,"(+/- 4.0 )",13.5,"(+/- 3.4 )",16.7,"(+/- 2.5 )",13.0,"(+/- 2.5 )",20.4,"(+/- 2.6 )",19.6,"(+/- 2.9 )",35.8,"(+/- 3.7 )",29.6,"(+/- 3.6 )",18.5,"(+/- 2.7 )",32.7,"(+/- 3.7 )",20.5,"(+/- 2.8 )",28.9,"(+/- 2.8 )",12.8,"(+/- 2.8 )",10.6,"(+/- 2.3 )",23.3,"(+/- 3.4 )",10.3,"(+/- 2.2 )",12.0,"(+/- 1.8 )",6.4,"(+/- 2.4 )",20.9,"(+/- 2.9 )",34.1,"(+/- 3.3 )",35.1,"(+/- 3.7 )",27.9,"(+/- 3.2 )",11.8,"(+/- 2.5 )",14.8,"(+/- 2.6 )",29.7,"(+/- 3.2 )",37.5,"(+/- 3.2 )",26.8,"(+/- 4.0 )",20.7,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",22.1,"(+/- 4.6 )",21.5,"(+/- 5.1 )",7.4,"(+/- 3.1 )",15.0,"(+/- 4.1 )",26.0,"(+/- 5.5 )",17.6,"(+/- 4.1 )",21.7,"(+/- 5.4 )",16.0,"(+/- 4.2 )",30.2,"(+/- 5.8 )",15.3,"(+/- 4.4 )",19.1,"(+/- 3.8 )",12.1,"(+/- 3.4 )",21.4,"(+/- 3.7 )",23.1,"(+/- 4.5 )",34.3,"(+/- 5.4 )",25.1,"(+/- 4.6 )",20.9,"(+/- 3.8 )",35.1,"(+/- 5.1 )",19.8,"(+/- 3.3 )",32.7,"(+/- 5.5 )",18.9,"(+/- 5.9 )",12.6,"(+/- 4.1 )",24.9,"(+/- 4.6 )",10.0,"(+/- 3.0 )",12.8,"(+/- 3.1 )",8.6,"(+/- 3.5 )",26.5,"(+/- 4.7 )",33.5,"(+/- 5.2 )",35.2,"(+/- 4.6 )",27.7,"(+/- 4.6 )",13.9,"(+/- 3.6 )",12.1,"(+/- 3.0 )",35.5,"(+/- 4.3 )",42.6,"(+/- 5.7 )",27.8,"(+/- 5.1 )",24.6,"(+/- 5.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",21.3,"(+/- 3.1 )",17.4,"(+/- 3.2 )",7.0,"(+/- 1.7 )",17.3,"(+/- 2.5 )",18.8,"(+/- 3.5 )",11.5,"(+/- 3.1 )",16.6,"(+/- 3.8 )",14.0,"(+/- 2.9 )",32.1,"(+/- 4.6 )",12.8,"(+/- 3.5 )",15.8,"(+/- 3.1 )",13.4,"(+/- 2.9 )",20.0,"(+/- 3.1 )",18.3,"(+/- 3.1 )",36.4,"(+/- 4.1 )",31.3,"(+/- 4.2 )",17.5,"(+/- 2.8 )",31.8,"(+/- 4.1 )",20.8,"(+/- 3.3 )",27.5,"(+/- 3.1 )",10.4,"(+/- 2.7 )",10.0,"(+/- 2.6 )",22.6,"(+/- 3.9 )",10.4,"(+/- 2.5 )",11.7,"(+/- 2.1 )",5.6,"(+/- 2.2 )",18.9,"(+/- 3.1 )",34.4,"(+/- 3.3 )",35.0,"(+/- 4.2 )",27.9,"(+/- 3.5 )",11.1,"(+/- 2.5 )",15.9,"(+/- 3.1 )",27.7,"(+/- 3.6 )",35.6,"(+/- 3.3 )",26.4,"(+/- 4.2 )",19.2,"(+/- 3.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",14.1,"(+/- 1.3 )",10.9,"(+/- 1.3 )",6.9,"(+/- 0.8 )",11.6,"(+/- 0.9 )",12.4,"(+/- 1.1 )",7.9,"(+/- 0.9 )",9.9,"(+/- 1.1 )",9.8,"(+/- 1.1 )",15.9,"(+/- 1.5 )",8.7,"(+/- 1.0 )",10.9,"(+/- 1.0 )",9.8,"(+/- 1.2 )",12.0,"(+/- 0.9 )",11.7,"(+/- 1.3 )",20.8,"(+/- 1.7 )",17.0,"(+/- 1.2 )",17.2,"(+/- 1.1 )",17.7,"(+/- 1.4 )",15.9,"(+/- 1.2 )",16.1,"(+/- 1.2 )",10.6,"(+/- 0.9 )",7.7,"(+/- 1.3 )",14.5,"(+/- 1.3 )",6.8,"(+/- 0.9 )",9.6,"(+/- 0.9 )",6.6,"(+/- 0.9 )",14.0,"(+/- 1.2 )",19.9,"(+/- 1.6 )",17.9,"(+/- 1.5 )",17.0,"(+/- 1.5 )",7.9,"(+/- 0.8 )",8.2,"(+/- 0.9 )",17.5,"(+/- 1.2 )",21.5,"(+/- 1.4 )",17.6,"(+/- 1.2 )",11.2,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",11.8,"(+/- 1.8 )",7.3,"(+/- 1.8 )",9.0,"(+/- 2.3 )",9.2,"(+/- 1.3 )",9.5,"(+/- 1.8 )",6.3,"(+/- 1.2 )",8.6,"(+/- 2.2 )",9.0,"(+/- 2.1 )",15.2,"(+/- 2.4 )",6.3,"(+/- 1.2 )",9.6,"(+/- 1.5 )",10.5,"(+/- 2.3 )",8.5,"(+/- 1.5 )",9.7,"(+/- 1.9 )",25.4,"(+/- 2.8 )",19.5,"(+/- 2.4 )",9.0,"(+/- 1.3 )",18.2,"(+/- 2.5 )",9.6,"(+/- 1.7 )",12.4,"(+/- 1.4 )",5.5,"(+/- 1.3 )",8.1,"(+/- 2.0 )",15.4,"(+/- 2.0 )",5.4,"(+/- 1.2 )",6.3,"(+/- 1.5 )",3.3,"(+/- 1.0 )",12.1,"(+/- 1.8 )",20.4,"(+/- 2.5 )",21.7,"(+/- 4.0 )",18.0,"(+/- 2.7 )",5.9,"(+/- 1.4 )",7.4,"(+/- 1.7 )",16.6,"(+/- 2.7 )",19.8,"(+/- 2.5 )",17.4,"(+/- 2.6 )",9.0,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",13.4,"(+/- 1.6 )",11.6,"(+/- 1.7 )",5.1,"(+/- 1.0 )",10.6,"(+/- 1.1 )",13.2,"(+/- 1.8 )",7.8,"(+/- 1.3 )",10.6,"(+/- 1.9 )",8.5,"(+/- 1.4 )",18.7,"(+/- 2.2 )",8.2,"(+/- 1.6 )",10.3,"(+/- 1.3 )",7.9,"(+/- 1.5 )",11.8,"(+/- 1.3 )",11.6,"(+/- 1.6 )",24.8,"(+/- 2.2 )",18.8,"(+/- 1.9 )",12.1,"(+/- 1.5 )",20.6,"(+/- 2.1 )",12.7,"(+/- 1.5 )",17.6,"(+/- 1.6 )",7.5,"(+/- 1.3 )",7.4,"(+/- 1.5 )",15.5,"(+/- 2.0 )",6.4,"(+/- 1.3 )",8.1,"(+/- 1.1 )",4.2,"(+/- 1.1 )",13.7,"(+/- 1.6 )",23.2,"(+/- 2.1 )",22.4,"(+/- 2.3 )",18.5,"(+/- 2.1 )",7.1,"(+/- 1.3 )",8.0,"(+/- 1.3 )",20.0,"(+/- 1.9 )",25.3,"(+/- 1.9 )",16.4,"(+/- 2.0 )",11.7,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",29.9,"(+/- 2.8 )",18.9,"(+/- 2.6 )",18.2,"(+/- 2.9 )",27.2,"(+/- 2.2 )",22.7,"(+/- 2.2 )",18.7,"(+/- 2.0 )",18.6,"(+/- 2.5 )",26.1,"(+/- 2.8 )",25.8,"(+/- 2.6 )",19.2,"(+/- 2.2 )",23.2,"(+/- 2.2 )",22.7,"(+/- 2.5 )",27.0,"(+/- 2.3 )",24.3,"(+/- 2.6 )",32.9,"(+/- 3.9 )",30.4,"(+/- 3.0 )",35.3,"(+/- 2.1 )",26.2,"(+/- 2.2 )",35.3,"(+/- 2.7 )",29.3,"(+/- 2.6 )",22.4,"(+/- 2.2 )",18.7,"(+/- 2.7 )",28.1,"(+/- 2.9 )",12.5,"(+/- 1.7 )",20.6,"(+/- 2.2 )",21.3,"(+/- 2.5 )",27.1,"(+/- 2.7 )",34.5,"(+/- 2.9 )",27.2,"(+/- 2.9 )",28.0,"(+/- 2.7 )",19.4,"(+/- 2.1 )",16.4,"(+/- 1.9 )",29.7,"(+/- 2.7 )",35.8,"(+/- 3.5 )",31.3,"(+/- 2.3 )",25.5,"(+/- 2.8 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",186979,"(+/- 4621 )",211644,"(+/- 11540 )",254989,"(+/- 4993 )",185264,"(+/- 5191 )",186519,"(+/- 6886 )",220587,"(+/- 8891 )",206904,"(+/- 14536 )",227908,"(+/- 6651 )",227821,"(+/- 13803 )",241025,"(+/- 11425 )",196199,"(+/- 5567 )",203445,"(+/- 8828 )",175895,"(+/- 5485 )",192342,"(+/- 5888 )",240795,"(+/- 9001 )",220925,"(+/- 6021 )",245579,"(+/- 6381 )",216637,"(+/- 11785 )",213993,"(+/- 6414 )",248533,"(+/- 11741 )",194501,"(+/- 9914 )",276344,"(+/- 10235 )",214245,"(+/- 8653 )",194472,"(+/- 8633 )",200367,"(+/- 10980 )",261534,"(+/- 5762 )",182477,"(+/- 5153 )",229808,"(+/- 8821 )",218642,"(+/- 10910 )",220549,"(+/- 9039 )",234390,"(+/- 5983 )",189114,"(+/- 9853 )",219697,"(+/- 10232 )",204914,"(+/- 7921 )",206964,"(+/- 10590 )",183599,"(+/- 8087 )"
Education,"School Enrollment","Nursery school, preschool",9376,"(+/- 1741 )",12910,"(+/- 2436 )",17356,"(+/- 2636 )",8620,"(+/- 1371 )",11352,"(+/- 1911 )",7985,"(+/- 1670 )",13101,"(+/- 2344 )",13578,"(+/- 2223 )",11685,"(+/- 2716 )",19117,"(+/- 3611 )",10152,"(+/- 1995 )",11591,"(+/- 2120 )",10039,"(+/- 1641 )",11598,"(+/- 1985 )",13468,"(+/- 2123 )",8082,"(+/- 1806 )",11560,"(+/- 2114 )",13349,"(+/- 2485 )",12635,"(+/- 1872 )",12285,"(+/- 2143 )",12774,"(+/- 2290 )",19785,"(+/- 2584 )",11356,"(+/- 1722 )",12821,"(+/- 2097 )",13481,"(+/- 1949 )",17771,"(+/- 2388 )",10081,"(+/- 1511 )",14988,"(+/- 2636 )",12318,"(+/- 2109 )",12655,"(+/- 2251 )",13999,"(+/- 2073 )",12269,"(+/- 2092 )",11460,"(+/- 2100 )",14062,"(+/- 2345 )",11083,"(+/- 2247 )",10419,"(+/- 2375 )"
Education,"School Enrollment",Kindergarten,10145,"(+/- 1897 )",9789,"(+/- 1897 )",12312,"(+/- 1991 )",9660,"(+/- 1752 )",11897,"(+/- 2106 )",11458,"(+/- 2177 )",10547,"(+/- 2112 )",12859,"(+/- 2365 )",12151,"(+/- 3011 )",10336,"(+/- 1956 )",11673,"(+/- 2102 )",11604,"(+/- 2020 )",6842,"(+/- 1381 )",10593,"(+/- 1896 )",13557,"(+/- 2264 )",11495,"(+/- 1884 )",7725,"(+/- 1299 )",12664,"(+/- 2083 )",9353,"(+/- 1619 )",12790,"(+/- 2357 )",10142,"(+/- 1794 )",13262,"(+/- 2446 )",10690,"(+/- 2044 )",9843,"(+/- 1768 )",10041,"(+/- 1892 )",14004,"(+/- 1827 )",11323,"(+/- 2292 )",12349,"(+/- 1612 )",14269,"(+/- 2363 )",11744,"(+/- 2419 )",13650,"(+/- 2139 )",9917,"(+/- 1734 )",13273,"(+/- 2173 )",12473,"(+/- 2403 )",9181,"(+/- 1902 )",10333,"(+/- 2082 )"
