Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",65085,"(+/- 2505 )",95993,"(+/- 2599 )",65361,"(+/- 2489 )",101686,"(+/- 3129 )",68463,"(+/- 2531 )",72516,"(+/- 2250 )",66905,"(+/- 1977 )",71976,"(+/- 1985 )",96230,"(+/- 3083 )",68509,"(+/- 1849 )",67441,"(+/- 2300 )",82893,"(+/- 2387 )",71395,"(+/- 1964 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",744096,"(+/- 8376 )",849369,"(+/- 11501 )",701825,"(+/- 6468 )",864550,"(+/- 9485 )",752388,"(+/- 3617 )",765830,"(+/- 8808 )",796664,"(+/- 7440 )",757192,"(+/- 6296 )",781627,"(+/- 10098 )",754420,"(+/- 6275 )",759432,"(+/- 5705 )",876055,"(+/- 8302 )",780273,"(+/- 9844 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",658703,"(+/- 8552 )",770747,"(+/- 11416 )",625575,"(+/- 8233 )",791113,"(+/- 12026 )",674617,"(+/- 6555 )",685080,"(+/- 9851 )",703094,"(+/- 9293 )",686547,"(+/- 7824 )",702929,"(+/- 11340 )",677294,"(+/- 7742 )",663001,"(+/- 7913 )",755413,"(+/- 10183 )",697562,"(+/- 10410 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",469666,"(+/- 10809 )",621414,"(+/- 12442 )",472384,"(+/- 12361 )",674705,"(+/- 13653 )",496667,"(+/- 10121 )",498764,"(+/- 11545 )",504597,"(+/- 11385 )",512314,"(+/- 11150 )",532542,"(+/- 12181 )",495703,"(+/- 10122 )",479753,"(+/- 10319 )",582263,"(+/- 10480 )",514307,"(+/- 12143 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",280614,"(+/- 9895 )",248399,"(+/- 9686 )",273908,"(+/- 8543 )",197677,"(+/- 10484 )",276136,"(+/- 8010 )",284980,"(+/- 9100 )",331563,"(+/- 9291 )",283049,"(+/- 8470 )",260236,"(+/- 7982 )",282861,"(+/- 7210 )",308011,"(+/- 6749 )",233092,"(+/- 9803 )",276192,"(+/- 9194 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",85393,"(+/- 5701 )",78622,"(+/- 7281 )",76250,"(+/- 6223 )",73437,"(+/- 7641 )",77771,"(+/- 5870 )",80750,"(+/- 5780 )",93570,"(+/- 6529 )",70645,"(+/- 5746 )",78698,"(+/- 5671 )",77126,"(+/- 5875 )",96431,"(+/- 7365 )",120642,"(+/- 8193 )",82711,"(+/- 6801 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",174060,"(+/- 4052 )",231925,"(+/- 7568 )",173279,"(+/- 2863 )",203618,"(+/- 6768 )",170929,"(+/- 2314 )",182452,"(+/- 5595 )",175913,"(+/- 4211 )",201688,"(+/- 3786 )",211464,"(+/- 5883 )",167935,"(+/- 3535 )",151414,"(+/- 3360 )",216776,"(+/- 4930 )",184867,"(+/- 5440 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",8038,"(+/- 2163 )",12094,"(+/- 3370 )",12202,"(+/- 2759 )",10543,"(+/- 3017 )",7591,"(+/- 2585 )",7503,"(+/- 1977 )",7984,"(+/- 2384 )",7855,"(+/- 1877 )",11151,"(+/- 2297 )",10100,"(+/- 2277 )",9676,"(+/- 2414 )",15086,"(+/- 3264 )",10239,"(+/- 2364 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",13.6,"(+/- 1.6 )",6.3,"(+/- 1.0 )",11.8,"(+/- 1.4 )",5.8,"(+/- 1.1 )",11.6,"(+/- 1.3 )",10.4,"(+/- 1.5 )",12.3,"(+/- 1.4 )",11.1,"(+/- 1.1 )",9.2,"(+/- 0.8 )",10.0,"(+/- 1.2 )",9.7,"(+/- 1.0 )",9.8,"(+/- 1.1 )",11.5,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",21.9,"(+/- 2.9 )",9.0,"(+/- 1.7 )",19.4,"(+/- 2.8 )",9.3,"(+/- 1.8 )",19.7,"(+/- 2.6 )",18.0,"(+/- 2.5 )",22.5,"(+/- 2.9 )",17.8,"(+/- 2.3 )",13.0,"(+/- 1.4 )",17.6,"(+/- 2.2 )",14.8,"(+/- 2.3 )",15.0,"(+/- 1.7 )",19.2,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",20.6,"(+/- 6.4 )",2.2,"(+/- 1.3 )",14.0,"(+/- 5.7 )",7.8,"(+/- 4.5 )",18.4,"(+/- 7.2 )",14.6,"(+/- 5.6 )",21.4,"(+/- 7.3 )",21.7,"(+/- 5.5 )",13.9,"(+/- 5.4 )",19.4,"(+/- 5.6 )",16.9,"(+/- 5.6 )",11.9,"(+/- 3.6 )",19.2,"(+/- 5.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",5.7,"(+/- 1.3 )",3.1,"(+/- 0.7 )",5.1,"(+/- 0.9 )",2.0,"(+/- 0.6 )",5.9,"(+/- 1.0 )",4.8,"(+/- 1.0 )",6.2,"(+/- 0.9 )",4.9,"(+/- 0.8 )",3.7,"(+/- 0.7 )",5.5,"(+/- 1.1 )",6.5,"(+/- 1.0 )",5.2,"(+/- 1.0 )",5.6,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.3,"(+/- 2.6 )",3.6,"(+/- 1.3 )",5.6,"(+/- 1.7 )",2.7,"(+/- 1.1 )",9.1,"(+/- 2.2 )",7.3,"(+/- 1.8 )",10.2,"(+/- 2.3 )",7.2,"(+/- 1.7 )",4.3,"(+/- 1.3 )",8.6,"(+/- 2.1 )",8.0,"(+/- 2.1 )",7.4,"(+/- 1.5 )",8.5,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",8.2,"(+/- 5.2 )",0.1,"(+/- 0.1 )",3.8,"(+/- 2.5 )",2.1,"(+/- 2.0 )",8.0,"(+/- 7.1 )",5.2,"(+/- 3.7 )",9.0,"(+/- 5.7 )",4.3,"(+/- 2.1 )",1.4,"(+/- 1.5 )",7.1,"(+/- 5.1 )",6.5,"(+/- 4.1 )",6.3,"(+/- 3.8 )",5.1,"(+/- 4.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",30.2,"(+/- 3.6 )",22.1,"(+/- 3.9 )",31.3,"(+/- 4.4 )",18.9,"(+/- 4.0 )",29.9,"(+/- 4.3 )",30.7,"(+/- 4.7 )",34.0,"(+/- 4.9 )",29.9,"(+/- 4.3 )",28.7,"(+/- 3.5 )",26.6,"(+/- 3.8 )",23.9,"(+/- 4.7 )",21.5,"(+/- 2.9 )",29.7,"(+/- 3.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",39.5,"(+/- 5.1 )",28.7,"(+/- 5.5 )",42.9,"(+/- 6.4 )",25.0,"(+/- 5.6 )",40.2,"(+/- 6.2 )",42.9,"(+/- 6.3 )",47.5,"(+/- 6.9 )",39.6,"(+/- 5.7 )",36.1,"(+/- 5.0 )",37.7,"(+/- 5.4 )",34.7,"(+/- 7.7 )",29.9,"(+/- 4.3 )",41.2,"(+/- 5.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",39.6,"(+/- 14.0 )",13.0,"(+/- 8.9 )",56.9,"(+/- 20.2 )",30.6,"(+/- 17.9 )",41.8,"(+/- 18.8 )",33.9,"(+/- 15.4 )",48.7,"(+/- 16.9 )",60.3,"(+/- 13.4 )",34.3,"(+/- 14.3 )",46.7,"(+/- 15.6 )",42.7,"(+/- 14.5 )",28.5,"(+/- 9.4 )",45.1,"(+/- 11.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",19.1,"(+/- 1.5 )",9.1,"(+/- 1.2 )",15.4,"(+/- 1.3 )",10.2,"(+/- 1.0 )",16.7,"(+/- 1.3 )",13.8,"(+/- 1.3 )",17.4,"(+/- 1.3 )",13.7,"(+/- 1.0 )",12.1,"(+/- 0.8 )",14.1,"(+/- 1.2 )",13.7,"(+/- 1.1 )",13.4,"(+/- 1.1 )",15.1,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",25.7,"(+/- 3.2 )",12.7,"(+/- 2.4 )",22.0,"(+/- 3.2 )",12.0,"(+/- 2.2 )",25.8,"(+/- 3.3 )",20.8,"(+/- 2.8 )",28.0,"(+/- 3.3 )",19.5,"(+/- 2.1 )",17.0,"(+/- 2.0 )",20.1,"(+/- 2.2 )",17.9,"(+/- 2.8 )",20.8,"(+/- 2.6 )",24.4,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",25.4,"(+/- 3.1 )",12.1,"(+/- 2.4 )",21.7,"(+/- 3.2 )",11.6,"(+/- 2.3 )",25.2,"(+/- 3.3 )",20.5,"(+/- 2.8 )",27.4,"(+/- 3.3 )",19.1,"(+/- 2.2 )",16.8,"(+/- 2.1 )",19.3,"(+/- 2.3 )",16.9,"(+/- 2.7 )",20.5,"(+/- 2.6 )",23.8,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",26.6,"(+/- 4.6 )",11.1,"(+/- 4.2 )",21.7,"(+/- 5.4 )",12.6,"(+/- 3.4 )",27.5,"(+/- 4.9 )",21.9,"(+/- 4.4 )",28.9,"(+/- 4.9 )",24.8,"(+/- 3.5 )",20.3,"(+/- 3.3 )",22.2,"(+/- 4.1 )",17.3,"(+/- 4.0 )",22.8,"(+/- 4.1 )",28.0,"(+/- 3.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",24.9,"(+/- 3.4 )",12.4,"(+/- 2.2 )",21.6,"(+/- 3.0 )",11.2,"(+/- 2.6 )",24.4,"(+/- 3.7 )",20.0,"(+/- 2.9 )",26.8,"(+/- 3.6 )",16.9,"(+/- 2.5 )",15.8,"(+/- 2.1 )",18.3,"(+/- 2.5 )",16.8,"(+/- 3.1 )",19.5,"(+/- 2.8 )",22.4,"(+/- 3.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",17.3,"(+/- 1.3 )",7.8,"(+/- 1.0 )",13.5,"(+/- 1.0 )",9.8,"(+/- 0.9 )",14.3,"(+/- 1.0 )",11.8,"(+/- 1.1 )",14.6,"(+/- 1.1 )",11.9,"(+/- 0.8 )",10.4,"(+/- 0.7 )",12.5,"(+/- 1.1 )",12.7,"(+/- 1.0 )",11.2,"(+/- 0.8 )",12.5,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",11.6,"(+/- 1.9 )",7.0,"(+/- 1.4 )",8.7,"(+/- 1.2 )",6.4,"(+/- 1.5 )",8.2,"(+/- 1.1 )",8.6,"(+/- 1.5 )",9.2,"(+/- 1.3 )",8.5,"(+/- 1.2 )",9.1,"(+/- 1.2 )",9.9,"(+/- 1.4 )",7.7,"(+/- 0.9 )",9.5,"(+/- 1.5 )",8.4,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",15.1,"(+/- 1.7 )",7.5,"(+/- 1.2 )",13.0,"(+/- 1.6 )",6.8,"(+/- 1.2 )",13.6,"(+/- 1.5 )",11.6,"(+/- 1.5 )",14.5,"(+/- 1.5 )",11.8,"(+/- 1.1 )",10.2,"(+/- 1.0 )",11.1,"(+/- 1.3 )",10.3,"(+/- 1.2 )",11.7,"(+/- 1.3 )",12.8,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",32.5,"(+/- 2.4 )",19.6,"(+/- 2.1 )",26.0,"(+/- 2.1 )",20.8,"(+/- 1.8 )",28.8,"(+/- 2.3 )",23.7,"(+/- 1.7 )",28.6,"(+/- 2.3 )",23.5,"(+/- 2.2 )",23.1,"(+/- 1.8 )",26.2,"(+/- 2.3 )",26.6,"(+/- 1.9 )",18.8,"(+/- 1.6 )",24.9,"(+/- 2.2 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",198568,"(+/- 5885 )",221192,"(+/- 6394 )",172929,"(+/- 5761 )",242960,"(+/- 6328 )",177282,"(+/- 4444 )",178638,"(+/- 6089 )",187144,"(+/- 6302 )",204628,"(+/- 5366 )",203594,"(+/- 5743 )",165266,"(+/- 4997 )",149824,"(+/- 4727 )",220894,"(+/- 6498 )",197121,"(+/- 6830 )"
Education,"School Enrollment","Nursery school, preschool",10959,"(+/- 1884 )",12522,"(+/- 2092 )",11400,"(+/- 1748 )",16199,"(+/- 2226 )",10201,"(+/- 1665 )",8344,"(+/- 1736 )",8372,"(+/- 1652 )",13106,"(+/- 1873 )",12375,"(+/- 1643 )",8363,"(+/- 1494 )",7765,"(+/- 1533 )",14803,"(+/- 2039 )",10074,"(+/- 1870 )"
Education,"School Enrollment",Kindergarten,8817,"(+/- 1824 )",14572,"(+/- 1990 )",9561,"(+/- 1981 )",10635,"(+/- 1437 )",8391,"(+/- 1701 )",9912,"(+/- 1942 )",7452,"(+/- 1816 )",8869,"(+/- 1272 )",9572,"(+/- 1394 )",9534,"(+/- 1454 )",9115,"(+/- 1694 )",11800,"(+/- 1946 )",9311,"(+/- 1704 )"
Education,"School Enrollment","Elementary school (grades 1-8)",70232,"(+/- 2943 )",98203,"(+/- 4397 )",76120,"(+/- 3238 )",80742,"(+/- 3762 )",70131,"(+/- 2363 )",75897,"(+/- 3776 )",78768,"(+/- 4014 )",82372,"(+/- 3290 )",92433,"(+/- 4128 )",70791,"(+/- 3230 )",63942,"(+/- 3361 )",88404,"(+/- 3383 )",78248,"(+/- 3595 )"
Education,"School Enrollment","High school (grades 9-12)",39668,"(+/- 2659 )",50917,"(+/- 2994 )",32406,"(+/- 2669 )",45699,"(+/- 3396 )",37413,"(+/- 2370 )",40687,"(+/- 3111 )",38746,"(+/- 2548 )",47247,"(+/- 3156 )",49996,"(+/- 3074 )",38176,"(+/- 2807 )",32630,"(+/- 1863 )",44376,"(+/- 2802 )",41366,"(+/- 2926 )"
Education,"School Enrollment","College or graduate school",68892,"(+/- 4751 )",44978,"(+/- 3560 )",43442,"(+/- 4154 )",89685,"(+/- 4383 )",51146,"(+/- 3229 )",43798,"(+/- 3559 )",53806,"(+/- 3924 )",53034,"(+/- 3981 )",39218,"(+/- 3021 )",38402,"(+/- 3611 )",36372,"(+/- 2937 )",61511,"(+/- 4495 )",58122,"(+/- 4574 )"
Education,"Educational Attainment","Population 25 years and over",515614,"(+/- 6412 )",573248,"(+/- 8160 )",503822,"(+/- 4880 )",585165,"(+/- 6345 )",526068,"(+/- 2898 )",534169,"(+/- 5810 )",567798,"(+/- 5679 )",530163,"(+/- 4732 )",530051,"(+/- 6232 )",542715,"(+/- 4683 )",564194,"(+/- 4751 )",588949,"(+/- 5262 )",540188,"(+/- 6156 )"
Education,"Educational Attainment","Less than 9th grade",28483,"(+/- 3192 )",18439,"(+/- 2903 )",19601,"(+/- 2534 )",19620,"(+/- 2949 )",27557,"(+/- 2474 )",27755,"(+/- 2579 )",25048,"(+/- 3179 )",18155,"(+/- 2696 )",22794,"(+/- 2157 )",20165,"(+/- 2386 )",22990,"(+/- 2664 )",33131,"(+/- 3869 )",21359,"(+/- 3152 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",46208,"(+/- 4276 )",32045,"(+/- 2980 )",40032,"(+/- 3398 )",21371,"(+/- 3488 )",46359,"(+/- 3488 )",42437,"(+/- 3955 )",45609,"(+/- 3885 )",36940,"(+/- 3305 )",39200,"(+/- 3042 )",48330,"(+/- 3304 )",50914,"(+/- 4135 )",34024,"(+/- 3687 )",46314,"(+/- 3744 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",147420,"(+/- 5733 )",137156,"(+/- 6625 )",139842,"(+/- 5170 )",78594,"(+/- 5110 )",150094,"(+/- 5739 )",152767,"(+/- 6303 )",155193,"(+/- 6743 )",142901,"(+/- 6740 )",125792,"(+/- 5022 )",159577,"(+/- 5996 )",163459,"(+/- 5635 )",106704,"(+/- 6179 )",142861,"(+/- 6484 )"
Education,"Educational Attainment","Some college, no degree",98932,"(+/- 5274 )",117245,"(+/- 5966 )",122042,"(+/- 6332 )",90449,"(+/- 5356 )",111004,"(+/- 4631 )",116301,"(+/- 5094 )",128864,"(+/- 5973 )",125010,"(+/- 5295 )",105358,"(+/- 5040 )",117159,"(+/- 5920 )",119733,"(+/- 5629 )",125983,"(+/- 5881 )",119007,"(+/- 5683 )"
Education,"Educational Attainment","Associate's degree",45665,"(+/- 3183 )",61053,"(+/- 4970 )",56871,"(+/- 3687 )",40330,"(+/- 3187 )",52584,"(+/- 3771 )",58455,"(+/- 4039 )",62524,"(+/- 5186 )",59796,"(+/- 4010 )",44439,"(+/- 3096 )",60382,"(+/- 3552 )",58517,"(+/- 3562 )",48181,"(+/- 3771 )",52219,"(+/- 3642 )"
Education,"Educational Attainment","Bachelor's degree",86634,"(+/- 4930 )",136263,"(+/- 5900 )",82281,"(+/- 4624 )",196760,"(+/- 7685 )",88470,"(+/- 4983 )",90190,"(+/- 5760 )",101082,"(+/- 6360 )",95080,"(+/- 5235 )",126270,"(+/- 4546 )",91955,"(+/- 4943 )",92976,"(+/- 5393 )",160635,"(+/- 6995 )",106082,"(+/- 5638 )"
Education,"Educational Attainment","Graduate or professional degree",62272,"(+/- 4100 )",71047,"(+/- 4177 )",43153,"(+/- 3229 )",138041,"(+/- 5723 )",50000,"(+/- 3580 )",46264,"(+/- 3459 )",49478,"(+/- 3481 )",52281,"(+/- 3809 )",66198,"(+/- 3506 )",45147,"(+/- 2920 )",55605,"(+/- 4289 )",80291,"(+/- 4932 )",52346,"(+/- 3454 )"
Education,"Educational Attainment","Percent high school graduate or higher",85.5,"(+/- 0.8 )",91.2,"(+/- 0.7 )",88.2,"(+/- 0.8 )",93.0,"(+/- 0.7 )",85.9,"(+/- 0.8 )",86.9,"(+/- 0.8 )",87.6,"(+/- 0.9 )",89.6,"(+/- 0.8 )",88.3,"(+/- 0.7 )",87.4,"(+/- 0.7 )",86.9,"(+/- 0.9 )",88.6,"(+/- 0.8 )",87.5,"(+/- 0.9 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",28.9,"(+/- 1.2 )",36.2,"(+/- 1.2 )",24.9,"(+/- 1.1 )",57.2,"(+/- 1.3 )",26.3,"(+/- 1.1 )",25.5,"(+/- 1.1 )",26.5,"(+/- 1.3 )",27.8,"(+/- 1.1 )",36.3,"(+/- 0.9 )",25.3,"(+/- 1.0 )",26.3,"(+/- 1.3 )",40.9,"(+/- 1.2 )",29.3,"(+/- 1.1 )"
