Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE"
Education,"School Enrollment","Nursery school, preschool",10186,"(+/- 1406 )",11588,"(+/- 1746 )",10972,"(+/- 1796 )",9293,"(+/- 1734 )",11267,"(+/- 1603 )",9769,"(+/- 1905 )",11397,"(+/- 1721 )",14288,"(+/- 1743 )",5968,"(+/- 1271 )",16632,"(+/- 1920 )",13547,"(+/- 1824 )"
Education,"School Enrollment",Kindergarten,10010,"(+/- 1687 )",8660,"(+/- 1394 )",9728,"(+/- 1412 )",8884,"(+/- 1583 )",7335,"(+/- 1320 )",8742,"(+/- 1472 )",10817,"(+/- 1762 )",9003,"(+/- 1228 )",7597,"(+/- 1385 )",12530,"(+/- 1739 )",9908,"(+/- 1437 )"
Education,"School Enrollment","Elementary school (grades 1-8)",91591,"(+/- 3722 )",70287,"(+/- 2740 )",75683,"(+/- 3724 )",65789,"(+/- 4483 )",65726,"(+/- 3516 )",70277,"(+/- 2606 )",84903,"(+/- 3998 )",69869,"(+/- 4196 )",56884,"(+/- 2613 )",104959,"(+/- 3640 )",83537,"(+/- 4876 )"
Education,"School Enrollment","High school (grades 9-12)",45145,"(+/- 2974 )",35733,"(+/- 2471 )",32652,"(+/- 2596 )",35742,"(+/- 3230 )",33677,"(+/- 2549 )",33309,"(+/- 2280 )",47665,"(+/- 2661 )",34728,"(+/- 3008 )",35229,"(+/- 2181 )",56156,"(+/- 2822 )",48469,"(+/- 3414 )"
Education,"School Enrollment","College or graduate school",51784,"(+/- 3547 )",54134,"(+/- 4446 )",66838,"(+/- 4201 )",57600,"(+/- 4250 )",56042,"(+/- 3308 )",65769,"(+/- 3512 )",38181,"(+/- 3481 )",55667,"(+/- 3620 )",61285,"(+/- 3252 )",51172,"(+/- 3854 )",59669,"(+/- 4946 )"
Education,"Educational Attainment","Population 25 years and over",547095,"(+/- 7405 )",501425,"(+/- 5385 )",493273,"(+/- 6871 )",525773,"(+/- 8751 )",520191,"(+/- 6230 )",511025,"(+/- 4166 )",554613,"(+/- 7797 )",569877,"(+/- 7285 )",495906,"(+/- 4273 )",568968,"(+/- 7433 )",533861,"(+/- 10281 )"
Education,"Educational Attainment","Less than 9th grade",19329,"(+/- 3135 )",11229,"(+/- 1903 )",15199,"(+/- 2532 )",21693,"(+/- 3007 )",21235,"(+/- 2182 )",20518,"(+/- 1909 )",22301,"(+/- 2325 )",25520,"(+/- 4056 )",31509,"(+/- 2728 )",18525,"(+/- 3051 )",22741,"(+/- 3194 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",28394,"(+/- 3443 )",23424,"(+/- 2798 )",35919,"(+/- 3927 )",45625,"(+/- 4703 )",45428,"(+/- 4067 )",40153,"(+/- 3849 )",30816,"(+/- 2825 )",15929,"(+/- 2438 )",48642,"(+/- 3972 )",20131,"(+/- 2785 )",24125,"(+/- 3243 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",142880,"(+/- 6585 )",109190,"(+/- 4757 )",136556,"(+/- 5830 )",145864,"(+/- 7445 )",159009,"(+/- 5677 )",173577,"(+/- 6126 )",133790,"(+/- 6410 )",72212,"(+/- 6441 )",161352,"(+/- 6551 )",88953,"(+/- 4835 )",74678,"(+/- 4201 )"
Education,"Educational Attainment","Some college, no degree",107587,"(+/- 5620 )",124556,"(+/- 4803 )",122016,"(+/- 5949 )",113515,"(+/- 6031 )",100966,"(+/- 4813 )",92172,"(+/- 4772 )",104074,"(+/- 5416 )",64715,"(+/- 4091 )",100684,"(+/- 5141 )",83057,"(+/- 5094 )",78196,"(+/- 5027 )"
Education,"Educational Attainment","Associate's degree",42569,"(+/- 3416 )",47761,"(+/- 3742 )",47967,"(+/- 3700 )",41357,"(+/- 3305 )",40363,"(+/- 3032 )",41409,"(+/- 3225 )",38969,"(+/- 3181 )",32402,"(+/- 2763 )",48019,"(+/- 3618 )",36940,"(+/- 3025 )",35810,"(+/- 3552 )"
Education,"Educational Attainment","Bachelor's degree",126296,"(+/- 5363 )",111346,"(+/- 5605 )",83617,"(+/- 4426 )",97437,"(+/- 4491 )",88915,"(+/- 4802 )",88029,"(+/- 4832 )",136928,"(+/- 6287 )",171243,"(+/- 5493 )",60774,"(+/- 3990 )",173617,"(+/- 5728 )",157839,"(+/- 5780 )"
Education,"Educational Attainment","Graduate or professional degree",80040,"(+/- 4509 )",73919,"(+/- 3909 )",51999,"(+/- 3779 )",60282,"(+/- 3626 )",64275,"(+/- 3718 )",55167,"(+/- 4371 )",87735,"(+/- 4987 )",187856,"(+/- 5103 )",44926,"(+/- 3826 )",147745,"(+/- 6668 )",140472,"(+/- 5947 )"
Education,"Educational Attainment","Percent high school graduate or higher",91.3,"(+/- 0.8 )",93.1,"(+/- 0.6 )",89.6,"(+/- 1.0 )",87.2,"(+/- 1.0 )",87.2,"(+/- 0.9 )",88.1,"(+/- 0.8 )",90.4,"(+/- 0.6 )",92.7,"(+/- 0.8 )",83.8,"(+/- 1.0 )",93.2,"(+/- 0.7 )",91.2,"(+/- 0.8 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",37.7,"(+/- 1.2 )",36.9,"(+/- 1.2 )",27.5,"(+/- 1.1 )",30.0,"(+/- 1.0 )",29.4,"(+/- 1.0 )",28.0,"(+/- 1.2 )",40.5,"(+/- 1.2 )",63.0,"(+/- 1.1 )",21.3,"(+/- 1.1 )",56.5,"(+/- 1.3 )",55.9,"(+/- 1.3 )"
