Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
People,"Sex and Age","45 to 54 years",78507,"(+/- 2569 )",96438,"(+/- 2859 )",86806,"(+/- 2715 )",97357,"(+/- 2806 )",90269,"(+/- 4015 )",90146,"(+/- 4396 )",99177,"(+/- 3885 )",86197,"(+/- 4983 )",97763,"(+/- 4332 )",94973,"(+/- 2641 )",103207,"(+/- 3335 )",97942,"(+/- 2669 )",96601,"(+/- 3551 )",103376,"(+/- 3514 )",113840,"(+/- 3904 )",80355,"(+/- 3417 )",103005,"(+/- 5292 )",112079,"(+/- 4842 )",102166,"(+/- 4302 )",88309,"(+/- 1930 )",78001,"(+/- 4380 )",88753,"(+/- 3364 )",87146,"(+/- 4218 )",79775,"(+/- 1339 )",99570,"(+/- 4831 )",93099,"(+/- 1852 )",101204,"(+/- 4967 )",108508,"(+/- 5892 )",94746,"(+/- 4854 )",105577,"(+/- 6336 )",88746,"(+/- 4966 )",97343,"(+/- 4930 )",93829,"(+/- 5010 )",90065,"(+/- 4597 )",98006,"(+/- 4517 )",96704,"(+/- 4168 )",94670,"(+/- 5399 )",93886,"(+/- 5028 )",96475,"(+/- 5078 )",93437,"(+/- 5495 )",92037,"(+/- 4344 )",104541,"(+/- 4455 )",98586,"(+/- 5431 )",85289,"(+/- 4220 )",112644,"(+/- 5128 )",91091,"(+/- 4403 )",101885,"(+/- 6001 )",109097,"(+/- 4843 )",97404,"(+/- 4591 )",94468,"(+/- 5119 )",90157,"(+/- 4539 )",97141,"(+/- 4034 )",95633,"(+/- 4714 )"
People,"Sex and Age","55 to 59 years",49933,"(+/- 2829 )",51226,"(+/- 2983 )",43813,"(+/- 2850 )",55763,"(+/- 2987 )",50881,"(+/- 3667 )",41795,"(+/- 2941 )",52807,"(+/- 2951 )",43478,"(+/- 3631 )",45167,"(+/- 2946 )",46040,"(+/- 2701 )",53155,"(+/- 3318 )",40992,"(+/- 2638 )",45655,"(+/- 3137 )",51919,"(+/- 3091 )",51133,"(+/- 3529 )",40354,"(+/- 2752 )",48797,"(+/- 3377 )",50565,"(+/- 3421 )",47034,"(+/- 3006 )",42337,"(+/- 2486 )",35798,"(+/- 2809 )",39285,"(+/- 2598 )",47950,"(+/- 3998 )",44830,"(+/- 2549 )",52047,"(+/- 3635 )",51664,"(+/- 2634 )",49755,"(+/- 3295 )",50770,"(+/- 3535 )",45147,"(+/- 3060 )",55023,"(+/- 3348 )",46504,"(+/- 4259 )",44769,"(+/- 2942 )",46086,"(+/- 3158 )",41779,"(+/- 3003 )",40384,"(+/- 3246 )",50439,"(+/- 3752 )",42229,"(+/- 3135 )",47385,"(+/- 3431 )",49746,"(+/- 3173 )",35254,"(+/- 3271 )",42964,"(+/- 3066 )",52046,"(+/- 3430 )",48960,"(+/- 4068 )",37827,"(+/- 3118 )",58667,"(+/- 3606 )",41335,"(+/- 2973 )",47026,"(+/- 3359 )",52937,"(+/- 3706 )",50674,"(+/- 3409 )",50213,"(+/- 3524 )",42922,"(+/- 2776 )",47366,"(+/- 3448 )",42425,"(+/- 3796 )"
People,"Sex and Age","60 to 64 years",55886,"(+/- 2759 )",54611,"(+/- 2876 )",47329,"(+/- 2932 )",57664,"(+/- 2906 )",53731,"(+/- 3597 )",42357,"(+/- 3165 )",48662,"(+/- 3237 )",46962,"(+/- 3792 )",44252,"(+/- 3222 )",41043,"(+/- 3263 )",49035,"(+/- 3112 )",45642,"(+/- 2688 )",42004,"(+/- 2613 )",47970,"(+/- 3028 )",45438,"(+/- 3069 )",34682,"(+/- 2782 )",44527,"(+/- 3508 )",44455,"(+/- 3002 )",42705,"(+/- 2967 )",42834,"(+/- 2274 )",27676,"(+/- 2624 )",38971,"(+/- 2556 )",43797,"(+/- 3382 )",45443,"(+/- 2575 )",43059,"(+/- 3763 )",43705,"(+/- 2215 )",43920,"(+/- 2907 )",43936,"(+/- 3304 )",37005,"(+/- 3265 )",44188,"(+/- 3250 )",37029,"(+/- 3156 )",44137,"(+/- 3061 )",44422,"(+/- 3487 )",40374,"(+/- 3934 )",33150,"(+/- 2772 )",51000,"(+/- 4188 )",41527,"(+/- 3057 )",41264,"(+/- 3125 )",45693,"(+/- 3364 )",29041,"(+/- 2543 )",34350,"(+/- 2605 )",39507,"(+/- 2977 )",41367,"(+/- 3507 )",37606,"(+/- 3100 )",45725,"(+/- 4451 )",34816,"(+/- 2924 )",45550,"(+/- 3454 )",47852,"(+/- 3545 )",46809,"(+/- 3966 )",47680,"(+/- 3318 )",35783,"(+/- 3176 )",42707,"(+/- 3451 )",45498,"(+/- 4515 )"
People,"Sex and Age","65 to 74 years",92231,"(+/- 1967 )",94638,"(+/- 2704 )",63331,"(+/- 2278 )",95204,"(+/- 2238 )",78732,"(+/- 3438 )",56760,"(+/- 3021 )",70177,"(+/- 2853 )",57208,"(+/- 2892 )",60915,"(+/- 3261 )",59567,"(+/- 2220 )",73560,"(+/- 2407 )",63784,"(+/- 2055 )",65240,"(+/- 3002 )",70265,"(+/- 2803 )",62913,"(+/- 3217 )",45661,"(+/- 2104 )",52632,"(+/- 3609 )",63986,"(+/- 3869 )",61716,"(+/- 3511 )",62238,"(+/- 1620 )",37713,"(+/- 3200 )",59046,"(+/- 2675 )",57655,"(+/- 3168 )",73909,"(+/- 1054 )",58014,"(+/- 3794 )",63663,"(+/- 1939 )",68813,"(+/- 4260 )",60001,"(+/- 3899 )",48096,"(+/- 3221 )",67210,"(+/- 4143 )",54976,"(+/- 3335 )",55897,"(+/- 3802 )",72551,"(+/- 4007 )",52338,"(+/- 3771 )",46453,"(+/- 3037 )",96092,"(+/- 4333 )",51035,"(+/- 3248 )",57611,"(+/- 4103 )",66864,"(+/- 4424 )",41345,"(+/- 3259 )",45180,"(+/- 3788 )",54166,"(+/- 3543 )",55156,"(+/- 3083 )",45709,"(+/- 3052 )",70097,"(+/- 4092 )",44165,"(+/- 2730 )",52449,"(+/- 3390 )",70129,"(+/- 3591 )",68705,"(+/- 3960 )",63969,"(+/- 4284 )",50610,"(+/- 3356 )",66351,"(+/- 4204 )",59735,"(+/- 4006 )"
People,"Sex and Age","75 to 84 years",47578,"(+/- 2447 )",42444,"(+/- 2252 )",30557,"(+/- 2044 )",46131,"(+/- 2471 )",36992,"(+/- 2727 )",25943,"(+/- 2248 )",35219,"(+/- 2472 )",29289,"(+/- 2487 )",30979,"(+/- 2274 )",28022,"(+/- 1610 )",38637,"(+/- 2602 )",33030,"(+/- 1949 )",30395,"(+/- 2357 )",36054,"(+/- 2353 )",31034,"(+/- 2659 )",22683,"(+/- 2125 )",30423,"(+/- 3067 )",32944,"(+/- 2513 )",29599,"(+/- 2548 )",29160,"(+/- 1956 )",19570,"(+/- 2027 )",26521,"(+/- 2393 )",29447,"(+/- 2133 )",37334,"(+/- 1906 )",26975,"(+/- 3187 )",31581,"(+/- 2303 )",37295,"(+/- 3040 )",35056,"(+/- 3491 )",25362,"(+/- 2271 )",34030,"(+/- 2381 )",24209,"(+/- 2730 )",29163,"(+/- 3010 )",38037,"(+/- 2972 )",26680,"(+/- 2591 )",20666,"(+/- 2284 )",54463,"(+/- 3210 )",27994,"(+/- 2723 )",33513,"(+/- 3046 )",30658,"(+/- 2453 )",17991,"(+/- 2311 )",19525,"(+/- 2448 )",33458,"(+/- 2854 )",25131,"(+/- 2709 )",19911,"(+/- 1969 )",35201,"(+/- 2240 )",20173,"(+/- 2551 )",26681,"(+/- 2275 )",39053,"(+/- 2685 )",38271,"(+/- 3573 )",33739,"(+/- 2881 )",26419,"(+/- 2207 )",32880,"(+/- 2866 )",27196,"(+/- 3243 )"
People,"Sex and Age","85 years and over",16073,"(+/- 1700 )",16421,"(+/- 1791 )",13330,"(+/- 1701 )",18546,"(+/- 2201 )",14483,"(+/- 1521 )",13045,"(+/- 1898 )",14795,"(+/- 1933 )",10476,"(+/- 1744 )",11330,"(+/- 1708 )",11294,"(+/- 1660 )",15084,"(+/- 2005 )",19400,"(+/- 2056 )",12426,"(+/- 1684 )",19325,"(+/- 2338 )",12930,"(+/- 1815 )",9790,"(+/- 1562 )",13023,"(+/- 2003 )",19265,"(+/- 2253 )",11658,"(+/- 1436 )",12582,"(+/- 1580 )",7331,"(+/- 1248 )",13776,"(+/- 1679 )",11477,"(+/- 1602 )",16220,"(+/- 1958 )",8800,"(+/- 1317 )",16413,"(+/- 1968 )",20949,"(+/- 2524 )",15679,"(+/- 2065 )",8910,"(+/- 1529 )",17881,"(+/- 2107 )",9201,"(+/- 1580 )",11504,"(+/- 1647 )",21452,"(+/- 2461 )",14830,"(+/- 1903 )",7379,"(+/- 1277 )",21007,"(+/- 1950 )",13847,"(+/- 2122 )",16426,"(+/- 2062 )",14340,"(+/- 1994 )",8087,"(+/- 1490 )",8830,"(+/- 1451 )",11886,"(+/- 2268 )",12257,"(+/- 1981 )",9704,"(+/- 1431 )",17525,"(+/- 3080 )",10252,"(+/- 1579 )",12125,"(+/- 1931 )",18592,"(+/- 2674 )",15853,"(+/- 2305 )",14500,"(+/- 2016 )",11343,"(+/- 1511 )",13389,"(+/- 2208 )",12539,"(+/- 1740 )"
People,"Sex and Age","Median age (years)",42.8,"(+/- 0.7 )",44.4,"(+/- 0.6 )",34.9,"(+/- 0.5 )",44.1,"(+/- 0.6 )",40.7,"(+/- 0.6 )",34.0,"(+/- 0.5 )",38.9,"(+/- 0.6 )",35.3,"(+/- 0.8 )",35.2,"(+/- 0.5 )",35.0,"(+/- 0.4 )",40.0,"(+/- 0.7 )",37.9,"(+/- 0.4 )",36.7,"(+/- 0.4 )",40.1,"(+/- 0.5 )",38.4,"(+/- 0.5 )",30.5,"(+/- 0.4 )",36.4,"(+/- 0.6 )",40.0,"(+/- 0.7 )",36.8,"(+/- 0.6 )",35.1,"(+/- 0.2 )",30.4,"(+/- 0.5 )",32.6,"(+/- 0.5 )",34.7,"(+/- 0.7 )",36.1,"(+/- 0.3 )",37.1,"(+/- 0.9 )",37.9,"(+/- 0.4 )",41.4,"(+/- 0.6 )",40.5,"(+/- 0.6 )",35.3,"(+/- 0.6 )",39.2,"(+/- 0.7 )",33.4,"(+/- 0.7 )",37.0,"(+/- 0.8 )",40.8,"(+/- 0.9 )",35.3,"(+/- 0.5 )",32.1,"(+/- 0.7 )",44.3,"(+/- 1.1 )",35.4,"(+/- 0.7 )",37.3,"(+/- 0.7 )",38.4,"(+/- 0.8 )",32.3,"(+/- 0.5 )",31.0,"(+/- 0.6 )",34.8,"(+/- 0.6 )",35.8,"(+/- 0.6 )",32.7,"(+/- 0.7 )",39.5,"(+/- 0.7 )",32.7,"(+/- 0.4 )",37.5,"(+/- 0.7 )",42.6,"(+/- 0.8 )",39.5,"(+/- 0.9 )",37.5,"(+/- 0.8 )",33.2,"(+/- 0.6 )",37.0,"(+/- 0.6 )",34.9,"(+/- 0.6 )"
People,"Sex and Age","18 years and over",573300,"(+/- 4195 )",578755,"(+/- 5427 )",570949,"(+/- 5672 )",599447,"(+/- 5627 )",580764,"(+/- 8195 )",585378,"(+/- 9316 )",584378,"(+/- 8570 )",523964,"(+/- 9460 )",564922,"(+/- 6715 )",560216,"(+/- 4075 )",599988,"(+/- 6649 )",662533,"(+/- 6323 )",624932,"(+/- 5340 )",613658,"(+/- 7732 )",604628,"(+/- 7219 )",527163,"(+/- 9643 )",617687,"(+/- 11305 )",585243,"(+/- 9512 )",590197,"(+/- 11699 )",560525,"(+/- 5005 )",498817,"(+/- 12476 )",549984,"(+/- 9867 )",545868,"(+/- 10859 )",588511,"(+/- 1380 )",532181,"(+/- 10342 )",559174,"(+/- 3515 )",566944,"(+/- 9069 )",600523,"(+/- 13135 )",547435,"(+/- 13801 )",617691,"(+/- 16155 )",553659,"(+/- 9714 )",554860,"(+/- 10542 )",571323,"(+/- 10861 )",610324,"(+/- 13008 )",571198,"(+/- 10868 )",606006,"(+/- 8225 )",596845,"(+/- 16091 )",557180,"(+/- 10389 )",568249,"(+/- 8844 )",521975,"(+/- 11128 )",568074,"(+/- 7671 )",595541,"(+/- 9172 )",576853,"(+/- 11918 )",523521,"(+/- 11260 )",626150,"(+/- 8896 )",554465,"(+/- 9466 )",563394,"(+/- 9685 )",584560,"(+/- 7596 )",570223,"(+/- 9480 )",574550,"(+/- 10941 )",558662,"(+/- 12597 )",616348,"(+/- 13929 )",631792,"(+/- 15920 )"
People,"Sex and Age","65 years and over",155882,"(+/- 2564 )",153503,"(+/- 3803 )",107218,"(+/- 2952 )",159881,"(+/- 2708 )",130207,"(+/- 4449 )",95748,"(+/- 3818 )",120191,"(+/- 3687 )",96973,"(+/- 3974 )",103224,"(+/- 4650 )",98883,"(+/- 2500 )",127281,"(+/- 3680 )",116214,"(+/- 2714 )",108061,"(+/- 3738 )",125644,"(+/- 3866 )",106877,"(+/- 4390 )",78134,"(+/- 2728 )",96078,"(+/- 4989 )",116195,"(+/- 4716 )",102973,"(+/- 3913 )",103980,"(+/- 1719 )",64614,"(+/- 3886 )",99343,"(+/- 3616 )",98579,"(+/- 4127 )",127463,"(+/- 971 )",93789,"(+/- 5245 )",111657,"(+/- 2237 )",127057,"(+/- 6398 )",110736,"(+/- 5550 )",82368,"(+/- 4775 )",119121,"(+/- 5251 )",88386,"(+/- 4253 )",96564,"(+/- 5738 )",132040,"(+/- 5320 )",93848,"(+/- 4283 )",74498,"(+/- 4515 )",171562,"(+/- 6367 )",92876,"(+/- 4853 )",107550,"(+/- 5263 )",111862,"(+/- 6034 )",67423,"(+/- 4511 )",73535,"(+/- 4816 )",99510,"(+/- 5195 )",92544,"(+/- 5066 )",75324,"(+/- 4076 )",122823,"(+/- 5378 )",74590,"(+/- 4142 )",91255,"(+/- 4287 )",127774,"(+/- 4769 )",122829,"(+/- 6213 )",112208,"(+/- 5107 )",88372,"(+/- 4004 )",112620,"(+/- 5165 )",99470,"(+/- 5698 )"
People,Race,"Total population",711282,"(+/- 5829 )",722370,"(+/- 5560 )",748104,"(+/- 6290 )",754525,"(+/- 7273 )",730955,"(+/- 8907 )",777985,"(+/- 11689 )",753640,"(+/- 10495 )",717107,"(+/- 10856 )",775148,"(+/- 7213 )",761485,"(+/- 4897 )",762290,"(+/- 8822 )",764043,"(+/- 7294 )",764304,"(+/- 4454 )",759415,"(+/- 9210 )",789174,"(+/- 7724 )",749967,"(+/- 13450 )",777468,"(+/- 13510 )",750295,"(+/- 13343 )",763028,"(+/- 15176 )",739352,"(+/- 6503 )",713625,"(+/- 16164 )",771095,"(+/- 14653 )",747852,"(+/- 14607 )",738707,"(+/- 1684 )",716257,"(+/- 11777 )",728927,"(+/- 4075 )",705509,"(+/- 8779 )",709450,"(+/- 16156 )",707741,"(+/- 17829 )",766513,"(+/- 21466 )",751527,"(+/- 11068 )",716199,"(+/- 11402 )",704818,"(+/- 14185 )",748812,"(+/- 15668 )",769589,"(+/- 11288 )",752138,"(+/- 7316 )",738174,"(+/- 20109 )",716331,"(+/- 13412 )",726541,"(+/- 9167 )",716470,"(+/- 13855 )",775626,"(+/- 7188 )",826801,"(+/- 9149 )",753696,"(+/- 15690 )",725177,"(+/- 15263 )",797608,"(+/- 8657 )",735139,"(+/- 9991 )",710853,"(+/- 11183 )",719486,"(+/- 7055 )",731513,"(+/- 10614 )",751551,"(+/- 11954 )",747510,"(+/- 16768 )",767172,"(+/- 16888 )",796701,"(+/- 18807 )"
People,Race,"One race",674378,"(+/- 6411 )",683625,"(+/- 6929 )",699133,"(+/- 7742 )",717767,"(+/- 8534 )",691525,"(+/- 9244 )",716643,"(+/- 12815 )",697317,"(+/- 11577 )",683694,"(+/- 12164 )",691244,"(+/- 9315 )",716653,"(+/- 6518 )",710352,"(+/- 10552 )",715266,"(+/- 9819 )",708480,"(+/- 6529 )",708146,"(+/- 9740 )",739380,"(+/- 8776 )",722768,"(+/- 12577 )",740981,"(+/- 13387 )",713316,"(+/- 13193 )",719514,"(+/- 16083 )",707525,"(+/- 7384 )",692702,"(+/- 16561 )",732903,"(+/- 14863 )",714146,"(+/- 14681 )",706085,"(+/- 4548 )",678404,"(+/- 13156 )",696031,"(+/- 6296 )",676948,"(+/- 9206 )",677874,"(+/- 15539 )",687654,"(+/- 18062 )",728684,"(+/- 20219 )",711963,"(+/- 11861 )",655052,"(+/- 13629 )",660643,"(+/- 12832 )",723523,"(+/- 15539 )",735572,"(+/- 12095 )",728648,"(+/- 7122 )",707478,"(+/- 20573 )",692376,"(+/- 13654 )",695543,"(+/- 9558 )",699198,"(+/- 14085 )",742944,"(+/- 8329 )",784410,"(+/- 10838 )",723173,"(+/- 15530 )",705462,"(+/- 15622 )",757484,"(+/- 9001 )",717724,"(+/- 9985 )",678993,"(+/- 11028 )",686738,"(+/- 8270 )",693385,"(+/- 10260 )",714725,"(+/- 11571 )",721661,"(+/- 16267 )",719998,"(+/- 15533 )",746752,"(+/- 18823 )"
People,Race,White,605294,"(+/- 6960 )",575564,"(+/- 8903 )",512748,"(+/- 8014 )",636599,"(+/- 8335 )",453797,"(+/- 13204 )",386232,"(+/- 12805 )",474784,"(+/- 12249 )",535884,"(+/- 14494 )",439731,"(+/- 11968 )",573461,"(+/- 9361 )",419654,"(+/- 11632 )",365047,"(+/- 6145 )",312333,"(+/- 10558 )",328620,"(+/- 11127 )",314637,"(+/- 12062 )",422040,"(+/- 14935 )",222919,"(+/- 11893 )",474238,"(+/- 12779 )",334224,"(+/- 13912 )",428821,"(+/- 13880 )",510358,"(+/- 15273 )",523341,"(+/- 16889 )",558772,"(+/- 14746 )",605269,"(+/- 6875 )",453617,"(+/- 14186 )",590235,"(+/- 8009 )",266686,"(+/- 9977 )",489020,"(+/- 15106 )",389138,"(+/- 13719 )",475246,"(+/- 14286 )",472619,"(+/- 14532 )",369379,"(+/- 14385 )",506075,"(+/- 11846 )",259995,"(+/- 11352 )",341427,"(+/- 15197 )",500142,"(+/- 10972 )",355343,"(+/- 13506 )",292100,"(+/- 11473 )",366507,"(+/- 15519 )",410493,"(+/- 14401 )",388905,"(+/- 14616 )",529560,"(+/- 14799 )",307860,"(+/- 15943 )",320876,"(+/- 15286 )",495939,"(+/- 13660 )",420031,"(+/- 17057 )",363923,"(+/- 11528 )",459456,"(+/- 11223 )",572343,"(+/- 10438 )",600933,"(+/- 12721 )",503283,"(+/- 17460 )",505924,"(+/- 13134 )",513966,"(+/- 17705 )"
People,Race,"Black or African American",12691,"(+/- 1599 )",11236,"(+/- 1806 )",42954,"(+/- 3515 )",10014,"(+/- 1540 )",47271,"(+/- 5049 )",99593,"(+/- 7133 )",55737,"(+/- 5763 )",61955,"(+/- 8345 )",69964,"(+/- 5989 )",24578,"(+/- 2977 )",65509,"(+/- 6003 )",39056,"(+/- 2775 )",126848,"(+/- 6372 )",21827,"(+/- 3175 )",40917,"(+/- 5547 )",39188,"(+/- 3808 )",16541,"(+/- 4292 )",16550,"(+/- 3786 )",23279,"(+/- 3587 )",14945,"(+/- 1484 )",30157,"(+/- 4244 )",26578,"(+/- 4463 )",44943,"(+/- 5285 )",14494,"(+/- 1409 )",52356,"(+/- 5870 )",14078,"(+/- 1592 )",28424,"(+/- 4677 )",15673,"(+/- 2762 )",27739,"(+/- 5095 )",38904,"(+/- 5917 )",76166,"(+/- 8700 )",19399,"(+/- 3166 )",29120,"(+/- 5775 )",44238,"(+/- 4464 )",42948,"(+/- 5044 )",34742,"(+/- 5339 )",153069,"(+/- 11676 )",26545,"(+/- 4644 )",19667,"(+/- 4284 )",32673,"(+/- 4599 )",69240,"(+/- 6247 )",51664,"(+/- 6426 )",160048,"(+/- 8891 )",111873,"(+/- 8276 )",12515,"(+/- 2913 )",16625,"(+/- 3511 )",54180,"(+/- 5806 )",12424,"(+/- 2918 )",21682,"(+/- 5706 )",17983,"(+/- 3799 )",51898,"(+/- 5893 )",27211,"(+/- 4416 )",63941,"(+/- 6409 )"
People,Race,"American Indian and Alaska Native",11320,"(+/- 1848 )",15063,"(+/- 2032 )",8233,"(+/- 2103 )",4749,"(+/- 1291 )",5791,"(+/- 2063 )",5130,"(+/- 1869 )",6801,"(+/- 2705 )",12982,"(+/- 3447 )",5821,"(+/- 2172 )",6704,"(+/- 1392 )",4286,"(+/- 1833 )",2208,"(+/- 954 )",5142,"(+/- 1228 )",2455,"(+/- 1589 )",3911,"(+/- 1360 )",8028,"(+/- 1870 )",3322,"(+/- 1438 )",2638,"(+/- 1144 )",5242,"(+/- 1767 )",7779,"(+/- 3264 )",7915,"(+/- 2486 )",9579,"(+/- 4164 )",7917,"(+/- 1802 )",8054,"(+/- 1807 )",4779,"(+/- 1869 )",4552,"(+/- 1373 )",2216,"(+/- 694 )",3765,"(+/- 1590 )",4958,"(+/- 1947 )",3759,"(+/- 1125 )",3930,"(+/- 1637 )",9652,"(+/- 3863 )",2800,"(+/- 1416 )",9874,"(+/- 2531 )",7224,"(+/- 2908 )",7241,"(+/- 1418 )",6731,"(+/- 3124 )",5145,"(+/- 1313 )",5376,"(+/- 2076 )",4818,"(+/- 1892 )",4023,"(+/- 1489 )",5827,"(+/- 1702 )",4743,"(+/- 2202 )",4247,"(+/- 1830 )",2200,"(+/- 1089 )",4291,"(+/- 1753 )",4766,"(+/- 2061 )",2217,"(+/- 872 )",3291,"(+/- 1704 )",8873,"(+/- 1704 )",4579,"(+/- 1382 )",3142,"(+/- 1291 )",2703,"(+/- 855 )"
People,Race,Asian,19443,"(+/- 2139 )",31398,"(+/- 2264 )",87457,"(+/- 5487 )",43292,"(+/- 2593 )",83384,"(+/- 5271 )",128292,"(+/- 8018 )",120343,"(+/- 6996 )",23511,"(+/- 5063 )",116574,"(+/- 7221 )",54882,"(+/- 5234 )",115716,"(+/- 6252 )",249380,"(+/- 7028 )",161671,"(+/- 8327 )",266053,"(+/- 6223 )",283643,"(+/- 9445 )",69456,"(+/- 6667 )",437632,"(+/- 13502 )",180901,"(+/- 7153 )",222621,"(+/- 9221 )",40200,"(+/- 2714 )",28192,"(+/- 4601 )",62678,"(+/- 5747 )",38586,"(+/- 4428 )",35385,"(+/- 1693 )",61896,"(+/- 6340 )",49488,"(+/- 2781 )",282449,"(+/- 9806 )",92452,"(+/- 7693 )",56157,"(+/- 6784 )",105314,"(+/- 8490 )",54119,"(+/- 6162 )",133003,"(+/- 8240 )",99123,"(+/- 6202 )",151348,"(+/- 9927 )",57508,"(+/- 6621 )",31560,"(+/- 5208 )",78857,"(+/- 6665 )",122674,"(+/- 9310 )",238123,"(+/- 10983 )",16858,"(+/- 3591 )",52523,"(+/- 5813 )",72564,"(+/- 6931 )",104116,"(+/- 8097 )",36898,"(+/- 5614 )",203292,"(+/- 8666 )",87238,"(+/- 8482 )",164178,"(+/- 10584 )",146976,"(+/- 9356 )",58447,"(+/- 7624 )",37033,"(+/- 5057 )",59053,"(+/- 6335 )",153271,"(+/- 9621 )",114377,"(+/- 10020 )"
People,Race,"Native Hawaiian and Other Pacific Islander",882,"(+/- 641 )",1003,"(+/- 404 )",7200,"(+/- 2111 )",1624,"(+/- 893 )",2829,"(+/- 1330 )",11778,"(+/- 2296 )",6811,"(+/- 1987 )",2262,"(+/- 1389 )",3279,"(+/- 1127 )",5838,"(+/- 969 )",3689,"(+/- 1814 )",1750,"(+/- 1091 )",5356,"(+/- 1466 )",9036,"(+/- 1082 )",9036,"(+/- 2208 )",1664,"(+/- 1498 )",1819,"(+/- 710 )",677,"(+/- 568 )",5519,"(+/- 1625 )",2653,"(+/- 519 )",1368,"(+/- 928 )",729,"(+/- 468 )",1575,"(+/- 646 )",735,"(+/- 517 )",1139,"(+/- 1020 )",1406,"(+/- 540 )",945,"(+/- 637 )",489,"(+/- 372 )",1385,"(+/- 1460 )",533,"(+/- 446 )",4024,"(+/- 1846 )",3683,"(+/- 2316 )",630,"(+/- 414 )",1538,"(+/- 1043 )",791,"(+/- 583 )",1644,"(+/- 1206 )",1491,"(+/- 708 )",3907,"(+/- 2359 )",919,"(+/- 588 )",721,"(+/- 443 )",1350,"(+/- 834 )",2543,"(+/- 1138 )",2583,"(+/- 1617 )",7805,"(+/- 2694 )",1134,"(+/- 748 )",906,"(+/- 670 )",5794,"(+/- 4134 )",2095,"(+/- 1567 )",2834,"(+/- 1654 )",4939,"(+/- 3271 )",3125,"(+/- 1659 )",2180,"(+/- 1204 )",4094,"(+/- 1455 )"
People,Race,"Some other race",24748,"(+/- 3815 )",49361,"(+/- 7653 )",40541,"(+/- 5207 )",21489,"(+/- 4638 )",98453,"(+/- 9357 )",85618,"(+/- 10293 )",32841,"(+/- 5187 )",47100,"(+/- 6350 )",55875,"(+/- 7738 )",51190,"(+/- 7391 )",101498,"(+/- 9612 )",57825,"(+/- 5281 )",97130,"(+/- 8733 )",80155,"(+/- 9630 )",87236,"(+/- 7879 )",182392,"(+/- 11534 )",58748,"(+/- 12221 )",38312,"(+/- 8143 )",128629,"(+/- 11907 )",213127,"(+/- 11960 )",114712,"(+/- 12148 )",109998,"(+/- 10616 )",62353,"(+/- 9068 )",42148,"(+/- 6292 )",104617,"(+/- 10114 )",36272,"(+/- 5815 )",96228,"(+/- 9035 )",76475,"(+/- 8182 )",208277,"(+/- 13521 )",104928,"(+/- 12366 )",101105,"(+/- 10004 )",119936,"(+/- 12295 )",22895,"(+/- 4467 )",256530,"(+/- 15336 )",285674,"(+/- 16306 )",153319,"(+/- 11117 )",111987,"(+/- 12079 )",242005,"(+/- 13661 )",64951,"(+/- 9232 )",233635,"(+/- 13548 )",226903,"(+/- 15600 )",122252,"(+/- 13470 )",143823,"(+/- 12900 )",223763,"(+/- 14789 )",42404,"(+/- 11179 )",188633,"(+/- 12667 )",86152,"(+/- 8730 )",63570,"(+/- 7137 )",34788,"(+/- 6344 )",44964,"(+/- 7577 )",99723,"(+/- 7652 )",28270,"(+/- 5520 )",47671,"(+/- 7255 )"
