Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Workers,"Commuting to Work",Walked,6914,"(+/- 1655 )",4933,"(+/- 1870 )",4052,"(+/- 1290 )",7191,"(+/- 1641 )",5684,"(+/- 1488 )",2815,"(+/- 1046 )",7553,"(+/- 1996 )",3715,"(+/- 1568 )",2524,"(+/- 1155 )",3862,"(+/- 970 )",1857,"(+/- 801 )",2432,"(+/- 892 )",6207,"(+/- 1256 )",6347,"(+/- 1435 )",5282,"(+/- 2105 )",3262,"(+/- 1161 )",4060,"(+/- 1165 )",2649,"(+/- 1140 )",2523,"(+/- 887 )",4802,"(+/- 1616 )",3623,"(+/- 1001 )",4468,"(+/- 1824 )",3027,"(+/- 839 )",4653,"(+/- 1490 )",7439,"(+/- 2605 )",3166,"(+/- 1054 )",15603,"(+/- 2842 )"
Workers,"Commuting to Work","Other means",6881,"(+/- 1831 )",5756,"(+/- 1777 )",6577,"(+/- 1592 )",9118,"(+/- 2442 )",7897,"(+/- 1992 )",7810,"(+/- 1944 )",7230,"(+/- 1678 )",7133,"(+/- 2041 )",6609,"(+/- 1491 )",9597,"(+/- 2661 )",5371,"(+/- 1697 )",6551,"(+/- 1509 )",10416,"(+/- 1750 )",7945,"(+/- 1576 )",5805,"(+/- 1720 )",6903,"(+/- 1996 )",5097,"(+/- 1343 )",8904,"(+/- 4387 )",9662,"(+/- 2270 )",7183,"(+/- 2146 )",8997,"(+/- 1990 )",14808,"(+/- 3263 )",7311,"(+/- 1643 )",12763,"(+/- 2178 )",5014,"(+/- 1292 )",12087,"(+/- 2105 )",17125,"(+/- 2930 )"
Workers,"Commuting to Work","Worked at home",24853,"(+/- 2670 )",12944,"(+/- 1914 )",21800,"(+/- 2869 )",32206,"(+/- 4161 )",12334,"(+/- 1678 )",27307,"(+/- 2994 )",27069,"(+/- 3000 )",21532,"(+/- 2660 )",20062,"(+/- 3035 )",14069,"(+/- 2113 )",16552,"(+/- 2649 )",23354,"(+/- 2634 )",24515,"(+/- 2595 )",27957,"(+/- 2754 )",22654,"(+/- 2892 )",30969,"(+/- 3077 )",19864,"(+/- 3123 )",25202,"(+/- 3055 )",23308,"(+/- 3221 )",8141,"(+/- 1556 )",25739,"(+/- 3383 )",31090,"(+/- 4122 )",25681,"(+/- 3561 )",9308,"(+/- 1695 )",24647,"(+/- 3441 )",15453,"(+/- 2680 )",28086,"(+/- 3422 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",25.7,"(+/- 0.8 )",24.9,"(+/- 0.8 )",26.7,"(+/- 0.8 )",25.6,"(+/- 0.6 )",25.6,"(+/- 0.7 )",26.8,"(+/- 0.7 )",26.3,"(+/- 0.6 )",24.9,"(+/- 0.7 )",32.5,"(+/- 0.8 )",28.4,"(+/- 0.9 )",28.3,"(+/- 1.0 )",30.9,"(+/- 0.8 )",22.9,"(+/- 0.6 )",27.4,"(+/- 0.5 )",28.2,"(+/- 0.8 )",26.8,"(+/- 0.6 )",26.7,"(+/- 0.8 )",26.3,"(+/- 0.9 )",26.1,"(+/- 0.9 )",27.8,"(+/- 0.7 )",27.7,"(+/- 0.7 )",26.8,"(+/- 0.7 )",29.9,"(+/- 0.7 )",32.5,"(+/- 0.9 )",30.0,"(+/- 0.8 )",36.8,"(+/- 0.8 )",31.1,"(+/- 0.7 )"
Workers,Occupation,"Civilian employed population 16 years and over",342278,"(+/- 7203 )",294622,"(+/- 6811 )",326986,"(+/- 7876 )",407484,"(+/- 10241 )",327803,"(+/- 8838 )",334566,"(+/- 7729 )",408191,"(+/- 10081 )",324921,"(+/- 7220 )",425126,"(+/- 13939 )",421421,"(+/- 13721 )",258759,"(+/- 9058 )",334861,"(+/- 8843 )",358124,"(+/- 8160 )",388994,"(+/- 10463 )",379850,"(+/- 12524 )",374926,"(+/- 8174 )",289895,"(+/- 11336 )",344847,"(+/- 10107 )",350251,"(+/- 8581 )",376962,"(+/- 9506 )",371002,"(+/- 10819 )",373836,"(+/- 9714 )",371553,"(+/- 9488 )",376273,"(+/- 11804 )",388156,"(+/- 9492 )",386223,"(+/- 10717 )",397030,"(+/- 11421 )"
Workers,Occupation,"Management, business, science, and arts occupations",127573,"(+/- 6250 )",99609,"(+/- 4546 )",125753,"(+/- 6196 )",178572,"(+/- 8639 )",102189,"(+/- 6458 )",106386,"(+/- 5869 )",179082,"(+/- 6696 )",125495,"(+/- 6115 )",136025,"(+/- 8595 )",140334,"(+/- 7896 )",75716,"(+/- 4199 )",131210,"(+/- 5697 )",135499,"(+/- 5424 )",156542,"(+/- 5815 )",125506,"(+/- 6678 )",139359,"(+/- 6207 )",81308,"(+/- 5603 )",128314,"(+/- 6964 )",120333,"(+/- 6743 )",98419,"(+/- 5860 )",130362,"(+/- 5899 )",152129,"(+/- 6577 )",161774,"(+/- 6799 )",97038,"(+/- 5257 )",104384,"(+/- 5664 )",120566,"(+/- 5196 )",165610,"(+/- 7070 )"
Workers,Occupation,"Service occupations",72002,"(+/- 5119 )",62490,"(+/- 4563 )",68349,"(+/- 5189 )",65447,"(+/- 5364 )",70519,"(+/- 4158 )",67407,"(+/- 5403 )",68336,"(+/- 5426 )",59455,"(+/- 5873 )",88306,"(+/- 6864 )",86138,"(+/- 7727 )",55342,"(+/- 3782 )",55370,"(+/- 3980 )",68160,"(+/- 5170 )",72835,"(+/- 6454 )",69377,"(+/- 5750 )",71172,"(+/- 5588 )",59248,"(+/- 5298 )",67822,"(+/- 6999 )",70905,"(+/- 5192 )",98768,"(+/- 5894 )",90964,"(+/- 7571 )",64922,"(+/- 5432 )",63029,"(+/- 5875 )",100684,"(+/- 6797 )",76048,"(+/- 5317 )",83731,"(+/- 6633 )",70131,"(+/- 5935 )"
Workers,Occupation,"Sales and office occupations",77097,"(+/- 4414 )",67331,"(+/- 4701 )",70611,"(+/- 5362 )",92202,"(+/- 6030 )",80356,"(+/- 5894 )",90008,"(+/- 5213 )",99773,"(+/- 6287 )",75456,"(+/- 5481 )",99775,"(+/- 6897 )",109816,"(+/- 8484 )",66854,"(+/- 5809 )",89777,"(+/- 6067 )",91644,"(+/- 4689 )",94632,"(+/- 5418 )",94040,"(+/- 5957 )",91566,"(+/- 5288 )",71568,"(+/- 6261 )",82363,"(+/- 6314 )",83996,"(+/- 5389 )",89354,"(+/- 6193 )",87622,"(+/- 5516 )",93857,"(+/- 6073 )",91225,"(+/- 5371 )",92972,"(+/- 6198 )",96311,"(+/- 6074 )",96945,"(+/- 5730 )",94377,"(+/- 6849 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",34517,"(+/- 3426 )",33102,"(+/- 3745 )",28184,"(+/- 3764 )",33153,"(+/- 4188 )",28767,"(+/- 3209 )",32912,"(+/- 3690 )",29459,"(+/- 3351 )",29033,"(+/- 3373 )",40470,"(+/- 4651 )",39644,"(+/- 5511 )",26041,"(+/- 3099 )",27698,"(+/- 2906 )",25125,"(+/- 2592 )",28956,"(+/- 3237 )",44052,"(+/- 4459 )",34447,"(+/- 3279 )",39742,"(+/- 4078 )",32695,"(+/- 4228 )",42801,"(+/- 5276 )",39401,"(+/- 4124 )",32527,"(+/- 3360 )",29978,"(+/- 3696 )",24841,"(+/- 3080 )",39321,"(+/- 4275 )",55609,"(+/- 4909 )",46077,"(+/- 3732 )",31406,"(+/- 3737 )"
Workers,Occupation,"Production, transportation, and material moving occupations",31089,"(+/- 3637 )",32090,"(+/- 3629 )",34089,"(+/- 3714 )",38110,"(+/- 4784 )",45972,"(+/- 4467 )",37853,"(+/- 4503 )",31541,"(+/- 3977 )",35482,"(+/- 4566 )",60550,"(+/- 5157 )",45489,"(+/- 5161 )",34806,"(+/- 3320 )",30806,"(+/- 3256 )",37696,"(+/- 3454 )",36029,"(+/- 3968 )",46875,"(+/- 4417 )",38382,"(+/- 3685 )",38029,"(+/- 3976 )",33653,"(+/- 4273 )",32216,"(+/- 4322 )",51020,"(+/- 4600 )",29527,"(+/- 3368 )",32950,"(+/- 3797 )",30684,"(+/- 3366 )",46258,"(+/- 4412 )",55804,"(+/- 4807 )",38904,"(+/- 4408 )",35506,"(+/- 4054 )"
Workers,Industry,"Civilian employed population 16 years and over",342278,"(+/- 7203 )",294622,"(+/- 6811 )",326986,"(+/- 7876 )",407484,"(+/- 10241 )",327803,"(+/- 8838 )",334566,"(+/- 7729 )",408191,"(+/- 10081 )",324921,"(+/- 7220 )",425126,"(+/- 13939 )",421421,"(+/- 13721 )",258759,"(+/- 9058 )",334861,"(+/- 8843 )",358124,"(+/- 8160 )",388994,"(+/- 10463 )",379850,"(+/- 12524 )",374926,"(+/- 8174 )",289895,"(+/- 11336 )",344847,"(+/- 10107 )",350251,"(+/- 8581 )",376962,"(+/- 9506 )",371002,"(+/- 10819 )",373836,"(+/- 9714 )",371553,"(+/- 9488 )",376273,"(+/- 11804 )",388156,"(+/- 9492 )",386223,"(+/- 10717 )",397030,"(+/- 11421 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",3654,"(+/- 1124 )",8619,"(+/- 2477 )",5202,"(+/- 1673 )",2951,"(+/- 1286 )",3066,"(+/- 913 )",3092,"(+/- 1145 )",721,"(+/- 617 )",2336,"(+/- 1146 )",2425,"(+/- 1070 )",1685,"(+/- 750 )",2323,"(+/- 970 )",1323,"(+/- 723 )",851,"(+/- 508 )",1430,"(+/- 581 )",6163,"(+/- 2017 )",4507,"(+/- 1604 )",9798,"(+/- 1963 )",2219,"(+/- 1290 )",1469,"(+/- 689 )",3473,"(+/- 1330 )",3527,"(+/- 1132 )",636,"(+/- 391 )",2092,"(+/- 1185 )",527,"(+/- 412 )",9501,"(+/- 3297 )",6223,"(+/- 1617 )",1724,"(+/- 887 )"
Workers,Industry,Construction,26943,"(+/- 3129 )",22303,"(+/- 2824 )",21157,"(+/- 2974 )",27112,"(+/- 3909 )",20459,"(+/- 2820 )",30169,"(+/- 3843 )",28372,"(+/- 3340 )",22726,"(+/- 3353 )",31925,"(+/- 4868 )",34545,"(+/- 5050 )",21577,"(+/- 2864 )",24480,"(+/- 2692 )",20221,"(+/- 2379 )",23147,"(+/- 2461 )",31706,"(+/- 3686 )",27127,"(+/- 3135 )",30006,"(+/- 3642 )",25935,"(+/- 4017 )",43738,"(+/- 5110 )",25424,"(+/- 3317 )",30455,"(+/- 3889 )",27797,"(+/- 2853 )",21601,"(+/- 3124 )",33385,"(+/- 3661 )",40320,"(+/- 4390 )",35431,"(+/- 3746 )",28216,"(+/- 3286 )"
Workers,Industry,Manufacturing,14098,"(+/- 2279 )",14354,"(+/- 1979 )",16072,"(+/- 2896 )",22358,"(+/- 2753 )",15419,"(+/- 2375 )",22119,"(+/- 2897 )",21637,"(+/- 2840 )",33365,"(+/- 3501 )",19766,"(+/- 3168 )",16472,"(+/- 2231 )",15274,"(+/- 2701 )",19100,"(+/- 2369 )",26751,"(+/- 2971 )",17924,"(+/- 2511 )",20824,"(+/- 2643 )",25530,"(+/- 2663 )",14528,"(+/- 2410 )",18479,"(+/- 3957 )",9449,"(+/- 2193 )",16078,"(+/- 3097 )",13382,"(+/- 2241 )",20458,"(+/- 2926 )",16838,"(+/- 2220 )",12324,"(+/- 2045 )",26533,"(+/- 3431 )",14502,"(+/- 2581 )",15807,"(+/- 3216 )"
Workers,Industry,"Wholesale trade",5953,"(+/- 1262 )",5334,"(+/- 1356 )",4583,"(+/- 1009 )",9620,"(+/- 2178 )",8746,"(+/- 1887 )",8627,"(+/- 1868 )",8857,"(+/- 1817 )",4483,"(+/- 1226 )",9114,"(+/- 1984 )",8900,"(+/- 2216 )",5468,"(+/- 1388 )",8581,"(+/- 1863 )",8825,"(+/- 1421 )",9259,"(+/- 1728 )",12137,"(+/- 2320 )",11533,"(+/- 2228 )",6629,"(+/- 1496 )",8496,"(+/- 1833 )",7424,"(+/- 2008 )",9087,"(+/- 1877 )",9063,"(+/- 1670 )",11598,"(+/- 1912 )",15742,"(+/- 2143 )",8203,"(+/- 1760 )",16160,"(+/- 2695 )",13321,"(+/- 2325 )",16859,"(+/- 2459 )"
Workers,Industry,"Retail trade",43052,"(+/- 4914 )",37187,"(+/- 3432 )",37887,"(+/- 3911 )",46035,"(+/- 4229 )",39975,"(+/- 4009 )",46679,"(+/- 4439 )",41232,"(+/- 3389 )",39275,"(+/- 3510 )",56396,"(+/- 5321 )",53868,"(+/- 6026 )",39120,"(+/- 3825 )",46103,"(+/- 4873 )",45986,"(+/- 4150 )",42528,"(+/- 4073 )",52611,"(+/- 4295 )",49334,"(+/- 4407 )",44299,"(+/- 4397 )",45082,"(+/- 4620 )",48145,"(+/- 4841 )",44238,"(+/- 3932 )",47491,"(+/- 4430 )",44778,"(+/- 4216 )",45925,"(+/- 3920 )",46950,"(+/- 4580 )",45024,"(+/- 4423 )",42661,"(+/- 4599 )",32464,"(+/- 3707 )"
Workers,Industry,"Transportation and warehousing, and utilities",16841,"(+/- 2391 )",14052,"(+/- 2433 )",16833,"(+/- 2691 )",24586,"(+/- 3507 )",21761,"(+/- 2374 )",16942,"(+/- 2525 )",18817,"(+/- 2741 )",14841,"(+/- 2573 )",33387,"(+/- 5076 )",23548,"(+/- 3248 )",15677,"(+/- 2309 )",14706,"(+/- 1908 )",15198,"(+/- 2318 )",21192,"(+/- 2790 )",22549,"(+/- 3020 )",16599,"(+/- 2638 )",13957,"(+/- 2428 )",18654,"(+/- 2917 )",16504,"(+/- 2606 )",32756,"(+/- 4110 )",17805,"(+/- 2992 )",21043,"(+/- 3306 )",25448,"(+/- 4336 )",32337,"(+/- 3186 )",32566,"(+/- 3284 )",27659,"(+/- 3198 )",31001,"(+/- 3106 )"
Workers,Industry,Information,3356,"(+/- 1152 )",4607,"(+/- 1566 )",4646,"(+/- 1531 )",6193,"(+/- 1499 )",3788,"(+/- 1239 )",5193,"(+/- 1231 )",12449,"(+/- 2107 )",4762,"(+/- 1696 )",7396,"(+/- 1980 )",9389,"(+/- 1988 )",3414,"(+/- 1321 )",5647,"(+/- 1356 )",5792,"(+/- 1150 )",7299,"(+/- 1547 )",6288,"(+/- 1958 )",6477,"(+/- 1475 )",2610,"(+/- 997 )",7302,"(+/- 1952 )",5442,"(+/- 1526 )",6767,"(+/- 2047 )",6741,"(+/- 1415 )",8257,"(+/- 1653 )",7220,"(+/- 1564 )",6297,"(+/- 1561 )",6285,"(+/- 1439 )",5237,"(+/- 1327 )",8157,"(+/- 1555 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",26565,"(+/- 3511 )",14958,"(+/- 2431 )",21421,"(+/- 2965 )",47620,"(+/- 4271 )",22003,"(+/- 2732 )",25118,"(+/- 3315 )",36711,"(+/- 3051 )",19769,"(+/- 2694 )",25441,"(+/- 3611 )",25455,"(+/- 3531 )",14677,"(+/- 2180 )",29239,"(+/- 2966 )",32930,"(+/- 2833 )",46766,"(+/- 4333 )",29861,"(+/- 2955 )",30786,"(+/- 2905 )",16475,"(+/- 2653 )",20762,"(+/- 2273 )",27362,"(+/- 2781 )",23835,"(+/- 3094 )",26512,"(+/- 3012 )",32956,"(+/- 3280 )",31541,"(+/- 3158 )",21016,"(+/- 3364 )",24231,"(+/- 2583 )",28141,"(+/- 2575 )",41089,"(+/- 4176 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",35548,"(+/- 3701 )",28759,"(+/- 3413 )",31740,"(+/- 3644 )",55974,"(+/- 4497 )",39714,"(+/- 4157 )",36946,"(+/- 3377 )",67098,"(+/- 4209 )",44606,"(+/- 3857 )",48116,"(+/- 4410 )",57264,"(+/- 5318 )",29518,"(+/- 2959 )",49978,"(+/- 4439 )",48599,"(+/- 4247 )",58855,"(+/- 4105 )",45858,"(+/- 3680 )",51271,"(+/- 4448 )",33127,"(+/- 3921 )",48280,"(+/- 5366 )",47672,"(+/- 4133 )",46623,"(+/- 3939 )",62182,"(+/- 4793 )",66949,"(+/- 5319 )",55707,"(+/- 4292 )",48214,"(+/- 4406 )",49496,"(+/- 5717 )",47149,"(+/- 4766 )",62470,"(+/- 5295 )"
Workers,Industry,"Educational services, and health care and social assistance",74342,"(+/- 5148 )",63443,"(+/- 4118 )",99885,"(+/- 6164 )",84014,"(+/- 6150 )",72816,"(+/- 4001 )",70684,"(+/- 4576 )",88858,"(+/- 4967 )",68200,"(+/- 5367 )",82233,"(+/- 7034 )",72946,"(+/- 6346 )",55368,"(+/- 4531 )",75893,"(+/- 5048 )",75857,"(+/- 5009 )",86175,"(+/- 5176 )",73590,"(+/- 5821 )",77553,"(+/- 5600 )",57140,"(+/- 4534 )",76739,"(+/- 5759 )",70628,"(+/- 4935 )",84881,"(+/- 4962 )",70991,"(+/- 5038 )",67756,"(+/- 5045 )",75848,"(+/- 5157 )",77012,"(+/- 5520 )",64528,"(+/- 4967 )",86366,"(+/- 5429 )",77972,"(+/- 5002 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",47665,"(+/- 4328 )",32716,"(+/- 3209 )",33639,"(+/- 4500 )",43276,"(+/- 5226 )",35037,"(+/- 3645 )",37166,"(+/- 3603 )",48024,"(+/- 5002 )",39664,"(+/- 4527 )",71659,"(+/- 8032 )",85117,"(+/- 7368 )",28711,"(+/- 3298 )",30323,"(+/- 3044 )",42874,"(+/- 4631 )",41406,"(+/- 4652 )",46876,"(+/- 4647 )",42372,"(+/- 4112 )",33258,"(+/- 4367 )",35711,"(+/- 4365 )",43680,"(+/- 4823 )",43740,"(+/- 4277 )",48506,"(+/- 6208 )",39291,"(+/- 3823 )",37851,"(+/- 4246 )",51519,"(+/- 4397 )",40053,"(+/- 4744 )",37974,"(+/- 3859 )",44519,"(+/- 4666 )"
Workers,Industry,"Other services, except public administration",16335,"(+/- 2664 )",14792,"(+/- 2526 )",15866,"(+/- 2332 )",19485,"(+/- 2747 )",21047,"(+/- 2858 )",17438,"(+/- 2412 )",21174,"(+/- 3132 )",15839,"(+/- 3231 )",20408,"(+/- 3588 )",21059,"(+/- 2883 )",16885,"(+/- 2856 )",17793,"(+/- 2507 )",20166,"(+/- 2437 )",18629,"(+/- 2420 )",17630,"(+/- 2510 )",19195,"(+/- 2347 )",16219,"(+/- 2618 )",22964,"(+/- 4300 )",17178,"(+/- 2907 )",24434,"(+/- 3554 )",25228,"(+/- 3492 )",21467,"(+/- 2951 )",20277,"(+/- 2725 )",21686,"(+/- 3473 )",24400,"(+/- 3251 )",24186,"(+/- 3219 )",24137,"(+/- 3098 )"
Workers,Industry,"Public administration",27926,"(+/- 3555 )",33498,"(+/- 3515 )",18055,"(+/- 2676 )",18260,"(+/- 2816 )",23972,"(+/- 3120 )",14393,"(+/- 2123 )",14241,"(+/- 2655 )",15055,"(+/- 2461 )",16860,"(+/- 2919 )",11173,"(+/- 2183 )",10747,"(+/- 1729 )",11695,"(+/- 1963 )",14074,"(+/- 2004 )",14384,"(+/- 2213 )",13757,"(+/- 1969 )",12642,"(+/- 2093 )",11849,"(+/- 1822 )",14224,"(+/- 2693 )",11560,"(+/- 1923 )",15626,"(+/- 2635 )",9119,"(+/- 1742 )",10850,"(+/- 1579 )",15463,"(+/- 2877 )",16803,"(+/- 2694 )",9059,"(+/- 1629 )",17373,"(+/- 3092 )",12615,"(+/- 2198 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",342278,"(+/- 7203 )",294622,"(+/- 6811 )",326986,"(+/- 7876 )",407484,"(+/- 10241 )",327803,"(+/- 8838 )",334566,"(+/- 7729 )",408191,"(+/- 10081 )",324921,"(+/- 7220 )",425126,"(+/- 13939 )",421421,"(+/- 13721 )",258759,"(+/- 9058 )",334861,"(+/- 8843 )",358124,"(+/- 8160 )",388994,"(+/- 10463 )",379850,"(+/- 12524 )",374926,"(+/- 8174 )",289895,"(+/- 11336 )",344847,"(+/- 10107 )",350251,"(+/- 8581 )",376962,"(+/- 9506 )",371002,"(+/- 10819 )",373836,"(+/- 9714 )",371553,"(+/- 9488 )",376273,"(+/- 11804 )",388156,"(+/- 9492 )",386223,"(+/- 10717 )",397030,"(+/- 11421 )"
Workers,"Class of Worker","Private wage and salary workers",263952,"(+/- 7196 )",212393,"(+/- 6449 )",251651,"(+/- 7963 )",338366,"(+/- 10792 )",256937,"(+/- 7952 )",282183,"(+/- 7437 )",344995,"(+/- 10420 )",266703,"(+/- 7902 )",364636,"(+/- 13600 )",365023,"(+/- 12542 )",216086,"(+/- 9051 )",277707,"(+/- 8413 )",299182,"(+/- 7742 )",325298,"(+/- 10029 )",323090,"(+/- 12054 )",314169,"(+/- 8818 )",235618,"(+/- 10047 )",281842,"(+/- 10023 )",291464,"(+/- 7953 )",314165,"(+/- 10314 )",311541,"(+/- 10200 )",317066,"(+/- 9293 )",305473,"(+/- 8413 )",305858,"(+/- 11420 )",332400,"(+/- 9522 )",321838,"(+/- 9466 )",329749,"(+/- 10770 )"
Workers,"Class of Worker","Government workers",57680,"(+/- 4772 )",66044,"(+/- 4356 )",58771,"(+/- 5096 )",46697,"(+/- 4814 )",58109,"(+/- 4020 )",31486,"(+/- 3238 )",40843,"(+/- 4341 )",40093,"(+/- 4806 )",43916,"(+/- 4194 )",37249,"(+/- 4157 )",26784,"(+/- 3080 )",36941,"(+/- 3375 )",36740,"(+/- 3448 )",43646,"(+/- 3662 )",39438,"(+/- 3378 )",35952,"(+/- 2941 )",32890,"(+/- 3318 )",39362,"(+/- 3923 )",37420,"(+/- 3561 )",41960,"(+/- 4309 )",31687,"(+/- 3893 )",32957,"(+/- 3345 )",40887,"(+/- 4170 )",41989,"(+/- 4020 )",24897,"(+/- 2453 )",41790,"(+/- 4202 )",31574,"(+/- 3203 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",19386,"(+/- 2739 )",15424,"(+/- 2426 )",15998,"(+/- 3026 )",21717,"(+/- 3438 )",12403,"(+/- 1687 )",20370,"(+/- 2352 )",21592,"(+/- 3138 )",17374,"(+/- 2982 )",16415,"(+/- 2878 )",18554,"(+/- 3343 )",15068,"(+/- 2516 )",19903,"(+/- 2546 )",21648,"(+/- 2458 )",19540,"(+/- 2984 )",16756,"(+/- 2479 )",23748,"(+/- 3103 )",20620,"(+/- 2793 )",22228,"(+/- 3221 )",20504,"(+/- 2679 )",19994,"(+/- 3366 )",27256,"(+/- 3145 )",22891,"(+/- 2978 )",23741,"(+/- 3408 )",27753,"(+/- 3482 )",28925,"(+/- 3314 )",22213,"(+/- 2727 )",34880,"(+/- 4541 )"
Workers,"Class of Worker","Unpaid family workers",1260,"(+/- 885 )",761,"(+/- 466 )",566,"(+/- 391 )",704,"(+/- 403 )",354,"(+/- 329 )",527,"(+/- 444 )",761,"(+/- 709 )",751,"(+/- 433 )",159,"(+/- 191 )",595,"(+/- 444 )",821,"(+/- 734 )",310,"(+/- 217 )",554,"(+/- 304 )",510,"(+/- 361 )",566,"(+/- 321 )",1057,"(+/- 662 )",767,"(+/- 439 )",1415,"(+/- 881 )",863,"(+/- 603 )",843,"(+/- 485 )",518,"(+/- 377 )",922,"(+/- 461 )",1452,"(+/- 760 )",673,"(+/- 473 )",1934,"(+/- 1527 )",382,"(+/- 278 )",827,"(+/- 322 )"
Housing,"Housing Occupancy","Total housing units",372491,"(+/- 1612 )",356326,"(+/- 3356 )",322618,"(+/- 2990 )",359000,"(+/- 5100 )",319251,"(+/- 6091 )",374029,"(+/- 2916 )",323337,"(+/- 4424 )",366840,"(+/- 1465 )",377483,"(+/- 6028 )",326741,"(+/- 5723 )",395023,"(+/- 4506 )",370274,"(+/- 3813 )",391150,"(+/- 3781 )",338165,"(+/- 4825 )",322734,"(+/- 6792 )",419899,"(+/- 4840 )",394897,"(+/- 4945 )",373987,"(+/- 4104 )",486776,"(+/- 4339 )",284084,"(+/- 6350 )",365075,"(+/- 4277 )",392776,"(+/- 6509 )",348959,"(+/- 5678 )",278812,"(+/- 6276 )",280261,"(+/- 6164 )",261243,"(+/- 4721 )",345531,"(+/- 6048 )"
Housing,"Housing Occupancy","Occupied housing units",295098,"(+/- 4406 )",278448,"(+/- 4476 )",273236,"(+/- 5219 )",314432,"(+/- 6363 )",272454,"(+/- 6214 )",307602,"(+/- 4995 )",294369,"(+/- 4327 )",288761,"(+/- 4729 )",281177,"(+/- 7540 )",270167,"(+/- 5690 )",331750,"(+/- 6475 )",312209,"(+/- 4927 )",303069,"(+/- 4650 )",307827,"(+/- 5286 )",285074,"(+/- 5690 )",331394,"(+/- 6085 )",301158,"(+/- 6841 )",301578,"(+/- 5415 )",325244,"(+/- 7669 )",247772,"(+/- 5771 )",296189,"(+/- 5238 )",308398,"(+/- 5743 )",274559,"(+/- 5462 )",251800,"(+/- 6107 )",241423,"(+/- 6113 )",229243,"(+/- 4908 )",284927,"(+/- 5782 )"
Housing,"Housing Occupancy","Vacant housing units",77393,"(+/- 4299 )",77878,"(+/- 4233 )",49382,"(+/- 3830 )",44568,"(+/- 4959 )",46797,"(+/- 3833 )",66427,"(+/- 4730 )",28968,"(+/- 3500 )",78079,"(+/- 4833 )",96306,"(+/- 5666 )",56574,"(+/- 4191 )",63273,"(+/- 5285 )",58065,"(+/- 3448 )",88081,"(+/- 4469 )",30338,"(+/- 3303 )",37660,"(+/- 4541 )",88505,"(+/- 5323 )",93739,"(+/- 5195 )",72409,"(+/- 4723 )",161532,"(+/- 8265 )",36312,"(+/- 4089 )",68886,"(+/- 4686 )",84378,"(+/- 5317 )",74400,"(+/- 4791 )",27012,"(+/- 2980 )",38838,"(+/- 3685 )",32000,"(+/- 2553 )",60604,"(+/- 4315 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.8,"(+/- 0.7 )",1.5,"(+/- 0.6 )",2.2,"(+/- 0.6 )",1.5,"(+/- 0.6 )",1.9,"(+/- 0.7 )",2.2,"(+/- 0.6 )",1.2,"(+/- 0.5 )",2.6,"(+/- 0.8 )",2.1,"(+/- 0.7 )",3.4,"(+/- 1.1 )",2.1,"(+/- 0.5 )",2.2,"(+/- 0.6 )",2.2,"(+/- 0.7 )",1.9,"(+/- 0.6 )",1.4,"(+/- 0.5 )",2.2,"(+/- 0.5 )",2.0,"(+/- 0.6 )",1.4,"(+/- 0.5 )",3.1,"(+/- 0.7 )",2.0,"(+/- 0.9 )",2.3,"(+/- 0.7 )",2.5,"(+/- 0.6 )",1.7,"(+/- 0.6 )",1.7,"(+/- 0.8 )",2.7,"(+/- 0.9 )",1.1,"(+/- 0.5 )",2.6,"(+/- 0.8 )"
